# Intensity Error [H,0,0] DeltaE [0,K,0] [0,0,L]
#  shape: 40x50x1x1
8.729385e-04 2.139624e-05 3.500000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.114102e-03 2.613901e-05 3.500000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.508404e-03 2.942374e-05 3.500000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.797661e-03 3.372428e-05 3.500000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.711651e-03 3.447072e-05 3.500000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.174561e-03 3.191579e-05 3.500000e+00 4.999948e-01 0.000000e+00 0.000000e+00
7.493803e-04 2.672021e-05 3.500000e+00 6.999946e-01 0.000000e+00 0.000000e+00
4.176906e-04 2.117143e-05 3.500000e+00 8.999944e-01 0.000000e+00 0.000000e+00
2.149192e-04 1.560170e-05 3.500000e+00 1.099994e+00 0.000000e+00 0.000000e+00
8.432281e-05 1.187439e-05 3.500000e+00 1.299994e+00 0.000000e+00 0.000000e+00
6.593983e-05 1.376070e-05 3.500000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-5.396957e-05 1.229624e-05 3.500000e+00 1.699994e+00 0.000000e+00 0.000000e+00
6.088526e-05 1.712900e-05 3.500000e+00 1.899993e+00 0.000000e+00 0.000000e+00
7.630247e-05 1.355946e-05 3.500000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.843402e-05 1.558876e-05 3.500000e+00 2.299993e+00 0.000000e+00 0.000000e+00
4.135817e-05 1.390792e-05 3.500000e+00 2.499993e+00 0.000000e+00 0.000000e+00
2.635609e-05 8.593362e-06 3.500000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-5.074148e-05 1.101958e-05 3.500000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-3.879857e-05 1.079934e-05 3.500000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-2.971735e-05 7.374507e-06 3.500000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-5.139658e-06 1.030996e-05 3.500000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-1.151067e-04 9.948399e-06 3.500000e+00 3.699992e+00 0.000000e+00 0.000000e+00
1.751140e-05 6.371841e-06 3.500000e+00 3.899992e+00 0.000000e+00 0.000000e+00
1.163786e-05 8.401999e-06 3.500000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-1.060468e-04 1.510608e-05 3.500000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.201096e-05 1.034528e-05 3.500000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-5.073686e-06 8.437516e-06 3.500000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-3.216822e-05 9.868215e-06 3.500000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-1.729818e-05 6.787219e-06 3.700000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
4.622245e-05 6.775602e-06 3.700000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
6.260533e-05 6.189904e-06 3.700000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
5.683310e-05 5.776781e-06 3.700000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
4.989904e-05 6.827079e-06 3.700000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
5.921802e-05 7.002590e-06 3.700000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
6.147333e-05 8.730124e-06 3.700000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
5.324356e-05 8.047648e-06 3.700000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-4.611809e-05 8.506812e-06 3.700000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
6.994549e-05 8.747914e-06 3.700000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.143178e-04 1.210938e-05 3.700000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
2.974582e-05 1.015565e-05 3.700000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
6.444456e-05 1.179392e-05 3.700000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
8.394676e-05 1.280956e-05 3.700000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
2.343020e-04 1.459209e-05 3.700000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
4.727851e-04 1.833432e-05 3.700000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.636736e-03 2.258774e-05 3.700000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
5.802801e-03 3.666761e-05 3.700000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
9.562574e-03 4.487211e-05 3.700000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.380158e-02 5.447862e-05 3.700000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.933767e-02 6.603423e-05 3.700000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
2.542971e-02 7.533205e-05 3.700000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
3.416388e-02 9.291093e-05 3.700000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
4.329950e-02 1.042654e-04 3.700000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
5.140219e-02 1.196197e-04 3.700000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
5.482278e-02 1.258272e-04 3.700000e+00 9.999514e-02 0.000000e+00 0.000000e+00
5.079346e-02 1.245806e-04 3.700000e+00 2.999949e-01 0.000000e+00 0.000000e+00
3.886301e-02 1.129229e-04 3.700000e+00 4.999948e-01 0.000000e+00 0.000000e+00
2.437912e-02 9.370390e-05 3.700000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.190804e-02 6.877421e-05 3.700000e+00 8.999944e-01 0.000000e+00 0.000000e+00
4.225559e-03 4.422803e-05 3.700000e+00 1.099994e+00 0.000000e+00 0.000000e+00
1.065071e-03 2.517998e-05 3.700000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.635992e-04 1.818263e-05 3.700000e+00 1.499994e+00 0.000000e+00 0.000000e+00
1.056418e-04 1.535460e-05 3.700000e+00 1.699994e+00 0.000000e+00 0.000000e+00
1.252780e-04 1.438191e-05 3.700000e+00 1.899993e+00 0.000000e+00 0.000000e+00
9.783931e-05 1.476737e-05 3.700000e+00 2.099993e+00 0.000000e+00 0.000000e+00
2.203060e-07 1.304239e-05 3.700000e+00 2.299993e+00 0.000000e+00 0.000000e+00
6.109361e-05 1.488834e-05 3.700000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-7.220653e-05 8.975788e-06 3.700000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-9.289830e-05 1.096945e-05 3.700000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-8.627363e-05 1.497911e-05 3.700000e+00 3.099992e+00 0.000000e+00 0.000000e+00
5.710821e-05 1.532715e-05 3.700000e+00 3.299992e+00 0.000000e+00 0.000000e+00
8.462740e-05 1.680127e-05 3.700000e+00 3.499992e+00 0.000000e+00 0.000000e+00
3.905001e-06 1.289817e-05 3.700000e+00 3.699992e+00 0.000000e+00 0.000000e+00
1.516655e-04 1.866183e-05 3.700000e+00 3.899992e+00 0.000000e+00 0.000000e+00
2.263643e-05 1.045391e-05 3.700000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-4.757852e-05 8.292364e-06 3.700000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-8.767153e-06 7.595210e-06 3.700000e+00 4.499991e+00 0.000000e+00 0.000000e+00
7.090786e-06 7.259315e-06 3.700000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-1.383612e-04 1.066813e-05 3.700000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-1.922729e-05 9.356966e-06 3.900000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
5.461167e-05 8.731888e-06 3.900000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
1.158453e-04 1.449584e-05 3.900000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
3.114354e-05 1.188582e-05 3.900000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
8.161781e-05 1.182413e-05 3.900000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
9.717752e-06 1.336518e-05 3.900000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.383893e-04 1.635864e-05 3.900000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
2.236192e-07 1.474633e-05 3.900000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
1.569705e-05 9.523803e-06 3.900000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
6.346846e-05 7.853769e-06 3.900000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.018919e-04 1.542414e-05 3.900000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.425811e-04 1.880955e-05 3.900000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
1.133742e-04 1.990909e-05 3.900000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
3.030847e-04 2.437584e-05 3.900000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
8.092952e-04 3.745535e-05 3.900000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
3.707837e-03 6.990314e-05 3.900000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
2.346560e-02 1.877189e-04 3.900000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
8.320482e-02 4.204194e-04 3.900000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
1.386073e-01 5.486512e-04 3.900000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.959977e-01 6.585205e-04 3.900000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
2.668693e-01 7.769261e-04 3.900000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
3.448881e-01 8.849085e-04 3.900000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
4.477193e-01 1.013965e-03 3.900000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
5.711692e-01 1.162297e-03 3.900000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
6.807198e-01 1.290690e-03 3.900000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
7.308366e-01 1.353618e-03 3.900000e+00 9.999514e-02 0.000000e+00 0.000000e+00
6.821531e-01 1.315247e-03 3.900000e+00 2.999949e-01 0.000000e+00 0.000000e+00
5.292175e-01 1.148653e-03 3.900000e+00 4.999948e-01 0.000000e+00 0.000000e+00
3.443402e-01 9.127192e-04 3.900000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.772510e-01 6.274116e-04 3.900000e+00 8.999944e-01 0.000000e+00 0.000000e+00
6.933248e-02 3.576526e-04 3.900000e+00 1.099994e+00 0.000000e+00 0.000000e+00
1.991405e-02 1.741004e-04 3.900000e+00 1.299994e+00 0.000000e+00 0.000000e+00
4.284419e-03 8.138671e-05 3.900000e+00 1.499994e+00 0.000000e+00 0.000000e+00
8.723081e-04 4.101513e-05 3.900000e+00 1.699994e+00 0.000000e+00 0.000000e+00
2.083041e-04 3.041435e-05 3.900000e+00 1.899993e+00 0.000000e+00 0.000000e+00
3.356688e-04 3.096322e-05 3.900000e+00 2.099993e+00 0.000000e+00 0.000000e+00
3.435690e-04 3.447371e-05 3.900000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.965383e-04 2.531439e-05 3.900000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.010506e-04 1.951436e-05 3.900000e+00 2.699993e+00 0.000000e+00 0.000000e+00
2.278977e-05 2.079665e-05 3.900000e+00 2.899992e+00 0.000000e+00 0.000000e+00
1.298232e-04 2.290613e-05 3.900000e+00 3.099992e+00 0.000000e+00 0.000000e+00
1.850930e-04 2.804715e-05 3.900000e+00 3.299992e+00 0.000000e+00 0.000000e+00
1.724265e-04 2.808588e-05 3.900000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.260425e-04 1.982084e-05 3.900000e+00 3.699992e+00 0.000000e+00 0.000000e+00
1.219150e-04 1.671160e-05 3.900000e+00 3.899992e+00 0.000000e+00 0.000000e+00
6.633976e-05 1.594555e-05 3.900000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-1.450576e-05 1.675305e-05 3.900000e+00 4.299991e+00 0.000000e+00 0.000000e+00
6.237312e-06 1.694110e-05 3.900000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.215508e-04 2.205293e-05 3.900000e+00 4.699991e+00 0.000000e+00 0.000000e+00
6.293841e-05 1.806413e-05 3.900000e+00 4.899991e+00 0.000000e+00 0.000000e+00
5.509572e-05 1.218827e-05 4.100000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
1.410475e-04 2.081703e-05 4.100000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
8.221265e-05 2.000614e-05 4.100000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
4.516938e-06 1.348830e-05 4.100000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
6.441259e-05 1.238855e-05 4.100000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
3.718215e-05 1.734709e-05 4.100000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.193401e-04 1.767318e-05 4.100000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
8.113960e-05 2.198923e-05 4.100000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
1.559166e-04 2.258644e-05 4.100000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.941759e-04 3.491809e-05 4.100000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
2.755265e-05 1.651973e-05 4.100000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.566717e-04 3.294387e-05 4.100000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
2.762524e-04 3.774410e-05 4.100000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
5.588064e-04 4.573906e-05 4.100000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
9.257571e-04 4.771904e-05 4.100000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
5.025279e-03 9.444196e-05 4.100000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
2.594061e-02 2.815352e-04 4.100000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
4.888819e-02 3.359203e-04 4.100000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
6.748551e-02 3.717487e-04 4.100000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
8.979653e-02 4.194464e-04 4.100000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.247570e-01 5.002207e-04 4.100000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.850662e-01 6.391696e-04 4.100000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
2.825468e-01 8.337616e-04 4.100000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
4.107341e-01 1.044580e-03 4.100000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
5.357752e-01 1.224819e-03 4.100000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
6.323826e-01 1.363559e-03 4.100000e+00 9.999514e-02 0.000000e+00 0.000000e+00
6.709551e-01 1.436627e-03 4.100000e+00 2.999949e-01 0.000000e+00 0.000000e+00
6.336104e-01 1.431552e-03 4.100000e+00 4.999948e-01 0.000000e+00 0.000000e+00
5.196083e-01 1.322312e-03 4.100000e+00 6.999946e-01 0.000000e+00 0.000000e+00
3.573090e-01 1.111202e-03 4.100000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.968302e-01 8.306042e-04 4.100000e+00 1.099994e+00 0.000000e+00 0.000000e+00
7.260420e-02 4.839226e-04 4.100000e+00 1.299994e+00 0.000000e+00 0.000000e+00
1.682245e-02 2.163149e-04 4.100000e+00 1.499994e+00 0.000000e+00 0.000000e+00
2.768516e-03 8.662353e-05 4.100000e+00 1.699994e+00 0.000000e+00 0.000000e+00
5.768134e-04 4.083527e-05 4.100000e+00 1.899993e+00 0.000000e+00 0.000000e+00
3.404121e-04 3.273855e-05 4.100000e+00 2.099993e+00 0.000000e+00 0.000000e+00
2.090758e-04 3.353063e-05 4.100000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.312591e-04 2.404239e-05 4.100000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.785446e-04 2.359317e-05 4.100000e+00 2.699993e+00 0.000000e+00 0.000000e+00
2.278542e-04 2.954328e-05 4.100000e+00 2.899992e+00 0.000000e+00 0.000000e+00
1.631125e-04 3.319944e-05 4.100000e+00 3.099992e+00 0.000000e+00 0.000000e+00
1.554818e-04 3.015253e-05 4.100000e+00 3.299992e+00 0.000000e+00 0.000000e+00
5.702719e-05 2.485338e-05 4.100000e+00 3.499992e+00 0.000000e+00 0.000000e+00
5.895748e-05 1.964811e-05 4.100000e+00 3.699992e+00 0.000000e+00 0.000000e+00
1.887711e-06 1.945175e-05 4.100000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-2.581765e-05 6.762232e-06 4.100000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-4.783818e-05 6.258683e-06 4.100000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.801873e-05 1.959939e-05 4.100000e+00 4.499991e+00 0.000000e+00 0.000000e+00
6.009383e-05 1.365647e-05 4.100000e+00 4.699991e+00 0.000000e+00 0.000000e+00
1.248958e-04 2.067483e-05 4.100000e+00 4.899991e+00 0.000000e+00 0.000000e+00
1.121866e-04 2.267650e-05 4.300000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
6.143008e-05 1.595668e-05 4.300000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-8.003266e-06 1.744916e-05 4.300000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
1.527377e-04 2.611613e-05 4.300000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
1.243355e-04 2.165917e-05 4.300000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
6.661414e-05 1.545456e-05 4.300000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
6.267172e-05 1.459933e-05 4.300000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
3.661560e-05 5.916747e-06 4.300000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
7.350828e-05 1.585023e-05 4.300000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
2.598900e-04 3.625032e-05 4.300000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.473398e-05 1.781995e-05 4.300000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
9.887687e-05 1.814108e-05 4.300000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
2.778212e-04 3.659822e-05 4.300000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
2.860726e-05 2.066077e-05 4.300000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.190567e-04 2.479527e-05 4.300000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.218495e-03 4.799285e-05 4.300000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
4.005894e-03 6.914959e-05 4.300000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
5.094145e-03 6.633927e-05 4.300000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
5.931862e-03 7.803987e-05 4.300000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
7.591372e-03 9.196148e-05 4.300000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.130386e-02 1.066520e-04 4.300000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.924782e-02 1.304227e-04 4.300000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
3.335187e-02 1.653152e-04 4.300000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
5.244585e-02 2.058208e-04 4.300000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
7.067349e-02 2.359838e-04 4.300000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
8.488362e-02 2.576032e-04 4.300000e+00 9.999514e-02 0.000000e+00 0.000000e+00
9.396842e-02 2.697813e-04 4.300000e+00 2.999949e-01 0.000000e+00 0.000000e+00
9.361265e-02 2.733499e-04 4.300000e+00 4.999948e-01 0.000000e+00 0.000000e+00
7.933306e-02 2.393425e-04 4.300000e+00 6.999946e-01 0.000000e+00 0.000000e+00
5.655691e-02 2.034111e-04 4.300000e+00 8.999944e-01 0.000000e+00 0.000000e+00
3.204547e-02 1.484706e-04 4.300000e+00 1.099994e+00 0.000000e+00 0.000000e+00
1.199835e-02 9.302749e-05 4.300000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.568972e-03 3.810269e-05 4.300000e+00 1.499994e+00 0.000000e+00 0.000000e+00
7.805646e-05 2.896616e-05 4.300000e+00 1.699994e+00 0.000000e+00 0.000000e+00
7.553639e-05 2.558634e-05 4.300000e+00 1.899993e+00 0.000000e+00 0.000000e+00
8.329630e-05 2.125193e-05 4.300000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.381652e-05 2.574586e-05 4.300000e+00 2.299993e+00 0.000000e+00 0.000000e+00
8.706640e-05 1.547879e-05 4.300000e+00 2.499993e+00 0.000000e+00 0.000000e+00
2.058134e-04 2.743829e-05 4.300000e+00 2.699993e+00 0.000000e+00 0.000000e+00
1.504068e-04 2.028670e-05 4.300000e+00 2.899992e+00 0.000000e+00 0.000000e+00
1.002259e-04 2.009436e-05 4.300000e+00 3.099992e+00 0.000000e+00 0.000000e+00
1.065874e-04 2.046360e-05 4.300000e+00 3.299992e+00 0.000000e+00 0.000000e+00
1.730383e-04 3.054391e-05 4.300000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.359833e-04 2.399915e-05 4.300000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-4.737600e-05 2.158648e-05 4.300000e+00 3.899992e+00 0.000000e+00 0.000000e+00
5.863799e-05 1.886207e-05 4.300000e+00 4.099991e+00 0.000000e+00 0.000000e+00
1.455943e-05 4.721392e-06 4.300000e+00 4.299991e+00 0.000000e+00 0.000000e+00
9.257512e-05 2.283010e-05 4.300000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-2.276630e-05 7.882923e-06 4.300000e+00 4.699991e+00 0.000000e+00 0.000000e+00
1.750484e-04 2.980280e-05 4.300000e+00 4.899991e+00 0.000000e+00 0.000000e+00
4.918424e-05 1.800949e-05 4.500000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-6.048265e-05 2.835546e-05 4.500000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
5.826443e-05 1.680270e-05 4.500000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
2.081407e-04 3.178098e-05 4.500000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
8.072515e-05 2.875739e-05 4.500000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
1.672871e-05 1.722187e-05 4.500000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
3.048237e-05 5.456635e-06 4.500000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
7.255965e-05 2.156182e-05 4.500000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-1.676406e-04 1.207744e-05 4.500000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-1.844467e-05 1.859271e-05 4.500000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.225560e-04 2.275780e-05 4.500000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.966071e-04 3.889212e-05 4.500000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
1.373284e-04 2.956485e-05 4.500000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
8.190004e-05 3.620539e-05 4.500000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.153297e-04 2.480148e-05 4.500000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
5.628078e-04 4.582678e-05 4.500000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
6.204062e-04 4.607503e-05 4.500000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
6.301296e-04 5.831608e-05 4.500000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
6.780676e-04 5.569743e-05 4.500000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
5.826651e-04 4.988168e-05 4.500000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.860092e-04 5.143687e-05 4.500000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
3.139655e-04 6.676942e-05 4.500000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.361848e-03 9.012368e-05 4.500000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.654219e-03 8.343086e-05 4.500000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
2.225812e-03 1.086872e-04 4.500000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.845507e-03 1.022492e-04 4.500000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.814403e-03 1.078058e-04 4.500000e+00 2.999949e-01 0.000000e+00 0.000000e+00
2.076355e-03 1.055140e-04 4.500000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.464260e-03 8.588627e-05 4.500000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.258698e-03 7.388035e-05 4.500000e+00 8.999944e-01 0.000000e+00 0.000000e+00
6.305193e-04 5.129742e-05 4.500000e+00 1.099994e+00 0.000000e+00 0.000000e+00
2.752579e-04 3.792629e-05 4.500000e+00 1.299994e+00 0.000000e+00 0.000000e+00
9.950562e-06 1.664040e-05 4.500000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-1.305441e-04 2.377361e-05 4.500000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-6.093669e-05 8.497270e-06 4.500000e+00 1.899993e+00 0.000000e+00 0.000000e+00
8.127499e-05 2.058756e-05 4.500000e+00 2.099993e+00 0.000000e+00 0.000000e+00
8.025465e-07 2.259997e-05 4.500000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.290543e-04 2.091235e-05 4.500000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.436822e-04 2.092782e-05 4.500000e+00 2.699993e+00 0.000000e+00 0.000000e+00
4.825887e-05 1.482557e-05 4.500000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.282796e-04 1.006409e-05 4.500000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-1.314113e-04 2.271663e-05 4.500000e+00 3.299992e+00 0.000000e+00 0.000000e+00
3.578218e-05 2.161383e-05 4.500000e+00 3.499992e+00 0.000000e+00 0.000000e+00
9.912316e-05 2.487299e-05 4.500000e+00 3.699992e+00 0.000000e+00 0.000000e+00
3.622826e-05 1.501389e-05 4.500000e+00 3.899992e+00 0.000000e+00 0.000000e+00
5.534013e-05 1.473051e-05 4.500000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-3.593310e-05 5.922991e-06 4.500000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-3.088215e-05 4.246540e-06 4.500000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-1.313329e-04 9.445748e-06 4.500000e+00 4.699991e+00 0.000000e+00 0.000000e+00
3.434507e-05 1.626224e-05 4.500000e+00 4.899991e+00 0.000000e+00 0.000000e+00
1.616309e-05 5.151690e-06 4.700000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
1.090656e-05 1.791930e-05 4.700000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
5.146506e-05 1.645293e-05 4.700000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
1.939432e-05 2.403551e-05 4.700000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
2.572452e-06 1.896078e-05 4.700000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
4.343431e-05 1.669536e-05 4.700000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
7.441536e-05 1.692046e-05 4.700000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
1.159205e-04 2.814805e-05 4.700000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
5.410422e-05 1.709773e-05 4.700000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
