# Intensity Error [H,0,0] DeltaE [0,K,0] [0,0,L]
#  shape: 40x50x1x1
6.238894e-06 2.329884e-06 1.300000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
1.426945e-05 2.787113e-06 1.300000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
2.010499e-05 2.053723e-06 1.300000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
1.413460e-05 2.455447e-06 1.300000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.795189e-06 1.883862e-06 1.300000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-1.654856e-05 2.617827e-06 1.300000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
1.351704e-05 2.335882e-06 1.300000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
2.462339e-05 2.390417e-06 1.300000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
3.591318e-05 3.240203e-06 1.300000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
5.600917e-05 3.682715e-06 1.300000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
3.286894e-05 3.747456e-06 1.300000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
3.025493e-05 3.749850e-06 1.300000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.010386e-04 4.006599e-06 1.300000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.146945e-04 4.929898e-06 1.300000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
8.359023e-05 5.884636e-06 1.300000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
3.742371e-05 7.415311e-06 1.300000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.247551e-04 8.832422e-06 1.300000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
2.728293e-04 1.021187e-05 1.300000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
2.994360e-04 1.120835e-05 1.300000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
5.236015e-04 1.326709e-05 1.300000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
8.465550e-04 1.460347e-05 1.300000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
6.747497e-04 1.698601e-05 1.300000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
8.541378e-04 1.804367e-05 1.300000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
9.168756e-04 1.943985e-05 1.300000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.196797e-03 1.902713e-05 1.300000e+00 2.999949e-01 0.000000e+00 0.000000e+00
9.021235e-04 1.720355e-05 1.300000e+00 4.999948e-01 0.000000e+00 0.000000e+00
4.418713e-04 1.378696e-05 1.300000e+00 6.999946e-01 0.000000e+00 0.000000e+00
2.476740e-04 9.873422e-06 1.300000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.586780e-04 7.040748e-06 1.300000e+00 1.099994e+00 0.000000e+00 0.000000e+00
4.753694e-05 4.929098e-06 1.300000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-1.083031e-05 4.053320e-06 1.300000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-1.351601e-04 4.339131e-06 1.300000e+00 1.699994e+00 0.000000e+00 0.000000e+00
1.242012e-05 4.068637e-06 1.300000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-5.922033e-06 3.822198e-06 1.300000e+00 2.099993e+00 0.000000e+00 0.000000e+00
2.852903e-05 3.035982e-06 1.300000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-2.621403e-06 2.859517e-06 1.300000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-4.384896e-05 2.779470e-06 1.300000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-7.153485e-06 2.971511e-06 1.300000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.972075e-05 3.200100e-06 1.300000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-5.827634e-06 1.019975e-06 1.300000e+00 3.299992e+00 0.000000e+00 0.000000e+00
1.364715e-06 2.079943e-06 1.300000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-3.130080e-05 4.049849e-06 1.300000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-2.417589e-06 2.843679e-06 1.300000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-3.532771e-05 2.437743e-06 1.300000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-5.371275e-06 2.106112e-06 1.300000e+00 4.299991e+00 0.000000e+00 0.000000e+00
6.165402e-06 1.934496e-06 1.300000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.143282e-05 2.739351e-06 1.300000e+00 4.699991e+00 0.000000e+00 0.000000e+00
1.329704e-05 3.620347e-06 1.300000e+00 4.899991e+00 0.000000e+00 0.000000e+00
2.286196e-05 3.345568e-06 1.500000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
3.066009e-05 3.548334e-06 1.500000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-6.942862e-06 2.524540e-06 1.500000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
1.897895e-05 2.673245e-06 1.500000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
2.491722e-05 3.183820e-06 1.500000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
-1.725594e-05 3.106048e-06 1.500000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-4.747986e-06 3.009169e-06 1.500000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-2.416631e-05 2.740958e-06 1.500000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-5.714007e-05 4.020754e-06 1.500000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-5.733819e-05 4.460308e-06 1.500000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.848711e-05 3.495992e-06 1.500000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
6.603082e-05 4.598771e-06 1.500000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
4.175561e-06 5.994009e-06 1.500000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
-9.002151e-05 6.466435e-06 1.500000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.131909e-04 7.717713e-06 1.500000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
9.366108e-05 9.038790e-06 1.500000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.682419e-04 1.040146e-05 1.500000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
-2.069412e-05 1.104509e-05 1.500000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
1.114281e-04 1.301298e-05 1.500000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.859993e-05 1.532299e-05 1.500000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
3.007427e-04 1.806076e-05 1.500000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
6.605498e-04 2.066704e-05 1.500000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
9.558308e-04 2.143578e-05 1.500000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
8.876328e-04 2.522834e-05 1.500000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.306493e-03 2.829157e-05 1.500000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.577455e-03 3.018417e-05 1.500000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.442681e-03 2.864673e-05 1.500000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.280235e-03 2.415512e-05 1.500000e+00 4.999948e-01 0.000000e+00 0.000000e+00
8.855758e-04 1.962747e-05 1.500000e+00 6.999946e-01 0.000000e+00 0.000000e+00
4.291505e-04 1.304615e-05 1.500000e+00 8.999944e-01 0.000000e+00 0.000000e+00
2.154689e-04 9.583451e-06 1.500000e+00 1.099994e+00 0.000000e+00 0.000000e+00
-5.203858e-08 6.924225e-06 1.500000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-3.195505e-05 5.961013e-06 1.500000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-5.764267e-05 5.521084e-06 1.500000e+00 1.699994e+00 0.000000e+00 0.000000e+00
3.806263e-05 5.974424e-06 1.500000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-8.161444e-06 5.737883e-06 1.500000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.029291e-06 2.749450e-06 1.500000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-4.502357e-05 4.289750e-06 1.500000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-8.961145e-05 4.399874e-06 1.500000e+00 2.699993e+00 0.000000e+00 0.000000e+00
9.781656e-07 3.350933e-06 1.500000e+00 2.899992e+00 0.000000e+00 0.000000e+00
2.336051e-06 4.431349e-06 1.500000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-3.693838e-05 5.115248e-06 1.500000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-4.284313e-06 1.534304e-06 1.500000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.418410e-05 5.021597e-06 1.500000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-4.594678e-05 2.430220e-06 1.500000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-1.285331e-04 3.676828e-06 1.500000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-5.984243e-05 4.593927e-06 1.500000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.545846e-06 1.045173e-06 1.500000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.553080e-05 2.647471e-06 1.500000e+00 4.699991e+00 0.000000e+00 0.000000e+00
3.806632e-05 5.479078e-06 1.500000e+00 4.899991e+00 0.000000e+00 0.000000e+00
5.677558e-06 2.352621e-06 1.700000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
2.706238e-05 2.923054e-06 1.700000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
2.693889e-05 2.793868e-06 1.700000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
1.906759e-05 2.989254e-06 1.700000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-4.449461e-06 1.922802e-06 1.700000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
2.217054e-05 3.464977e-06 1.700000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
2.947937e-05 3.099754e-06 1.700000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-8.358277e-06 3.558627e-06 1.700000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
3.155769e-05 3.916312e-06 1.700000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
4.211502e-05 4.572865e-06 1.700000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
5.312618e-05 4.788140e-06 1.700000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
4.223521e-05 5.345666e-06 1.700000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
6.962717e-05 6.053506e-06 1.700000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
4.897928e-05 7.166326e-06 1.700000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
-3.735695e-05 7.758902e-06 1.700000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.178412e-04 7.954483e-06 1.700000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.824559e-04 9.160710e-06 1.700000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.643850e-04 1.088450e-05 1.700000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
3.398873e-04 1.232443e-05 1.700000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
2.125070e-04 1.499608e-05 1.700000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
5.558684e-04 1.660866e-05 1.700000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
8.793590e-04 1.943323e-05 1.700000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.358393e-03 2.208559e-05 1.700000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.722422e-03 2.475186e-05 1.700000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
2.204715e-03 2.639962e-05 1.700000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
2.253406e-03 2.679217e-05 1.700000e+00 9.999514e-02 0.000000e+00 0.000000e+00
2.143987e-03 2.577006e-05 1.700000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.713236e-03 2.172676e-05 1.700000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.255745e-03 1.719522e-05 1.700000e+00 6.999946e-01 0.000000e+00 0.000000e+00
5.127809e-04 1.232734e-05 1.700000e+00 8.999944e-01 0.000000e+00 0.000000e+00
6.003548e-05 8.639532e-06 1.700000e+00 1.099994e+00 0.000000e+00 0.000000e+00
3.701620e-05 7.226141e-06 1.700000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-1.343463e-04 7.150046e-06 1.700000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-1.022023e-05 6.181658e-06 1.700000e+00 1.699994e+00 0.000000e+00 0.000000e+00
1.135535e-05 5.431556e-06 1.700000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-1.182676e-04 5.127558e-06 1.700000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-5.750466e-05 5.365034e-06 1.700000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-4.754939e-05 4.833836e-06 1.700000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.839086e-06 3.733316e-06 1.700000e+00 2.699993e+00 0.000000e+00 0.000000e+00
1.930531e-05 5.105780e-06 1.700000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-4.020460e-06 5.009710e-06 1.700000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-3.560546e-05 2.126977e-06 1.700000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-2.197098e-05 5.419573e-06 1.700000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.938547e-05 4.900707e-06 1.700000e+00 3.699992e+00 0.000000e+00 0.000000e+00
2.444274e-05 4.941835e-06 1.700000e+00 3.899992e+00 0.000000e+00 0.000000e+00
5.062043e-07 3.141700e-06 1.700000e+00 4.099991e+00 0.000000e+00 0.000000e+00
3.535718e-05 6.292509e-06 1.700000e+00 4.299991e+00 0.000000e+00 0.000000e+00
2.956606e-05 4.181795e-06 1.700000e+00 4.499991e+00 0.000000e+00 0.000000e+00
2.517231e-05 4.099523e-06 1.700000e+00 4.699991e+00 0.000000e+00 0.000000e+00
3.810610e-05 6.500395e-06 1.700000e+00 4.899991e+00 0.000000e+00 0.000000e+00
1.625529e-05 3.544057e-06 1.900000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
9.464909e-06 2.453923e-06 1.900000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
1.648459e-05 2.900866e-06 1.900000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-2.924985e-05 2.630321e-06 1.900000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-1.420606e-05 3.292996e-06 1.900000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
9.911627e-06 3.590714e-06 1.900000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
2.758440e-05 3.414219e-06 1.900000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-5.579926e-06 3.610445e-06 1.900000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-4.091428e-05 4.136078e-06 1.900000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-8.153940e-05 4.880036e-06 1.900000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.596880e-05 4.412110e-06 1.900000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
2.932335e-05 5.333905e-06 1.900000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
9.956479e-05 6.398291e-06 1.900000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
8.803684e-05 6.633436e-06 1.900000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
9.298974e-05 7.702821e-06 1.900000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.881523e-04 8.844116e-06 1.900000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
4.362801e-04 1.106408e-05 1.900000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
6.794032e-04 1.422795e-05 1.900000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
9.767043e-04 1.725529e-05 1.900000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.433642e-03 2.083229e-05 1.900000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.821301e-03 2.405454e-05 1.900000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
2.529940e-03 2.763582e-05 1.900000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
3.883133e-03 3.235200e-05 1.900000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
5.366945e-03 3.663930e-05 1.900000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
6.166678e-03 3.920939e-05 1.900000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
6.647745e-03 3.977928e-05 1.900000e+00 9.999514e-02 0.000000e+00 0.000000e+00
6.074425e-03 3.709972e-05 1.900000e+00 2.999949e-01 0.000000e+00 0.000000e+00
4.579491e-03 3.261335e-05 1.900000e+00 4.999948e-01 0.000000e+00 0.000000e+00
2.717741e-03 2.518205e-05 1.900000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.221309e-03 1.790944e-05 1.900000e+00 8.999944e-01 0.000000e+00 0.000000e+00
4.037741e-04 1.109051e-05 1.900000e+00 1.099994e+00 0.000000e+00 0.000000e+00
7.363883e-05 7.850229e-06 1.900000e+00 1.299994e+00 0.000000e+00 0.000000e+00
3.045907e-05 6.067673e-06 1.900000e+00 1.499994e+00 0.000000e+00 0.000000e+00
6.469797e-06 6.253602e-06 1.900000e+00 1.699994e+00 0.000000e+00 0.000000e+00
3.607582e-06 5.707208e-06 1.900000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-1.646275e-05 5.744310e-06 1.900000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-4.373950e-05 5.007801e-06 1.900000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-2.854363e-05 4.547370e-06 1.900000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-5.850839e-05 4.047788e-06 1.900000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-1.153418e-05 5.180541e-06 1.900000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-6.097974e-05 5.264238e-06 1.900000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-3.107711e-05 4.420239e-06 1.900000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-5.275406e-05 4.674293e-06 1.900000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-5.218295e-05 5.098616e-06 1.900000e+00 3.699992e+00 0.000000e+00 0.000000e+00
2.630316e-05 6.079506e-06 1.900000e+00 3.899992e+00 0.000000e+00 0.000000e+00
2.868662e-05 4.350222e-06 1.900000e+00 4.099991e+00 0.000000e+00 0.000000e+00
3.931209e-05 4.523443e-06 1.900000e+00 4.299991e+00 0.000000e+00 0.000000e+00
5.038157e-05 6.565151e-06 1.900000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.119520e-05 1.666088e-06 1.900000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-4.015462e-05 2.622397e-06 1.900000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-4.727399e-06 2.461578e-06 2.100000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-5.428521e-06 2.640215e-06 2.100000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-2.187187e-05 2.717757e-06 2.100000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-8.115859e-06 2.497263e-06 2.100000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
1.897899e-05 3.086757e-06 2.100000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
2.594966e-05 3.432620e-06 2.100000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
2.994740e-05 4.055915e-06 2.100000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-3.451090e-05 3.470446e-06 2.100000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-1.222569e-05 4.574273e-06 2.100000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-1.034236e-06 5.224665e-06 2.100000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
7.138651e-06 5.107368e-06 2.100000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
-2.755505e-06 5.439359e-06 2.100000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
7.519689e-05 5.462472e-06 2.100000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
1.630994e-04 7.565146e-06 2.100000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.582836e-04 9.630298e-06 2.100000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
3.165332e-04 1.174252e-05 2.100000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
5.927736e-04 1.431897e-05 2.100000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
9.947910e-04 1.757338e-05 2.100000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
1.355674e-03 2.170215e-05 2.100000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.907155e-03 2.453409e-05 2.100000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
2.823773e-03 2.829372e-05 2.100000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
3.938992e-03 3.357821e-05 2.100000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
5.368872e-03 3.816996e-05 2.100000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
6.953182e-03 4.230719e-05 2.100000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
7.424745e-03 4.397747e-05 2.100000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
8.154793e-03 4.444687e-05 2.100000e+00 9.999514e-02 0.000000e+00 0.000000e+00
7.445757e-03 4.190858e-05 2.100000e+00 2.999949e-01 0.000000e+00 0.000000e+00
5.386814e-03 3.534674e-05 2.100000e+00 4.999948e-01 0.000000e+00 0.000000e+00
3.198176e-03 2.682532e-05 2.100000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.368890e-03 1.799997e-05 2.100000e+00 8.999944e-01 0.000000e+00 0.000000e+00
4.553727e-04 1.140591e-05 2.100000e+00 1.099994e+00 0.000000e+00 0.000000e+00
7.904493e-05 7.516701e-06 2.100000e+00 1.299994e+00 0.000000e+00 0.000000e+00
3.939204e-05 6.255168e-06 2.100000e+00 1.499994e+00 0.000000e+00 0.000000e+00
3.440028e-05 5.912659e-06 2.100000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-1.159974e-05 5.460946e-06 2.100000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-2.971082e-06 5.444508e-06 2.100000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-4.555271e-05 5.210293e-06 2.100000e+00 2.299993e+00 0.000000e+00 0.000000e+00
2.946829e-05 6.269859e-06 2.100000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-1.071861e-05 4.765974e-06 2.100000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-1.979370e-05 5.167362e-06 2.100000e+00 2.899992e+00 0.000000e+00 0.000000e+00
2.444548e-05 5.732320e-06 2.100000e+00 3.099992e+00 0.000000e+00 0.000000e+00
3.131150e-05 4.583154e-06 2.100000e+00 3.299992e+00 0.000000e+00 0.000000e+00
2.369347e-05 5.896610e-06 2.100000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-3.993219e-05 5.494682e-06 2.100000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-4.125347e-05 7.397660e-06 2.100000e+00 3.899992e+00 0.000000e+00 0.000000e+00
1.581495e-05 3.734108e-06 2.100000e+00 4.099991e+00 0.000000e+00 0.000000e+00
5.603779e-05 7.331645e-06 2.100000e+00 4.299991e+00 0.000000e+00 0.000000e+00
3.430846e-05 5.183876e-06 2.100000e+00 4.499991e+00 0.000000e+00 0.000000e+00
5.751615e-05 7.873319e-06 2.100000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-2.202933e-05 2.807303e-06 2.100000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-2.423881e-05 2.808880e-06 2.300000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
8.351637e-06 2.928750e-06 2.300000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
1.014978e-06 3.592245e-06 2.300000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-2.042067e-05 4.408901e-06 2.300000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
3.820565e-05 3.565490e-06 2.300000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
4.289073e-05 5.336441e-06 2.300000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.412725e-05 3.433410e-06 2.300000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-6.294146e-05 4.637358e-06 2.300000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-4.182846e-05 5.061106e-06 2.300000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.529878e-05 4.712812e-06 2.300000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.082069e-06 5.721228e-06 2.300000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
8.980961e-05 6.708156e-06 2.300000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
6.510274e-05 5.299745e-06 2.300000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
5.681960e-05 6.868064e-06 2.300000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.284742e-04 7.486259e-06 2.300000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
2.671205e-04 9.195703e-06 2.300000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
2.977540e-04 1.059020e-05 2.300000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
2.604227e-04 1.112524e-05 2.300000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
5.111860e-04 1.343581e-05 2.300000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
8.694461e-04 1.580875e-05 2.300000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.073518e-03 1.850725e-05 2.300000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.449005e-03 2.061242e-05 2.300000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
2.168649e-03 2.395044e-05 2.300000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
3.208194e-03 2.733561e-05 2.300000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
3.819739e-03 2.984453e-05 2.300000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
4.419746e-03 3.070532e-05 2.300000e+00 9.999514e-02 0.000000e+00 0.000000e+00
3.998450e-03 2.972009e-05 2.300000e+00 2.999949e-01 0.000000e+00 0.000000e+00
2.857430e-03 2.491791e-05 2.300000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.692691e-03 1.962156e-05 2.300000e+00 6.999946e-01 0.000000e+00 0.000000e+00
7.581502e-04 1.353943e-05 2.300000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.677612e-04 8.430999e-06 2.300000e+00 1.099994e+00 0.000000e+00 0.000000e+00
6.802285e-05 6.519100e-06 2.300000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.056148e-05 5.973110e-06 2.300000e+00 1.499994e+00 0.000000e+00 0.000000e+00
4.961713e-05 5.228705e-06 2.300000e+00 1.699994e+00 0.000000e+00 0.000000e+00
9.854399e-06 4.757972e-06 2.300000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-4.869894e-05 5.329943e-06 2.300000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-7.781600e-05 5.037617e-06 2.300000e+00 2.299993e+00 0.000000e+00 0.000000e+00
