# Intensity Error [H,H,0] DeltaE [0,0,L] [-H,H,0]
#  shape: 80x50x1x1
8.628295e-06 5.491754e-06 -3.500035e-01 2.225000e+01 0.000000e+00 5.000000e+00
1.677421e-05 6.050537e-06 -3.500035e-01 2.275000e+01 0.000000e+00 5.000000e+00
1.957259e-05 6.942849e-06 -3.500035e-01 2.325000e+01 0.000000e+00 5.000000e+00
1.081801e-05 7.110349e-06 -3.500035e-01 2.375000e+01 0.000000e+00 5.000000e+00
-4.760905e-06 6.850466e-06 -3.500035e-01 2.425000e+01 0.000000e+00 5.000000e+00
-1.766554e-05 7.235280e-06 -3.500035e-01 2.475000e+01 0.000000e+00 5.000000e+00
2.995652e-03 6.019225e-05 -2.500036e-01 2.500000e-01 0.000000e+00 5.000000e+00
2.030450e-03 4.120672e-05 -2.500036e-01 7.500000e-01 0.000000e+00 5.000000e+00
1.074042e-03 2.529413e-05 -2.500036e-01 1.250000e+00 0.000000e+00 5.000000e+00
3.451174e-04 1.523781e-05 -2.500036e-01 1.750000e+00 0.000000e+00 5.000000e+00
9.119011e-05 1.091592e-05 -2.500036e-01 2.250000e+00 0.000000e+00 5.000000e+00
4.039305e-05 9.109403e-06 -2.500036e-01 2.750000e+00 0.000000e+00 5.000000e+00
3.069784e-05 8.086041e-06 -2.500036e-01 3.250000e+00 0.000000e+00 5.000000e+00
3.758192e-05 8.021956e-06 -2.500036e-01 3.750000e+00 0.000000e+00 5.000000e+00
4.953055e-05 8.251037e-06 -2.500036e-01 4.250000e+00 0.000000e+00 5.000000e+00
5.799187e-05 7.979375e-06 -2.500036e-01 4.750000e+00 0.000000e+00 5.000000e+00
5.831491e-05 7.192398e-06 -2.500036e-01 5.250000e+00 0.000000e+00 5.000000e+00
5.005884e-05 6.915679e-06 -2.500036e-01 5.750000e+00 0.000000e+00 5.000000e+00
4.045048e-05 6.847345e-06 -2.500036e-01 6.250000e+00 0.000000e+00 5.000000e+00
4.112143e-05 7.013715e-06 -2.500036e-01 6.750000e+00 0.000000e+00 5.000000e+00
4.748971e-05 7.242349e-06 -2.500036e-01 7.250000e+00 0.000000e+00 5.000000e+00
4.837518e-05 7.320279e-06 -2.500036e-01 7.750000e+00 0.000000e+00 5.000000e+00
4.179675e-05 7.078355e-06 -2.500036e-01 8.250000e+00 0.000000e+00 5.000000e+00
3.621585e-05 6.868007e-06 -2.500036e-01 8.750000e+00 0.000000e+00 5.000000e+00
3.466574e-05 6.933856e-06 -2.500036e-01 9.250000e+00 0.000000e+00 5.000000e+00
3.159400e-05 6.885658e-06 -2.500036e-01 9.750000e+00 0.000000e+00 5.000000e+00
2.566722e-05 6.500680e-06 -2.500036e-01 1.025000e+01 0.000000e+00 5.000000e+00
2.424062e-05 6.257666e-06 -2.500036e-01 1.075000e+01 0.000000e+00 5.000000e+00
3.026285e-05 5.859976e-06 -2.500036e-01 1.125000e+01 0.000000e+00 5.000000e+00
3.722667e-05 5.633470e-06 -2.500036e-01 1.175000e+01 0.000000e+00 5.000000e+00
4.205758e-05 6.065063e-06 -2.500036e-01 1.225000e+01 0.000000e+00 5.000000e+00
4.273745e-05 6.231682e-06 -2.500036e-01 1.275000e+01 0.000000e+00 5.000000e+00
4.435866e-05 6.127291e-06 -2.500036e-01 1.325000e+01 0.000000e+00 5.000000e+00
4.907244e-05 5.918479e-06 -2.500036e-01 1.375000e+01 0.000000e+00 5.000000e+00
5.298962e-05 5.772387e-06 -2.500036e-01 1.425000e+01 0.000000e+00 5.000000e+00
5.125989e-05 5.970043e-06 -2.500036e-01 1.475000e+01 0.000000e+00 5.000000e+00
4.906616e-05 6.033281e-06 -2.500036e-01 1.525000e+01 0.000000e+00 5.000000e+00
5.379581e-05 6.100040e-06 -2.500036e-01 1.575000e+01 0.000000e+00 5.000000e+00
5.993649e-05 6.583018e-06 -2.500036e-01 1.625000e+01 0.000000e+00 5.000000e+00
5.779900e-05 6.892399e-06 -2.500036e-01 1.675000e+01 0.000000e+00 5.000000e+00
4.624237e-05 6.558399e-06 -2.500036e-01 1.725000e+01 0.000000e+00 5.000000e+00
3.268995e-05 6.230620e-06 -2.500036e-01 1.775000e+01 0.000000e+00 5.000000e+00
2.383484e-05 6.173043e-06 -2.500036e-01 1.825000e+01 0.000000e+00 5.000000e+00
2.285219e-05 6.069786e-06 -2.500036e-01 1.875000e+01 0.000000e+00 5.000000e+00
2.293984e-05 5.829027e-06 -2.500036e-01 1.925000e+01 0.000000e+00 5.000000e+00
2.030323e-05 5.598519e-06 -2.500036e-01 1.975000e+01 0.000000e+00 5.000000e+00
1.074874e-05 5.434351e-06 -2.500036e-01 2.025000e+01 0.000000e+00 5.000000e+00
1.921428e-06 5.284010e-06 -2.500036e-01 2.075000e+01 0.000000e+00 5.000000e+00
3.681301e-07 5.061709e-06 -2.500036e-01 2.125000e+01 0.000000e+00 5.000000e+00
3.045904e-06 5.165101e-06 -2.500036e-01 2.175000e+01 0.000000e+00 5.000000e+00
8.104898e-06 5.502539e-06 -2.500036e-01 2.225000e+01 0.000000e+00 5.000000e+00
1.694489e-05 6.097171e-06 -2.500036e-01 2.275000e+01 0.000000e+00 5.000000e+00
2.048730e-05 7.096032e-06 -2.500036e-01 2.325000e+01 0.000000e+00 5.000000e+00
1.053509e-05 7.150714e-06 -2.500036e-01 2.375000e+01 0.000000e+00 5.000000e+00
-7.589652e-06 6.679376e-06 -2.500036e-01 2.425000e+01 0.000000e+00 5.000000e+00
-2.502244e-05 6.932827e-06 -2.500036e-01 2.475000e+01 0.000000e+00 5.000000e+00
4.487086e-03 7.384135e-05 -1.500037e-01 2.500000e-01 0.000000e+00 5.000000e+00
2.987816e-03 4.953133e-05 -1.500037e-01 7.500000e-01 0.000000e+00 5.000000e+00
1.524137e-03 2.900883e-05 -1.500037e-01 1.250000e+00 0.000000e+00 5.000000e+00
4.409460e-04 1.611120e-05 -1.500037e-01 1.750000e+00 0.000000e+00 5.000000e+00
9.533939e-05 1.106288e-05 -1.500037e-01 2.250000e+00 0.000000e+00 5.000000e+00
4.371981e-05 9.308594e-06 -1.500037e-01 2.750000e+00 0.000000e+00 5.000000e+00
3.152935e-05 8.054298e-06 -1.500037e-01 3.250000e+00 0.000000e+00 5.000000e+00
3.452945e-05 7.666059e-06 -1.500037e-01 3.750000e+00 0.000000e+00 5.000000e+00
4.512815e-05 7.996981e-06 -1.500037e-01 4.250000e+00 0.000000e+00 5.000000e+00
5.567732e-05 7.904388e-06 -1.500037e-01 4.750000e+00 0.000000e+00 5.000000e+00
5.859604e-05 7.117471e-06 -1.500037e-01 5.250000e+00 0.000000e+00 5.000000e+00
5.141347e-05 6.833954e-06 -1.500037e-01 5.750000e+00 0.000000e+00 5.000000e+00
4.104828e-05 6.968227e-06 -1.500037e-01 6.250000e+00 0.000000e+00 5.000000e+00
3.791766e-05 7.104146e-06 -1.500037e-01 6.750000e+00 0.000000e+00 5.000000e+00
3.836142e-05 6.944280e-06 -1.500037e-01 7.250000e+00 0.000000e+00 5.000000e+00
3.710984e-05 6.803224e-06 -1.500037e-01 7.750000e+00 0.000000e+00 5.000000e+00
3.346116e-05 6.637111e-06 -1.500037e-01 8.250000e+00 0.000000e+00 5.000000e+00
3.425319e-05 6.722707e-06 -1.500037e-01 8.750000e+00 0.000000e+00 5.000000e+00
3.701714e-05 7.080858e-06 -1.500037e-01 9.250000e+00 0.000000e+00 5.000000e+00
3.464426e-05 7.275487e-06 -1.500037e-01 9.750000e+00 0.000000e+00 5.000000e+00
2.545043e-05 6.722094e-06 -1.500037e-01 1.025000e+01 0.000000e+00 5.000000e+00
2.136516e-05 5.983392e-06 -1.500037e-01 1.075000e+01 0.000000e+00 5.000000e+00
2.751926e-05 5.594051e-06 -1.500037e-01 1.125000e+01 0.000000e+00 5.000000e+00
3.824370e-05 5.876506e-06 -1.500037e-01 1.175000e+01 0.000000e+00 5.000000e+00
4.670653e-05 6.366027e-06 -1.500037e-01 1.225000e+01 0.000000e+00 5.000000e+00
5.100803e-05 6.450068e-06 -1.500037e-01 1.275000e+01 0.000000e+00 5.000000e+00
5.518111e-05 6.530351e-06 -1.500037e-01 1.325000e+01 0.000000e+00 5.000000e+00
5.941652e-05 6.527585e-06 -1.500037e-01 1.375000e+01 0.000000e+00 5.000000e+00
5.753631e-05 6.115174e-06 -1.500037e-01 1.425000e+01 0.000000e+00 5.000000e+00
4.705906e-05 5.754716e-06 -1.500037e-01 1.475000e+01 0.000000e+00 5.000000e+00
3.885642e-05 5.598469e-06 -1.500037e-01 1.525000e+01 0.000000e+00 5.000000e+00
4.344098e-05 5.721161e-06 -1.500037e-01 1.575000e+01 0.000000e+00 5.000000e+00
5.409649e-05 6.411968e-06 -1.500037e-01 1.625000e+01 0.000000e+00 5.000000e+00
5.797864e-05 6.798382e-06 -1.500037e-01 1.675000e+01 0.000000e+00 5.000000e+00
5.061818e-05 6.508859e-06 -1.500037e-01 1.725000e+01 0.000000e+00 5.000000e+00
3.635514e-05 6.212246e-06 -1.500037e-01 1.775000e+01 0.000000e+00 5.000000e+00
2.690512e-05 6.047564e-06 -1.500037e-01 1.825000e+01 0.000000e+00 5.000000e+00
2.546462e-05 6.083352e-06 -1.500037e-01 1.875000e+01 0.000000e+00 5.000000e+00
2.614171e-05 6.036129e-06 -1.500037e-01 1.925000e+01 0.000000e+00 5.000000e+00
2.404427e-05 5.678694e-06 -1.500037e-01 1.975000e+01 0.000000e+00 5.000000e+00
1.440239e-05 5.620249e-06 -1.500037e-01 2.025000e+01 0.000000e+00 5.000000e+00
4.247146e-06 5.576037e-06 -1.500037e-01 2.075000e+01 0.000000e+00 5.000000e+00
1.044917e-06 5.128067e-06 -1.500037e-01 2.125000e+01 0.000000e+00 5.000000e+00
1.514213e-06 5.006996e-06 -1.500037e-01 2.175000e+01 0.000000e+00 5.000000e+00
5.633517e-06 5.382613e-06 -1.500037e-01 2.225000e+01 0.000000e+00 5.000000e+00
1.359906e-05 6.072194e-06 -1.500037e-01 2.275000e+01 0.000000e+00 5.000000e+00
1.645996e-05 6.993317e-06 -1.500037e-01 2.325000e+01 0.000000e+00 5.000000e+00
6.979787e-06 6.958917e-06 -1.500037e-01 2.375000e+01 0.000000e+00 5.000000e+00
-9.808703e-06 6.727346e-06 -1.500037e-01 2.425000e+01 0.000000e+00 5.000000e+00
-2.752436e-05 7.095645e-06 -1.500037e-01 2.475000e+01 0.000000e+00 5.000000e+00
5.932394e-03 9.332278e-05 -5.000377e-02 2.500000e-01 0.000000e+00 5.000000e+00
3.903663e-03 6.133618e-05 -5.000377e-02 7.500000e-01 0.000000e+00 5.000000e+00
1.943493e-03 3.407555e-05 -5.000377e-02 1.250000e+00 0.000000e+00 5.000000e+00
5.172250e-04 1.680108e-05 -5.000377e-02 1.750000e+00 0.000000e+00 5.000000e+00
9.021784e-05 1.076533e-05 -5.000377e-02 2.250000e+00 0.000000e+00 5.000000e+00
4.266553e-05 9.365702e-06 -5.000377e-02 2.750000e+00 0.000000e+00 5.000000e+00
3.059937e-05 8.292251e-06 -5.000377e-02 3.250000e+00 0.000000e+00 5.000000e+00
2.961239e-05 7.597522e-06 -5.000377e-02 3.750000e+00 0.000000e+00 5.000000e+00
3.880645e-05 7.620065e-06 -5.000377e-02 4.250000e+00 0.000000e+00 5.000000e+00
5.127609e-05 7.538046e-06 -5.000377e-02 4.750000e+00 0.000000e+00 5.000000e+00
5.800384e-05 7.007258e-06 -5.000377e-02 5.250000e+00 0.000000e+00 5.000000e+00
5.240361e-05 6.632366e-06 -5.000377e-02 5.750000e+00 0.000000e+00 5.000000e+00
4.153635e-05 6.703714e-06 -5.000377e-02 6.250000e+00 0.000000e+00 5.000000e+00
3.588524e-05 6.791456e-06 -5.000377e-02 6.750000e+00 0.000000e+00 5.000000e+00
3.375198e-05 6.611494e-06 -5.000377e-02 7.250000e+00 0.000000e+00 5.000000e+00
3.190192e-05 6.688619e-06 -5.000377e-02 7.750000e+00 0.000000e+00 5.000000e+00
2.907236e-05 6.519771e-06 -5.000377e-02 8.250000e+00 0.000000e+00 5.000000e+00
3.136259e-05 6.567395e-06 -5.000377e-02 8.750000e+00 0.000000e+00 5.000000e+00
3.541192e-05 7.020889e-06 -5.000377e-02 9.250000e+00 0.000000e+00 5.000000e+00
3.432637e-05 7.304968e-06 -5.000377e-02 9.750000e+00 0.000000e+00 5.000000e+00
2.436284e-05 6.683403e-06 -5.000377e-02 1.025000e+01 0.000000e+00 5.000000e+00
2.009969e-05 5.947959e-06 -5.000377e-02 1.075000e+01 0.000000e+00 5.000000e+00
2.797310e-05 5.767406e-06 -5.000377e-02 1.125000e+01 0.000000e+00 5.000000e+00
4.223823e-05 6.279528e-06 -5.000377e-02 1.175000e+01 0.000000e+00 5.000000e+00
5.304034e-05 6.799180e-06 -5.000377e-02 1.225000e+01 0.000000e+00 5.000000e+00
5.867274e-05 6.769612e-06 -5.000377e-02 1.275000e+01 0.000000e+00 5.000000e+00
6.449869e-05 6.867866e-06 -5.000377e-02 1.325000e+01 0.000000e+00 5.000000e+00
6.848706e-05 6.946605e-06 -5.000377e-02 1.375000e+01 0.000000e+00 5.000000e+00
6.175407e-05 6.363575e-06 -5.000377e-02 1.425000e+01 0.000000e+00 5.000000e+00
4.376224e-05 5.561943e-06 -5.000377e-02 1.475000e+01 0.000000e+00 5.000000e+00
3.032545e-05 5.242859e-06 -5.000377e-02 1.525000e+01 0.000000e+00 5.000000e+00
3.371701e-05 5.445435e-06 -5.000377e-02 1.575000e+01 0.000000e+00 5.000000e+00
4.701395e-05 6.238649e-06 -5.000377e-02 1.625000e+01 0.000000e+00 5.000000e+00
5.538465e-05 6.776088e-06 -5.000377e-02 1.675000e+01 0.000000e+00 5.000000e+00
5.208276e-05 6.651396e-06 -5.000377e-02 1.725000e+01 0.000000e+00 5.000000e+00
3.800246e-05 6.306453e-06 -5.000377e-02 1.775000e+01 0.000000e+00 5.000000e+00
2.818408e-05 6.054458e-06 -5.000377e-02 1.825000e+01 0.000000e+00 5.000000e+00
2.625595e-05 6.161123e-06 -5.000377e-02 1.875000e+01 0.000000e+00 5.000000e+00
2.830466e-05 6.264561e-06 -5.000377e-02 1.925000e+01 0.000000e+00 5.000000e+00
2.707900e-05 5.898791e-06 -5.000377e-02 1.975000e+01 0.000000e+00 5.000000e+00
1.733963e-05 5.800401e-06 -5.000377e-02 2.025000e+01 0.000000e+00 5.000000e+00
5.512793e-06 5.541065e-06 -5.000377e-02 2.075000e+01 0.000000e+00 5.000000e+00
4.209874e-07 4.903169e-06 -5.000377e-02 2.125000e+01 0.000000e+00 5.000000e+00
-4.519889e-07 4.708599e-06 -5.000377e-02 2.175000e+01 0.000000e+00 5.000000e+00
3.586030e-06 5.033714e-06 -5.000377e-02 2.225000e+01 0.000000e+00 5.000000e+00
1.096902e-05 5.831710e-06 -5.000377e-02 2.275000e+01 0.000000e+00 5.000000e+00
1.282463e-05 6.745515e-06 -5.000377e-02 2.325000e+01 0.000000e+00 5.000000e+00
3.997410e-06 6.931691e-06 -5.000377e-02 2.375000e+01 0.000000e+00 5.000000e+00
-1.102062e-05 7.027179e-06 -5.000377e-02 2.425000e+01 0.000000e+00 5.000000e+00
-2.747620e-05 7.069897e-06 -5.000377e-02 2.475000e+01 0.000000e+00 5.000000e+00
5.932392e-03 9.332275e-05 4.999614e-02 2.500000e-01 0.000000e+00 5.000000e+00
3.903661e-03 6.133616e-05 4.999614e-02 7.500000e-01 0.000000e+00 5.000000e+00
1.943493e-03 3.407554e-05 4.999614e-02 1.250000e+00 0.000000e+00 5.000000e+00
5.172248e-04 1.680107e-05 4.999614e-02 1.750000e+00 0.000000e+00 5.000000e+00
9.021781e-05 1.076533e-05 4.999614e-02 2.250000e+00 0.000000e+00 5.000000e+00
4.266551e-05 9.365699e-06 4.999614e-02 2.750000e+00 0.000000e+00 5.000000e+00
3.059936e-05 8.292248e-06 4.999614e-02 3.250000e+00 0.000000e+00 5.000000e+00
2.961238e-05 7.597519e-06 4.999614e-02 3.750000e+00 0.000000e+00 5.000000e+00
3.880644e-05 7.620062e-06 4.999614e-02 4.250000e+00 0.000000e+00 5.000000e+00
5.127607e-05 7.538043e-06 4.999614e-02 4.750000e+00 0.000000e+00 5.000000e+00
5.800382e-05 7.007256e-06 4.999614e-02 5.250000e+00 0.000000e+00 5.000000e+00
5.240359e-05 6.632364e-06 4.999614e-02 5.750000e+00 0.000000e+00 5.000000e+00
4.153634e-05 6.703712e-06 4.999614e-02 6.250000e+00 0.000000e+00 5.000000e+00
3.588523e-05 6.791454e-06 4.999614e-02 6.750000e+00 0.000000e+00 5.000000e+00
3.375197e-05 6.611492e-06 4.999614e-02 7.250000e+00 0.000000e+00 5.000000e+00
3.190191e-05 6.688617e-06 4.999614e-02 7.750000e+00 0.000000e+00 5.000000e+00
2.907235e-05 6.519768e-06 4.999614e-02 8.250000e+00 0.000000e+00 5.000000e+00
3.136258e-05 6.567393e-06 4.999614e-02 8.750000e+00 0.000000e+00 5.000000e+00
3.541191e-05 7.020887e-06 4.999614e-02 9.250000e+00 0.000000e+00 5.000000e+00
3.432636e-05 7.304965e-06 4.999614e-02 9.750000e+00 0.000000e+00 5.000000e+00
2.436283e-05 6.683400e-06 4.999614e-02 1.025000e+01 0.000000e+00 5.000000e+00
2.009968e-05 5.947957e-06 4.999614e-02 1.075000e+01 0.000000e+00 5.000000e+00
2.797309e-05 5.767404e-06 4.999614e-02 1.125000e+01 0.000000e+00 5.000000e+00
4.223822e-05 6.279526e-06 4.999614e-02 1.175000e+01 0.000000e+00 5.000000e+00
5.304032e-05 6.799177e-06 4.999614e-02 1.225000e+01 0.000000e+00 5.000000e+00
5.867272e-05 6.769609e-06 4.999614e-02 1.275000e+01 0.000000e+00 5.000000e+00
6.449867e-05 6.867863e-06 4.999614e-02 1.325000e+01 0.000000e+00 5.000000e+00
6.848704e-05 6.946603e-06 4.999614e-02 1.375000e+01 0.000000e+00 5.000000e+00
6.175405e-05 6.363573e-06 4.999614e-02 1.425000e+01 0.000000e+00 5.000000e+00
4.376223e-05 5.561941e-06 4.999614e-02 1.475000e+01 0.000000e+00 5.000000e+00
3.032544e-05 5.242858e-06 4.999614e-02 1.525000e+01 0.000000e+00 5.000000e+00
3.371700e-05 5.445433e-06 4.999614e-02 1.575000e+01 0.000000e+00 5.000000e+00
4.701394e-05 6.238647e-06 4.999614e-02 1.625000e+01 0.000000e+00 5.000000e+00
5.538463e-05 6.776086e-06 4.999614e-02 1.675000e+01 0.000000e+00 5.000000e+00
5.208274e-05 6.651394e-06 4.999614e-02 1.725000e+01 0.000000e+00 5.000000e+00
3.800245e-05 6.306451e-06 4.999614e-02 1.775000e+01 0.000000e+00 5.000000e+00
2.818407e-05 6.054456e-06 4.999614e-02 1.825000e+01 0.000000e+00 5.000000e+00
2.625594e-05 6.161121e-06 4.999614e-02 1.875000e+01 0.000000e+00 5.000000e+00
2.830466e-05 6.264559e-06 4.999614e-02 1.925000e+01 0.000000e+00 5.000000e+00
2.707899e-05 5.898789e-06 4.999614e-02 1.975000e+01 0.000000e+00 5.000000e+00
1.733962e-05 5.800400e-06 4.999614e-02 2.025000e+01 0.000000e+00 5.000000e+00
5.512791e-06 5.541063e-06 4.999614e-02 2.075000e+01 0.000000e+00 5.000000e+00
4.209872e-07 4.903168e-06 4.999614e-02 2.125000e+01 0.000000e+00 5.000000e+00
-4.519888e-07 4.708598e-06 4.999614e-02 2.175000e+01 0.000000e+00 5.000000e+00
3.586029e-06 5.033712e-06 4.999614e-02 2.225000e+01 0.000000e+00 5.000000e+00
1.096902e-05 5.831708e-06 4.999614e-02 2.275000e+01 0.000000e+00 5.000000e+00
1.282463e-05 6.745513e-06 4.999614e-02 2.325000e+01 0.000000e+00 5.000000e+00
3.997409e-06 6.931689e-06 4.999614e-02 2.375000e+01 0.000000e+00 5.000000e+00
-1.102062e-05 7.027176e-06 4.999614e-02 2.425000e+01 0.000000e+00 5.000000e+00
-2.747619e-05 7.069894e-06 4.999614e-02 2.475000e+01 0.000000e+00 5.000000e+00
4.487082e-03 7.384129e-05 1.499960e-01 2.500000e-01 0.000000e+00 5.000000e+00
2.987814e-03 4.953129e-05 1.499960e-01 7.500000e-01 0.000000e+00 5.000000e+00
1.524136e-03 2.900881e-05 1.499960e-01 1.250000e+00 0.000000e+00 5.000000e+00
4.409456e-04 1.611118e-05 1.499960e-01 1.750000e+00 0.000000e+00 5.000000e+00
9.533932e-05 1.106287e-05 1.499960e-01 2.250000e+00 0.000000e+00 5.000000e+00
4.371978e-05 9.308587e-06 1.499960e-01 2.750000e+00 0.000000e+00 5.000000e+00
3.152933e-05 8.054292e-06 1.499960e-01 3.250000e+00 0.000000e+00 5.000000e+00
3.452942e-05 7.666053e-06 1.499960e-01 3.750000e+00 0.000000e+00 5.000000e+00
4.512812e-05 7.996975e-06 1.499960e-01 4.250000e+00 0.000000e+00 5.000000e+00
5.567728e-05 7.904382e-06 1.499960e-01 4.750000e+00 0.000000e+00 5.000000e+00
5.859600e-05 7.117465e-06 1.499960e-01 5.250000e+00 0.000000e+00 5.000000e+00
5.141344e-05 6.833949e-06 1.499960e-01 5.750000e+00 0.000000e+00 5.000000e+00
4.104825e-05 6.968222e-06 1.499960e-01 6.250000e+00 0.000000e+00 5.000000e+00
3.791763e-05 7.104140e-06 1.499960e-01 6.750000e+00 0.000000e+00 5.000000e+00
3.836139e-05 6.944275e-06 1.499960e-01 7.250000e+00 0.000000e+00 5.000000e+00
3.710981e-05 6.803219e-06 1.499960e-01 7.750000e+00 0.000000e+00 5.000000e+00
3.346114e-05 6.637106e-06 1.499960e-01 8.250000e+00 0.000000e+00 5.000000e+00
3.425316e-05 6.722702e-06 1.499960e-01 8.750000e+00 0.000000e+00 5.000000e+00
3.701711e-05 7.080853e-06 1.499960e-01 9.250000e+00 0.000000e+00 5.000000e+00
3.464423e-05 7.275481e-06 1.499960e-01 9.750000e+00 0.000000e+00 5.000000e+00
2.545041e-05 6.722089e-06 1.499960e-01 1.025000e+01 0.000000e+00 5.000000e+00
2.136514e-05 5.983388e-06 1.499960e-01 1.075000e+01 0.000000e+00 5.000000e+00
2.751923e-05 5.594046e-06 1.499960e-01 1.125000e+01 0.000000e+00 5.000000e+00
3.824368e-05 5.876502e-06 1.499960e-01 1.175000e+01 0.000000e+00 5.000000e+00
4.670649e-05 6.366022e-06 1.499960e-01 1.225000e+01 0.000000e+00 5.000000e+00
5.100799e-05 6.450063e-06 1.499960e-01 1.275000e+01 0.000000e+00 5.000000e+00
5.518107e-05 6.530346e-06 1.499960e-01 1.325000e+01 0.000000e+00 5.000000e+00
5.941648e-05 6.527580e-06 1.499960e-01 1.375000e+01 0.000000e+00 5.000000e+00
5.753626e-05 6.115169e-06 1.499960e-01 1.425000e+01 0.000000e+00 5.000000e+00
4.705903e-05 5.754711e-06 1.499960e-01 1.475000e+01 0.000000e+00 5.000000e+00
3.885639e-05 5.598465e-06 1.499960e-01 1.525000e+01 0.000000e+00 5.000000e+00
4.344095e-05 5.721157e-06 1.499960e-01 1.575000e+01 0.000000e+00 5.000000e+00
5.409645e-05 6.411963e-06 1.499960e-01 1.625000e+01 0.000000e+00 5.000000e+00
5.797860e-05 6.798377e-06 1.499960e-01 1.675000e+01 0.000000e+00 5.000000e+00
5.061814e-05 6.508854e-06 1.499960e-01 1.725000e+01 0.000000e+00 5.000000e+00
3.635512e-05 6.212241e-06 1.499960e-01 1.775000e+01 0.000000e+00 5.000000e+00
2.690510e-05 6.047560e-06 1.499960e-01 1.825000e+01 0.000000e+00 5.000000e+00
2.546460e-05 6.083347e-06 1.499960e-01 1.875000e+01 0.000000e+00 5.000000e+00
2.614169e-05 6.036125e-06 1.499960e-01 1.925000e+01 0.000000e+00 5.000000e+00
2.404425e-05 5.678690e-06 1.499960e-01 1.975000e+01 0.000000e+00 5.000000e+00
1.440238e-05 5.620245e-06 1.499960e-01 2.025000e+01 0.000000e+00 5.000000e+00
4.247143e-06 5.576033e-06 1.499960e-01 2.075000e+01 0.000000e+00 5.000000e+00
1.044916e-06 5.128063e-06 1.499960e-01 2.125000e+01 0.000000e+00 5.000000e+00
1.514212e-06 5.006992e-06 1.499960e-01 2.175000e+01 0.000000e+00 5.000000e+00
5.633512e-06 5.382610e-06 1.499960e-01 2.225000e+01 0.000000e+00 5.000000e+00
1.359905e-05 6.072189e-06 1.499960e-01 2.275000e+01 0.000000e+00 5.000000e+00
1.645994e-05 6.993312e-06 1.499960e-01 2.325000e+01 0.000000e+00 5.000000e+00
6.979782e-06 6.958911e-06 1.499960e-01 2.375000e+01 0.000000e+00 5.000000e+00
-9.808695e-06 6.727341e-06 1.499960e-01 2.425000e+01 0.000000e+00 5.000000e+00
-2.752434e-05 7.095640e-06 1.499960e-01 2.475000e+01 0.000000e+00 5.000000e+00
2.995651e-03 6.019223e-05 2.499959e-01 2.500000e-01 0.000000e+00 5.000000e+00
2.030449e-03 4.120670e-05 2.499959e-01 7.500000e-01 0.000000e+00 5.000000e+00
1.074042e-03 2.529412e-05 2.499959e-01 1.250000e+00 0.000000e+00 5.000000e+00
3.451173e-04 1.523780e-05 2.499959e-01 1.750000e+00 0.000000e+00 5.000000e+00
9.119008e-05 1.091592e-05 2.499959e-01 2.250000e+00 0.000000e+00 5.000000e+00
4.039304e-05 9.109400e-06 2.499959e-01 2.750000e+00 0.000000e+00 5.000000e+00
3.069783e-05 8.086038e-06 2.499959e-01 3.250000e+00 0.000000e+00 5.000000e+00
3.758191e-05 8.021953e-06 2.499959e-01 3.750000e+00 0.000000e+00 5.000000e+00
4.953053e-05 8.251035e-06 2.499959e-01 4.250000e+00 0.000000e+00 5.000000e+00
5.799185e-05 7.979372e-06 2.499959e-01 4.750000e+00 0.000000e+00 5.000000e+00
5.831489e-05 7.192395e-06 2.499959e-01 5.250000e+00 0.000000e+00 5.000000e+00
5.005883e-05 6.915677e-06 2.499959e-01 5.750000e+00 0.000000e+00 5.000000e+00
4.045047e-05 6.847343e-06 2.499959e-01 6.250000e+00 0.000000e+00 5.000000e+00
4.112142e-05 7.013713e-06 2.499959e-01 6.750000e+00 0.000000e+00 5.000000e+00
4.748970e-05 7.242347e-06 2.499959e-01 7.250000e+00 0.000000e+00 5.000000e+00
4.837516e-05 7.320277e-06 2.499959e-01 7.750000e+00 0.000000e+00 5.000000e+00
4.179674e-05 7.078353e-06 2.499959e-01 8.250000e+00 0.000000e+00 5.000000e+00
3.621583e-05 6.868005e-06 2.499959e-01 8.750000e+00 0.000000e+00 5.000000e+00
3.466573e-05 6.933854e-06 2.499959e-01 9.250000e+00 0.000000e+00 5.000000e+00
3.159399e-05 6.885656e-06 2.499959e-01 9.750000e+00 0.000000e+00 5.000000e+00
2.566721e-05 6.500678e-06 2.499959e-01 1.025000e+01 0.000000e+00 5.000000e+00
2.424061e-05 6.257664e-06 2.499959e-01 1.075000e+01 0.000000e+00 5.000000e+00
3.026284e-05 5.859974e-06 2.499959e-01 1.125000e+01 0.000000e+00 5.000000e+00
3.722666e-05 5.633468e-06 2.499959e-01 1.175000e+01 0.000000e+00 5.000000e+00
4.205757e-05 6.065061e-06 2.499959e-01 1.225000e+01 0.000000e+00 5.000000e+00
4.273743e-05 6.231680e-06 2.499959e-01 1.275000e+01 0.000000e+00 5.000000e+00
4.435864e-05 6.127289e-06 2.499959e-01 1.325000e+01 0.000000e+00 5.000000e+00
4.907242e-05 5.918477e-06 2.499959e-01 1.375000e+01 0.000000e+00 5.000000e+00
5.298961e-05 5.772385e-06 2.499959e-01 1.425000e+01 0.000000e+00 5.000000e+00
5.125987e-05 5.970041e-06 2.499959e-01 1.475000e+01 0.000000e+00 5.000000e+00
4.906614e-05 6.033279e-06 2.499959e-01 1.525000e+01 0.000000e+00 5.000000e+00
