# Intensity Error [H,H,0] DeltaE [0,0,L] [-H,H,0]
#  shape: 80x50x1x1
3.091333e-05 6.390967e-06 -2.050002e+00 7.250000e+00 0.000000e+00 5.000000e+00
3.699462e-05 6.538537e-06 -2.050002e+00 7.750000e+00 0.000000e+00 5.000000e+00
4.062774e-05 6.447190e-06 -2.050002e+00 8.250000e+00 0.000000e+00 5.000000e+00
5.024269e-05 6.323336e-06 -2.050002e+00 8.750000e+00 0.000000e+00 5.000000e+00
5.750650e-05 6.327119e-06 -2.050002e+00 9.250000e+00 0.000000e+00 5.000000e+00
6.210681e-05 5.985041e-06 -2.050002e+00 9.750000e+00 0.000000e+00 5.000000e+00
5.915512e-05 5.580592e-06 -2.050002e+00 1.025000e+01 0.000000e+00 5.000000e+00
5.836004e-05 5.521639e-06 -2.050002e+00 1.075000e+01 0.000000e+00 5.000000e+00
5.843936e-05 5.727535e-06 -2.050002e+00 1.125000e+01 0.000000e+00 5.000000e+00
6.060204e-05 5.921501e-06 -2.050002e+00 1.175000e+01 0.000000e+00 5.000000e+00
6.289366e-05 5.703159e-06 -2.050002e+00 1.225000e+01 0.000000e+00 5.000000e+00
7.007738e-05 5.573167e-06 -2.050002e+00 1.275000e+01 0.000000e+00 5.000000e+00
7.140855e-05 5.626963e-06 -2.050002e+00 1.325000e+01 0.000000e+00 5.000000e+00
6.238359e-05 5.546692e-06 -2.050002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.678557e-05 5.276499e-06 -2.050002e+00 1.425000e+01 0.000000e+00 5.000000e+00
3.947418e-05 5.183277e-06 -2.050002e+00 1.475000e+01 0.000000e+00 5.000000e+00
4.245296e-05 5.157184e-06 -2.050002e+00 1.525000e+01 0.000000e+00 5.000000e+00
4.915257e-05 5.117204e-06 -2.050002e+00 1.575000e+01 0.000000e+00 5.000000e+00
4.871013e-05 5.162739e-06 -2.050002e+00 1.625000e+01 0.000000e+00 5.000000e+00
4.204610e-05 5.022417e-06 -2.050002e+00 1.675000e+01 0.000000e+00 5.000000e+00
3.521291e-05 4.935451e-06 -2.050002e+00 1.725000e+01 0.000000e+00 5.000000e+00
3.193817e-05 4.943866e-06 -2.050002e+00 1.775000e+01 0.000000e+00 5.000000e+00
3.411113e-05 4.678785e-06 -2.050002e+00 1.825000e+01 0.000000e+00 5.000000e+00
4.052027e-05 4.502060e-06 -2.050002e+00 1.875000e+01 0.000000e+00 5.000000e+00
4.416465e-05 4.607805e-06 -2.050002e+00 1.925000e+01 0.000000e+00 5.000000e+00
4.031436e-05 4.688790e-06 -2.050002e+00 1.975000e+01 0.000000e+00 5.000000e+00
2.776836e-05 4.815628e-06 -2.050002e+00 2.025000e+01 0.000000e+00 5.000000e+00
1.285427e-05 4.884995e-06 -2.050002e+00 2.075000e+01 0.000000e+00 5.000000e+00
2.539626e-06 4.812077e-06 -2.050002e+00 2.125000e+01 0.000000e+00 5.000000e+00
2.828340e-06 4.771435e-06 -2.050002e+00 2.175000e+01 0.000000e+00 5.000000e+00
1.127861e-05 4.844943e-06 -2.050002e+00 2.225000e+01 0.000000e+00 5.000000e+00
2.393285e-05 5.172277e-06 -2.050002e+00 2.275000e+01 0.000000e+00 5.000000e+00
2.929320e-05 5.310008e-06 -2.050002e+00 2.325000e+01 0.000000e+00 5.000000e+00
2.218623e-05 5.148551e-06 -2.050002e+00 2.375000e+01 0.000000e+00 5.000000e+00
7.999865e-06 5.494185e-06 -2.050002e+00 2.425000e+01 0.000000e+00 5.000000e+00
-5.376390e-06 6.590157e-06 -2.050002e+00 2.475000e+01 0.000000e+00 5.000000e+00
6.701419e-03 7.763459e-05 -1.950002e+00 2.500000e-01 0.000000e+00 5.000000e+00
4.594630e-03 5.305221e-05 -1.950002e+00 7.500000e-01 0.000000e+00 5.000000e+00
2.422254e-03 3.134712e-05 -1.950002e+00 1.250000e+00 0.000000e+00 5.000000e+00
7.129506e-04 1.630928e-05 -1.950002e+00 1.750000e+00 0.000000e+00 5.000000e+00
1.084457e-04 9.528402e-06 -1.950002e+00 2.250000e+00 0.000000e+00 5.000000e+00
2.396818e-05 7.733001e-06 -1.950002e+00 2.750000e+00 0.000000e+00 5.000000e+00
1.439757e-05 7.274422e-06 -1.950002e+00 3.250000e+00 0.000000e+00 5.000000e+00
1.938443e-05 6.867816e-06 -1.950002e+00 3.750000e+00 0.000000e+00 5.000000e+00
2.244052e-05 6.165210e-06 -1.950002e+00 4.250000e+00 0.000000e+00 5.000000e+00
2.239704e-05 5.947688e-06 -1.950002e+00 4.750000e+00 0.000000e+00 5.000000e+00
1.794648e-05 5.713956e-06 -1.950002e+00 5.250000e+00 0.000000e+00 5.000000e+00
1.685268e-05 5.355578e-06 -1.950002e+00 5.750000e+00 0.000000e+00 5.000000e+00
1.791189e-05 5.425487e-06 -1.950002e+00 6.250000e+00 0.000000e+00 5.000000e+00
2.494183e-05 5.872370e-06 -1.950002e+00 6.750000e+00 0.000000e+00 5.000000e+00
2.831358e-05 6.074257e-06 -1.950002e+00 7.250000e+00 0.000000e+00 5.000000e+00
3.209258e-05 6.129397e-06 -1.950002e+00 7.750000e+00 0.000000e+00 5.000000e+00
3.845802e-05 6.140057e-06 -1.950002e+00 8.250000e+00 0.000000e+00 5.000000e+00
5.153588e-05 6.232908e-06 -1.950002e+00 8.750000e+00 0.000000e+00 5.000000e+00
6.077468e-05 6.313874e-06 -1.950002e+00 9.250000e+00 0.000000e+00 5.000000e+00
6.566521e-05 6.006901e-06 -1.950002e+00 9.750000e+00 0.000000e+00 5.000000e+00
6.379552e-05 5.715426e-06 -1.950002e+00 1.025000e+01 0.000000e+00 5.000000e+00
6.259411e-05 5.656226e-06 -1.950002e+00 1.075000e+01 0.000000e+00 5.000000e+00
5.928499e-05 5.617236e-06 -1.950002e+00 1.125000e+01 0.000000e+00 5.000000e+00
5.710695e-05 5.620612e-06 -1.950002e+00 1.175000e+01 0.000000e+00 5.000000e+00
5.754764e-05 5.535485e-06 -1.950002e+00 1.225000e+01 0.000000e+00 5.000000e+00
6.536145e-05 5.549562e-06 -1.950002e+00 1.275000e+01 0.000000e+00 5.000000e+00
7.022156e-05 5.662738e-06 -1.950002e+00 1.325000e+01 0.000000e+00 5.000000e+00
6.369069e-05 5.671006e-06 -1.950002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.968517e-05 5.339605e-06 -1.950002e+00 1.425000e+01 0.000000e+00 5.000000e+00
4.217352e-05 5.056824e-06 -1.950002e+00 1.475000e+01 0.000000e+00 5.000000e+00
4.523326e-05 5.124982e-06 -1.950002e+00 1.525000e+01 0.000000e+00 5.000000e+00
5.282201e-05 5.126673e-06 -1.950002e+00 1.575000e+01 0.000000e+00 5.000000e+00
5.335757e-05 5.144530e-06 -1.950002e+00 1.625000e+01 0.000000e+00 5.000000e+00
4.325353e-05 5.085514e-06 -1.950002e+00 1.675000e+01 0.000000e+00 5.000000e+00
3.146538e-05 4.912645e-06 -1.950002e+00 1.725000e+01 0.000000e+00 5.000000e+00
2.455833e-05 4.805668e-06 -1.950002e+00 1.775000e+01 0.000000e+00 5.000000e+00
2.720102e-05 4.584055e-06 -1.950002e+00 1.825000e+01 0.000000e+00 5.000000e+00
3.666430e-05 4.399537e-06 -1.950002e+00 1.875000e+01 0.000000e+00 5.000000e+00
4.144626e-05 4.384658e-06 -1.950002e+00 1.925000e+01 0.000000e+00 5.000000e+00
3.574441e-05 4.474646e-06 -1.950002e+00 1.975000e+01 0.000000e+00 5.000000e+00
2.247513e-05 4.642720e-06 -1.950002e+00 2.025000e+01 0.000000e+00 5.000000e+00
9.783539e-06 4.766907e-06 -1.950002e+00 2.075000e+01 0.000000e+00 5.000000e+00
3.220379e-06 4.783459e-06 -1.950002e+00 2.125000e+01 0.000000e+00 5.000000e+00
7.368203e-06 4.708296e-06 -1.950002e+00 2.175000e+01 0.000000e+00 5.000000e+00
1.702009e-05 4.780849e-06 -1.950002e+00 2.225000e+01 0.000000e+00 5.000000e+00
2.862451e-05 5.208580e-06 -1.950002e+00 2.275000e+01 0.000000e+00 5.000000e+00
3.186039e-05 5.373868e-06 -1.950002e+00 2.325000e+01 0.000000e+00 5.000000e+00
2.341817e-05 5.366176e-06 -1.950002e+00 2.375000e+01 0.000000e+00 5.000000e+00
8.562577e-06 5.946162e-06 -1.950002e+00 2.425000e+01 0.000000e+00 5.000000e+00
-4.208031e-06 7.250173e-06 -1.950002e+00 2.475000e+01 0.000000e+00 5.000000e+00
7.356263e-03 7.797288e-05 -1.850002e+00 2.500000e-01 0.000000e+00 5.000000e+00
5.017348e-03 5.308395e-05 -1.850002e+00 7.500000e-01 0.000000e+00 5.000000e+00
2.628487e-03 3.112693e-05 -1.850002e+00 1.250000e+00 0.000000e+00 5.000000e+00
7.630630e-04 1.596424e-05 -1.850002e+00 1.750000e+00 0.000000e+00 5.000000e+00
1.191763e-04 9.121980e-06 -1.850002e+00 2.250000e+00 0.000000e+00 5.000000e+00
3.093122e-05 7.283764e-06 -1.850002e+00 2.750000e+00 0.000000e+00 5.000000e+00
2.009355e-05 6.941294e-06 -1.850002e+00 3.250000e+00 0.000000e+00 5.000000e+00
2.388820e-05 6.736427e-06 -1.850002e+00 3.750000e+00 0.000000e+00 5.000000e+00
2.655914e-05 6.273569e-06 -1.850002e+00 4.250000e+00 0.000000e+00 5.000000e+00
2.709491e-05 6.141767e-06 -1.850002e+00 4.750000e+00 0.000000e+00 5.000000e+00
2.465827e-05 6.093961e-06 -1.850002e+00 5.250000e+00 0.000000e+00 5.000000e+00
2.426873e-05 5.781944e-06 -1.850002e+00 5.750000e+00 0.000000e+00 5.000000e+00
2.551773e-05 5.649435e-06 -1.850002e+00 6.250000e+00 0.000000e+00 5.000000e+00
3.097314e-05 5.900736e-06 -1.850002e+00 6.750000e+00 0.000000e+00 5.000000e+00
3.397783e-05 6.033332e-06 -1.850002e+00 7.250000e+00 0.000000e+00 5.000000e+00
3.797544e-05 6.046909e-06 -1.850002e+00 7.750000e+00 0.000000e+00 5.000000e+00
4.483161e-05 6.068708e-06 -1.850002e+00 8.250000e+00 0.000000e+00 5.000000e+00
5.556103e-05 6.295684e-06 -1.850002e+00 8.750000e+00 0.000000e+00 5.000000e+00
6.150775e-05 6.373880e-06 -1.850002e+00 9.250000e+00 0.000000e+00 5.000000e+00
6.286581e-05 6.071215e-06 -1.850002e+00 9.750000e+00 0.000000e+00 5.000000e+00
6.138116e-05 5.755256e-06 -1.850002e+00 1.025000e+01 0.000000e+00 5.000000e+00
5.953211e-05 5.580879e-06 -1.850002e+00 1.075000e+01 0.000000e+00 5.000000e+00
5.398618e-05 5.447538e-06 -1.850002e+00 1.125000e+01 0.000000e+00 5.000000e+00
4.750465e-05 5.192655e-06 -1.850002e+00 1.175000e+01 0.000000e+00 5.000000e+00
4.653548e-05 5.038759e-06 -1.850002e+00 1.225000e+01 0.000000e+00 5.000000e+00
5.467723e-05 5.145907e-06 -1.850002e+00 1.275000e+01 0.000000e+00 5.000000e+00
6.310951e-05 5.401678e-06 -1.850002e+00 1.325000e+01 0.000000e+00 5.000000e+00
5.933484e-05 5.528675e-06 -1.850002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.863597e-05 5.312432e-06 -1.850002e+00 1.425000e+01 0.000000e+00 5.000000e+00
4.294731e-05 5.051766e-06 -1.850002e+00 1.475000e+01 0.000000e+00 5.000000e+00
4.706988e-05 5.208757e-06 -1.850002e+00 1.525000e+01 0.000000e+00 5.000000e+00
5.352979e-05 5.258464e-06 -1.850002e+00 1.575000e+01 0.000000e+00 5.000000e+00
5.224270e-05 5.192527e-06 -1.850002e+00 1.625000e+01 0.000000e+00 5.000000e+00
3.807350e-05 5.047468e-06 -1.850002e+00 1.675000e+01 0.000000e+00 5.000000e+00
2.464854e-05 4.783486e-06 -1.850002e+00 1.725000e+01 0.000000e+00 5.000000e+00
1.863688e-05 4.726756e-06 -1.850002e+00 1.775000e+01 0.000000e+00 5.000000e+00
2.510032e-05 4.751677e-06 -1.850002e+00 1.825000e+01 0.000000e+00 5.000000e+00
3.712659e-05 4.572888e-06 -1.850002e+00 1.875000e+01 0.000000e+00 5.000000e+00
4.049071e-05 4.469197e-06 -1.850002e+00 1.925000e+01 0.000000e+00 5.000000e+00
2.972544e-05 4.507178e-06 -1.850002e+00 1.975000e+01 0.000000e+00 5.000000e+00
1.465945e-05 4.537490e-06 -1.850002e+00 2.025000e+01 0.000000e+00 5.000000e+00
5.032315e-06 4.670947e-06 -1.850002e+00 2.075000e+01 0.000000e+00 5.000000e+00
4.768485e-06 4.806694e-06 -1.850002e+00 2.125000e+01 0.000000e+00 5.000000e+00
1.358506e-05 4.782671e-06 -1.850002e+00 2.175000e+01 0.000000e+00 5.000000e+00
2.377835e-05 4.888841e-06 -1.850002e+00 2.225000e+01 0.000000e+00 5.000000e+00
3.288001e-05 5.261206e-06 -1.850002e+00 2.275000e+01 0.000000e+00 5.000000e+00
3.307264e-05 5.400706e-06 -1.850002e+00 2.325000e+01 0.000000e+00 5.000000e+00
2.269017e-05 5.403719e-06 -1.850002e+00 2.375000e+01 0.000000e+00 5.000000e+00
7.922386e-06 5.992119e-06 -1.850002e+00 2.425000e+01 0.000000e+00 5.000000e+00
-3.127313e-06 7.374806e-06 -1.850002e+00 2.475000e+01 0.000000e+00 5.000000e+00
7.578129e-03 7.760592e-05 -1.750002e+00 2.500000e-01 0.000000e+00 5.000000e+00
5.152740e-03 5.263863e-05 -1.750002e+00 7.500000e-01 0.000000e+00 5.000000e+00
2.692206e-03 3.084521e-05 -1.750002e+00 1.250000e+00 0.000000e+00 5.000000e+00
7.795811e-04 1.585260e-05 -1.750002e+00 1.750000e+00 0.000000e+00 5.000000e+00
1.290119e-04 9.016404e-06 -1.750002e+00 2.250000e+00 0.000000e+00 5.000000e+00
3.768989e-05 7.144453e-06 -1.750002e+00 2.750000e+00 0.000000e+00 5.000000e+00
2.440844e-05 6.715581e-06 -1.750002e+00 3.250000e+00 0.000000e+00 5.000000e+00
2.495028e-05 6.470878e-06 -1.750002e+00 3.750000e+00 0.000000e+00 5.000000e+00
2.772036e-05 6.202871e-06 -1.750002e+00 4.250000e+00 0.000000e+00 5.000000e+00
3.118613e-05 6.184309e-06 -1.750002e+00 4.750000e+00 0.000000e+00 5.000000e+00
3.340163e-05 6.307172e-06 -1.750002e+00 5.250000e+00 0.000000e+00 5.000000e+00
3.509537e-05 6.174576e-06 -1.750002e+00 5.750000e+00 0.000000e+00 5.000000e+00
3.774943e-05 6.073611e-06 -1.750002e+00 6.250000e+00 0.000000e+00 5.000000e+00
4.302138e-05 6.333677e-06 -1.750002e+00 6.750000e+00 0.000000e+00 5.000000e+00
4.783738e-05 6.501921e-06 -1.750002e+00 7.250000e+00 0.000000e+00 5.000000e+00
5.178674e-05 6.481486e-06 -1.750002e+00 7.750000e+00 0.000000e+00 5.000000e+00
5.568368e-05 6.437149e-06 -1.750002e+00 8.250000e+00 0.000000e+00 5.000000e+00
5.930540e-05 6.507481e-06 -1.750002e+00 8.750000e+00 0.000000e+00 5.000000e+00
5.834051e-05 6.345829e-06 -1.750002e+00 9.250000e+00 0.000000e+00 5.000000e+00
5.377319e-05 5.787863e-06 -1.750002e+00 9.750000e+00 0.000000e+00 5.000000e+00
5.167173e-05 5.367462e-06 -1.750002e+00 1.025000e+01 0.000000e+00 5.000000e+00
5.002972e-05 5.188872e-06 -1.750002e+00 1.075000e+01 0.000000e+00 5.000000e+00
4.480121e-05 5.178247e-06 -1.750002e+00 1.125000e+01 0.000000e+00 5.000000e+00
3.678722e-05 4.925820e-06 -1.750002e+00 1.175000e+01 0.000000e+00 5.000000e+00
3.608001e-05 4.665593e-06 -1.750002e+00 1.225000e+01 0.000000e+00 5.000000e+00
4.492494e-05 4.759204e-06 -1.750002e+00 1.275000e+01 0.000000e+00 5.000000e+00
5.555549e-05 5.100823e-06 -1.750002e+00 1.325000e+01 0.000000e+00 5.000000e+00
5.431143e-05 5.272793e-06 -1.750002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.731446e-05 5.253291e-06 -1.750002e+00 1.425000e+01 0.000000e+00 5.000000e+00
4.394950e-05 5.301985e-06 -1.750002e+00 1.475000e+01 0.000000e+00 5.000000e+00
4.774309e-05 5.427037e-06 -1.750002e+00 1.525000e+01 0.000000e+00 5.000000e+00
4.911252e-05 5.289914e-06 -1.750002e+00 1.575000e+01 0.000000e+00 5.000000e+00
4.325246e-05 4.977272e-06 -1.750002e+00 1.625000e+01 0.000000e+00 5.000000e+00
2.725858e-05 4.662890e-06 -1.750002e+00 1.675000e+01 0.000000e+00 5.000000e+00
1.702714e-05 4.570926e-06 -1.750002e+00 1.725000e+01 0.000000e+00 5.000000e+00
1.515637e-05 4.796160e-06 -1.750002e+00 1.775000e+01 0.000000e+00 5.000000e+00
2.561391e-05 5.079790e-06 -1.750002e+00 1.825000e+01 0.000000e+00 5.000000e+00
3.838158e-05 4.999067e-06 -1.750002e+00 1.875000e+01 0.000000e+00 5.000000e+00
4.032310e-05 4.812588e-06 -1.750002e+00 1.925000e+01 0.000000e+00 5.000000e+00
2.624966e-05 4.612264e-06 -1.750002e+00 1.975000e+01 0.000000e+00 5.000000e+00
1.001521e-05 4.442088e-06 -1.750002e+00 2.025000e+01 0.000000e+00 5.000000e+00
3.115663e-06 4.509562e-06 -1.750002e+00 2.075000e+01 0.000000e+00 5.000000e+00
7.784563e-06 4.695640e-06 -1.750002e+00 2.125000e+01 0.000000e+00 5.000000e+00
1.789015e-05 4.854505e-06 -1.750002e+00 2.175000e+01 0.000000e+00 5.000000e+00
2.509453e-05 4.955185e-06 -1.750002e+00 2.225000e+01 0.000000e+00 5.000000e+00
3.025541e-05 5.081850e-06 -1.750002e+00 2.275000e+01 0.000000e+00 5.000000e+00
2.846291e-05 5.249000e-06 -1.750002e+00 2.325000e+01 0.000000e+00 5.000000e+00
1.814656e-05 5.234145e-06 -1.750002e+00 2.375000e+01 0.000000e+00 5.000000e+00
4.415482e-06 5.758960e-06 -1.750002e+00 2.425000e+01 0.000000e+00 5.000000e+00
-5.705626e-06 7.371845e-06 -1.750002e+00 2.475000e+01 0.000000e+00 5.000000e+00
8.007895e-03 7.922487e-05 -1.650002e+00 2.500000e-01 0.000000e+00 5.000000e+00
5.434618e-03 5.357924e-05 -1.650002e+00 7.500000e-01 0.000000e+00 5.000000e+00
2.831042e-03 3.125448e-05 -1.650002e+00 1.250000e+00 0.000000e+00 5.000000e+00
8.146557e-04 1.587727e-05 -1.650002e+00 1.750000e+00 0.000000e+00 5.000000e+00
1.366859e-04 8.978024e-06 -1.650002e+00 2.250000e+00 0.000000e+00 5.000000e+00
4.357955e-05 7.335895e-06 -1.650002e+00 2.750000e+00 0.000000e+00 5.000000e+00
2.825738e-05 6.836746e-06 -1.650002e+00 3.250000e+00 0.000000e+00 5.000000e+00
2.528676e-05 6.299338e-06 -1.650002e+00 3.750000e+00 0.000000e+00 5.000000e+00
2.915337e-05 6.065219e-06 -1.650002e+00 4.250000e+00 0.000000e+00 5.000000e+00
3.564558e-05 6.140613e-06 -1.650002e+00 4.750000e+00 0.000000e+00 5.000000e+00
4.192956e-05 6.301266e-06 -1.650002e+00 5.250000e+00 0.000000e+00 5.000000e+00
4.705670e-05 6.323728e-06 -1.650002e+00 5.750000e+00 0.000000e+00 5.000000e+00
5.407437e-05 6.442530e-06 -1.650002e+00 6.250000e+00 0.000000e+00 5.000000e+00
5.928076e-05 6.816854e-06 -1.650002e+00 6.750000e+00 0.000000e+00 5.000000e+00
6.058455e-05 6.906571e-06 -1.650002e+00 7.250000e+00 0.000000e+00 5.000000e+00
5.759922e-05 6.614404e-06 -1.650002e+00 7.750000e+00 0.000000e+00 5.000000e+00
5.491000e-05 6.378610e-06 -1.650002e+00 8.250000e+00 0.000000e+00 5.000000e+00
5.254956e-05 6.164547e-06 -1.650002e+00 8.750000e+00 0.000000e+00 5.000000e+00
4.830773e-05 5.800353e-06 -1.650002e+00 9.250000e+00 0.000000e+00 5.000000e+00
4.260558e-05 5.275652e-06 -1.650002e+00 9.750000e+00 0.000000e+00 5.000000e+00
4.294415e-05 4.929987e-06 -1.650002e+00 1.025000e+01 0.000000e+00 5.000000e+00
4.361389e-05 4.911954e-06 -1.650002e+00 1.075000e+01 0.000000e+00 5.000000e+00
3.897296e-05 5.087958e-06 -1.650002e+00 1.125000e+01 0.000000e+00 5.000000e+00
3.022411e-05 4.893294e-06 -1.650002e+00 1.175000e+01 0.000000e+00 5.000000e+00
2.997795e-05 4.692668e-06 -1.650002e+00 1.225000e+01 0.000000e+00 5.000000e+00
4.100878e-05 4.915428e-06 -1.650002e+00 1.275000e+01 0.000000e+00 5.000000e+00
5.449024e-05 5.292352e-06 -1.650002e+00 1.325000e+01 0.000000e+00 5.000000e+00
5.521289e-05 5.390119e-06 -1.650002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.864427e-05 5.397846e-06 -1.650002e+00 1.425000e+01 0.000000e+00 5.000000e+00
4.403991e-05 5.435436e-06 -1.650002e+00 1.475000e+01 0.000000e+00 5.000000e+00
4.532803e-05 5.353147e-06 -1.650002e+00 1.525000e+01 0.000000e+00 5.000000e+00
4.221273e-05 5.157721e-06 -1.650002e+00 1.575000e+01 0.000000e+00 5.000000e+00
3.374316e-05 4.766153e-06 -1.650002e+00 1.625000e+01 0.000000e+00 5.000000e+00
2.004914e-05 4.499197e-06 -1.650002e+00 1.675000e+01 0.000000e+00 5.000000e+00
1.516832e-05 4.783268e-06 -1.650002e+00 1.725000e+01 0.000000e+00 5.000000e+00
1.641574e-05 5.098120e-06 -1.650002e+00 1.775000e+01 0.000000e+00 5.000000e+00
2.652755e-05 5.245033e-06 -1.650002e+00 1.825000e+01 0.000000e+00 5.000000e+00
3.743451e-05 5.176899e-06 -1.650002e+00 1.875000e+01 0.000000e+00 5.000000e+00
3.911989e-05 5.054700e-06 -1.650002e+00 1.925000e+01 0.000000e+00 5.000000e+00
2.645416e-05 4.816714e-06 -1.650002e+00 1.975000e+01 0.000000e+00 5.000000e+00
1.117390e-05 4.629573e-06 -1.650002e+00 2.025000e+01 0.000000e+00 5.000000e+00
5.846093e-06 4.730498e-06 -1.650002e+00 2.075000e+01 0.000000e+00 5.000000e+00
1.128894e-05 4.942040e-06 -1.650002e+00 2.125000e+01 0.000000e+00 5.000000e+00
1.963687e-05 5.079269e-06 -1.650002e+00 2.175000e+01 0.000000e+00 5.000000e+00
2.304925e-05 5.002034e-06 -1.650002e+00 2.225000e+01 0.000000e+00 5.000000e+00
2.551023e-05 5.060880e-06 -1.650002e+00 2.275000e+01 0.000000e+00 5.000000e+00
2.257746e-05 5.451792e-06 -1.650002e+00 2.325000e+01 0.000000e+00 5.000000e+00
1.310200e-05 5.478948e-06 -1.650002e+00 2.375000e+01 0.000000e+00 5.000000e+00
9.769860e-07 5.974148e-06 -1.650002e+00 2.425000e+01 0.000000e+00 5.000000e+00
-7.643276e-06 7.720385e-06 -1.650002e+00 2.475000e+01 0.000000e+00 5.000000e+00
8.599279e-03 7.956979e-05 -1.550002e+00 2.500000e-01 0.000000e+00 5.000000e+00
5.835066e-03 5.386079e-05 -1.550002e+00 7.500000e-01 0.000000e+00 5.000000e+00
3.031965e-03 3.128485e-05 -1.550002e+00 1.250000e+00 0.000000e+00 5.000000e+00
8.666172e-04 1.570670e-05 -1.550002e+00 1.750000e+00 0.000000e+00 5.000000e+00
1.426098e-04 8.961115e-06 -1.550002e+00 2.250000e+00 0.000000e+00 5.000000e+00
5.173752e-05 7.463038e-06 -1.550002e+00 2.750000e+00 0.000000e+00 5.000000e+00
3.788878e-05 6.905486e-06 -1.550002e+00 3.250000e+00 0.000000e+00 5.000000e+00
3.644502e-05 6.402937e-06 -1.550002e+00 3.750000e+00 0.000000e+00 5.000000e+00
4.402447e-05 6.440453e-06 -1.550002e+00 4.250000e+00 0.000000e+00 5.000000e+00
5.321375e-05 6.574285e-06 -1.550002e+00 4.750000e+00 0.000000e+00 5.000000e+00
6.086824e-05 6.607553e-06 -1.550002e+00 5.250000e+00 0.000000e+00 5.000000e+00
6.825383e-05 6.798760e-06 -1.550002e+00 5.750000e+00 0.000000e+00 5.000000e+00
7.637215e-05 7.058465e-06 -1.550002e+00 6.250000e+00 0.000000e+00 5.000000e+00
7.651963e-05 7.192491e-06 -1.550002e+00 6.750000e+00 0.000000e+00 5.000000e+00
6.699268e-05 6.872527e-06 -1.550002e+00 7.250000e+00 0.000000e+00 5.000000e+00
5.302954e-05 6.194800e-06 -1.550002e+00 7.750000e+00 0.000000e+00 5.000000e+00
4.453581e-05 5.738835e-06 -1.550002e+00 8.250000e+00 0.000000e+00 5.000000e+00
4.242944e-05 5.450423e-06 -1.550002e+00 8.750000e+00 0.000000e+00 5.000000e+00
4.166018e-05 5.275092e-06 -1.550002e+00 9.250000e+00 0.000000e+00 5.000000e+00
4.060098e-05 5.243761e-06 -1.550002e+00 9.750000e+00 0.000000e+00 5.000000e+00
4.392736e-05 5.166549e-06 -1.550002e+00 1.025000e+01 0.000000e+00 5.000000e+00
4.567901e-05 5.192337e-06 -1.550002e+00 1.075000e+01 0.000000e+00 5.000000e+00
3.951273e-05 5.271057e-06 -1.550002e+00 1.125000e+01 0.000000e+00 5.000000e+00
2.879905e-05 4.936525e-06 -1.550002e+00 1.175000e+01 0.000000e+00 5.000000e+00
2.725708e-05 4.734976e-06 -1.550002e+00 1.225000e+01 0.000000e+00 5.000000e+00
4.058282e-05 5.087509e-06 -1.550002e+00 1.275000e+01 0.000000e+00 5.000000e+00
5.782384e-05 5.603751e-06 -1.550002e+00 1.325000e+01 0.000000e+00 5.000000e+00
5.975240e-05 5.799430e-06 -1.550002e+00 1.375000e+01 0.000000e+00 5.000000e+00
4.969798e-05 5.659581e-06 -1.550002e+00 1.425000e+01 0.000000e+00 5.000000e+00
3.959117e-05 5.384928e-06 -1.550002e+00 1.475000e+01 0.000000e+00 5.000000e+00
3.723030e-05 5.229243e-06 -1.550002e+00 1.525000e+01 0.000000e+00 5.000000e+00
3.388124e-05 5.174313e-06 -1.550002e+00 1.575000e+01 0.000000e+00 5.000000e+00
2.748186e-05 4.910283e-06 -1.550002e+00 1.625000e+01 0.000000e+00 5.000000e+00
1.817918e-05 4.771941e-06 -1.550002e+00 1.675000e+01 0.000000e+00 5.000000e+00
1.680902e-05 5.171825e-06 -1.550002e+00 1.725000e+01 0.000000e+00 5.000000e+00
1.858014e-05 5.456258e-06 -1.550002e+00 1.775000e+01 0.000000e+00 5.000000e+00
2.556271e-05 5.435820e-06 -1.550002e+00 1.825000e+01 0.000000e+00 5.000000e+00
3.363730e-05 5.311967e-06 -1.550002e+00 1.875000e+01 0.000000e+00 5.000000e+00
3.539761e-05 5.250804e-06 -1.550002e+00 1.925000e+01 0.000000e+00 5.000000e+00
2.642033e-05 5.097878e-06 -1.550002e+00 1.975000e+01 0.000000e+00 5.000000e+00
1.317030e-05 4.962268e-06 -1.550002e+00 2.025000e+01 0.000000e+00 5.000000e+00
8.129177e-06 5.104465e-06 -1.550002e+00 2.075000e+01 0.000000e+00 5.000000e+00
1.096224e-05 5.266140e-06 -1.550002e+00 2.125000e+01 0.000000e+00 5.000000e+00
1.696598e-05 5.273282e-06 -1.550002e+00 2.175000e+01 0.000000e+00 5.000000e+00
1.835262e-05 5.160406e-06 -1.550002e+00 2.225000e+01 0.000000e+00 5.000000e+00
2.059854e-05 5.385923e-06 -1.550002e+00 2.275000e+01 0.000000e+00 5.000000e+00
1.735195e-05 5.710285e-06 -1.550002e+00 2.325000e+01 0.000000e+00 5.000000e+00
9.367361e-06 5.557236e-06 -1.550002e+00 2.375000e+01 0.000000e+00 5.000000e+00
