# Intensity Error [H,H,H] DeltaE [L,L,-2L] [-H,H,0]
#  shape: 40x50x1x1
6.482951e-05 1.229995e-05 3.149999e+00 9.750000e+00 0.000000e+00 6.000000e+00
6.224639e-05 1.224158e-05 3.149999e+00 1.025000e+01 0.000000e+00 6.000000e+00
6.079525e-05 1.233772e-05 3.149999e+00 1.075000e+01 0.000000e+00 6.000000e+00
6.009772e-05 1.207405e-05 3.149999e+00 1.125000e+01 0.000000e+00 6.000000e+00
5.962542e-05 1.173828e-05 3.149999e+00 1.175000e+01 0.000000e+00 6.000000e+00
6.857596e-05 1.191901e-05 3.149999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.269013e-05 1.276435e-05 3.149999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.150188e-04 1.342054e-05 3.149999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.207570e-04 1.332841e-05 3.149999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.111149e-04 1.282567e-05 3.149999e+00 1.425000e+01 0.000000e+00 6.000000e+00
9.741432e-05 1.267040e-05 3.149999e+00 1.475000e+01 0.000000e+00 6.000000e+00
8.570879e-05 1.284350e-05 3.149999e+00 1.525000e+01 0.000000e+00 6.000000e+00
7.560953e-05 1.296116e-05 3.149999e+00 1.575000e+01 0.000000e+00 6.000000e+00
6.713097e-05 1.308318e-05 3.149999e+00 1.625000e+01 0.000000e+00 6.000000e+00
6.419801e-05 1.316202e-05 3.149999e+00 1.675000e+01 0.000000e+00 6.000000e+00
6.809475e-05 1.385864e-05 3.149999e+00 1.725000e+01 0.000000e+00 6.000000e+00
7.634037e-05 1.476948e-05 3.149999e+00 1.775000e+01 0.000000e+00 6.000000e+00
8.323406e-05 1.527075e-05 3.149999e+00 1.825000e+01 0.000000e+00 6.000000e+00
7.465314e-05 1.545922e-05 3.149999e+00 1.875000e+01 0.000000e+00 6.000000e+00
5.026566e-05 1.488225e-05 3.149999e+00 1.925000e+01 0.000000e+00 6.000000e+00
2.324512e-05 1.380848e-05 3.149999e+00 1.975000e+01 0.000000e+00 6.000000e+00
1.540442e-05 1.273090e-05 3.149999e+00 2.025000e+01 0.000000e+00 6.000000e+00
2.484953e-05 1.190287e-05 3.149999e+00 2.075000e+01 0.000000e+00 6.000000e+00
4.546384e-05 1.151115e-05 3.149999e+00 2.125000e+01 0.000000e+00 6.000000e+00
6.603469e-05 1.122237e-05 3.149999e+00 2.175000e+01 0.000000e+00 6.000000e+00
7.292091e-05 1.079133e-05 3.149999e+00 2.225000e+01 0.000000e+00 6.000000e+00
6.392745e-05 9.993608e-06 3.149999e+00 2.275000e+01 0.000000e+00 6.000000e+00
4.824663e-05 9.146012e-06 3.149999e+00 2.325000e+01 0.000000e+00 6.000000e+00
3.566285e-05 8.907648e-06 3.149999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.850201e-05 9.505490e-06 3.149999e+00 2.425000e+01 0.000000e+00 6.000000e+00
2.339802e-05 1.057826e-05 3.149999e+00 2.475000e+01 0.000000e+00 6.000000e+00
2.114691e-03 7.644790e-05 3.249999e+00 2.500000e-01 0.000000e+00 6.000000e+00
1.499116e-03 5.755939e-05 3.249999e+00 7.500000e-01 0.000000e+00 6.000000e+00
8.103642e-04 4.002778e-05 3.249999e+00 1.250000e+00 0.000000e+00 6.000000e+00
2.554240e-04 2.581781e-05 3.249999e+00 1.750000e+00 0.000000e+00 6.000000e+00
4.622695e-05 1.671385e-05 3.249999e+00 2.250000e+00 0.000000e+00 6.000000e+00
3.686055e-05 1.322841e-05 3.249999e+00 2.750000e+00 0.000000e+00 6.000000e+00
3.543802e-05 1.207741e-05 3.249999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.444636e-05 1.167653e-05 3.249999e+00 3.750000e+00 0.000000e+00 6.000000e+00
3.159421e-05 1.145371e-05 3.249999e+00 4.250000e+00 0.000000e+00 6.000000e+00
3.062747e-05 1.185386e-05 3.249999e+00 4.750000e+00 0.000000e+00 6.000000e+00
2.346848e-05 1.245340e-05 3.249999e+00 5.250000e+00 0.000000e+00 6.000000e+00
1.094076e-05 1.218309e-05 3.249999e+00 5.750000e+00 0.000000e+00 6.000000e+00
5.372509e-06 1.163758e-05 3.249999e+00 6.250000e+00 0.000000e+00 6.000000e+00
1.805122e-05 1.197327e-05 3.249999e+00 6.750000e+00 0.000000e+00 6.000000e+00
4.170071e-05 1.260343e-05 3.249999e+00 7.250000e+00 0.000000e+00 6.000000e+00
5.409982e-05 1.290931e-05 3.249999e+00 7.750000e+00 0.000000e+00 6.000000e+00
5.691937e-05 1.275644e-05 3.249999e+00 8.250000e+00 0.000000e+00 6.000000e+00
5.897959e-05 1.234934e-05 3.249999e+00 8.750000e+00 0.000000e+00 6.000000e+00
5.931502e-05 1.246083e-05 3.249999e+00 9.250000e+00 0.000000e+00 6.000000e+00
5.403459e-05 1.227541e-05 3.249999e+00 9.750000e+00 0.000000e+00 6.000000e+00
4.896389e-05 1.192289e-05 3.249999e+00 1.025000e+01 0.000000e+00 6.000000e+00
5.111450e-05 1.204484e-05 3.249999e+00 1.075000e+01 0.000000e+00 6.000000e+00
5.886649e-05 1.225674e-05 3.249999e+00 1.125000e+01 0.000000e+00 6.000000e+00
6.304771e-05 1.220778e-05 3.249999e+00 1.175000e+01 0.000000e+00 6.000000e+00
6.871979e-05 1.228859e-05 3.249999e+00 1.225000e+01 0.000000e+00 6.000000e+00
8.817910e-05 1.295878e-05 3.249999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.120301e-04 1.363436e-05 3.249999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.212767e-04 1.342921e-05 3.249999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.174965e-04 1.282737e-05 3.249999e+00 1.425000e+01 0.000000e+00 6.000000e+00
1.071572e-04 1.295605e-05 3.249999e+00 1.475000e+01 0.000000e+00 6.000000e+00
9.689802e-05 1.323594e-05 3.249999e+00 1.525000e+01 0.000000e+00 6.000000e+00
8.322915e-05 1.291820e-05 3.249999e+00 1.575000e+01 0.000000e+00 6.000000e+00
7.357145e-05 1.299134e-05 3.249999e+00 1.625000e+01 0.000000e+00 6.000000e+00
7.627357e-05 1.353069e-05 3.249999e+00 1.675000e+01 0.000000e+00 6.000000e+00
8.669905e-05 1.436371e-05 3.249999e+00 1.725000e+01 0.000000e+00 6.000000e+00
8.862086e-05 1.463885e-05 3.249999e+00 1.775000e+01 0.000000e+00 6.000000e+00
7.828178e-05 1.405359e-05 3.249999e+00 1.825000e+01 0.000000e+00 6.000000e+00
5.698061e-05 1.351915e-05 3.249999e+00 1.875000e+01 0.000000e+00 6.000000e+00
3.563968e-05 1.303025e-05 3.249999e+00 1.925000e+01 0.000000e+00 6.000000e+00
2.233266e-05 1.228321e-05 3.249999e+00 1.975000e+01 0.000000e+00 6.000000e+00
2.325311e-05 1.142424e-05 3.249999e+00 2.025000e+01 0.000000e+00 6.000000e+00
3.195778e-05 1.081249e-05 3.249999e+00 2.075000e+01 0.000000e+00 6.000000e+00
4.313786e-05 1.053916e-05 3.249999e+00 2.125000e+01 0.000000e+00 6.000000e+00
5.116091e-05 1.020611e-05 3.249999e+00 2.175000e+01 0.000000e+00 6.000000e+00
5.347325e-05 9.809451e-06 3.249999e+00 2.225000e+01 0.000000e+00 6.000000e+00
4.594542e-05 9.376435e-06 3.249999e+00 2.275000e+01 0.000000e+00 6.000000e+00
3.431410e-05 9.124071e-06 3.249999e+00 2.325000e+01 0.000000e+00 6.000000e+00
2.501896e-05 9.262079e-06 3.249999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.168540e-05 1.025586e-05 3.249999e+00 2.425000e+01 0.000000e+00 6.000000e+00
2.151717e-05 1.197998e-05 3.249999e+00 2.475000e+01 0.000000e+00 6.000000e+00
2.468379e-03 1.062220e-04 3.349999e+00 2.500000e-01 0.000000e+00 6.000000e+00
1.732665e-03 8.346086e-05 3.349999e+00 7.500000e-01 0.000000e+00 6.000000e+00
9.306290e-04 6.135047e-05 3.349999e+00 1.250000e+00 0.000000e+00 6.000000e+00
2.992609e-04 4.032933e-05 3.349999e+00 1.750000e+00 0.000000e+00 6.000000e+00
6.290510e-05 2.315269e-05 3.349999e+00 2.250000e+00 0.000000e+00 6.000000e+00
4.312719e-05 1.495911e-05 3.349999e+00 2.750000e+00 0.000000e+00 6.000000e+00
3.032484e-05 1.305301e-05 3.349999e+00 3.250000e+00 0.000000e+00 6.000000e+00
2.684712e-05 1.268929e-05 3.349999e+00 3.750000e+00 0.000000e+00 6.000000e+00
2.312735e-05 1.245527e-05 3.349999e+00 4.250000e+00 0.000000e+00 6.000000e+00
2.638805e-05 1.259659e-05 3.349999e+00 4.750000e+00 0.000000e+00 6.000000e+00
2.822344e-05 1.302993e-05 3.349999e+00 5.250000e+00 0.000000e+00 6.000000e+00
2.470867e-05 1.293478e-05 3.349999e+00 5.750000e+00 0.000000e+00 6.000000e+00
2.466705e-05 1.238795e-05 3.349999e+00 6.250000e+00 0.000000e+00 6.000000e+00
3.482918e-05 1.245392e-05 3.349999e+00 6.750000e+00 0.000000e+00 6.000000e+00
5.356029e-05 1.283295e-05 3.349999e+00 7.250000e+00 0.000000e+00 6.000000e+00
6.094496e-05 1.286043e-05 3.349999e+00 7.750000e+00 0.000000e+00 6.000000e+00
5.988325e-05 1.281094e-05 3.349999e+00 8.250000e+00 0.000000e+00 6.000000e+00
5.613184e-05 1.259677e-05 3.349999e+00 8.750000e+00 0.000000e+00 6.000000e+00
5.288296e-05 1.263476e-05 3.349999e+00 9.250000e+00 0.000000e+00 6.000000e+00
4.602858e-05 1.231789e-05 3.349999e+00 9.750000e+00 0.000000e+00 6.000000e+00
4.386482e-05 1.184805e-05 3.349999e+00 1.025000e+01 0.000000e+00 6.000000e+00
5.127255e-05 1.197854e-05 3.349999e+00 1.075000e+01 0.000000e+00 6.000000e+00
6.567097e-05 1.248938e-05 3.349999e+00 1.125000e+01 0.000000e+00 6.000000e+00
7.320678e-05 1.267660e-05 3.349999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.639674e-05 1.247667e-05 3.349999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.009298e-05 1.282649e-05 3.349999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.128625e-04 1.354789e-05 3.349999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.244924e-04 1.353478e-05 3.349999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.254327e-04 1.339225e-05 3.349999e+00 1.425000e+01 0.000000e+00 6.000000e+00
1.159279e-04 1.373544e-05 3.349999e+00 1.475000e+01 0.000000e+00 6.000000e+00
1.043171e-04 1.377460e-05 3.349999e+00 1.525000e+01 0.000000e+00 6.000000e+00
8.685258e-05 1.316916e-05 3.349999e+00 1.575000e+01 0.000000e+00 6.000000e+00
7.486456e-05 1.340470e-05 3.349999e+00 1.625000e+01 0.000000e+00 6.000000e+00
7.842700e-05 1.423612e-05 3.349999e+00 1.675000e+01 0.000000e+00 6.000000e+00
9.153146e-05 1.462104e-05 3.349999e+00 1.725000e+01 0.000000e+00 6.000000e+00
9.282807e-05 1.424656e-05 3.349999e+00 1.775000e+01 0.000000e+00 6.000000e+00
8.014780e-05 1.309567e-05 3.349999e+00 1.825000e+01 0.000000e+00 6.000000e+00
5.950838e-05 1.229284e-05 3.349999e+00 1.875000e+01 0.000000e+00 6.000000e+00
4.108951e-05 1.177758e-05 3.349999e+00 1.925000e+01 0.000000e+00 6.000000e+00
3.115716e-05 1.109746e-05 3.349999e+00 1.975000e+01 0.000000e+00 6.000000e+00
3.053720e-05 1.041071e-05 3.349999e+00 2.025000e+01 0.000000e+00 6.000000e+00
3.401518e-05 9.900523e-06 3.349999e+00 2.075000e+01 0.000000e+00 6.000000e+00
3.622213e-05 9.598864e-06 3.349999e+00 2.125000e+01 0.000000e+00 6.000000e+00
3.479727e-05 9.396004e-06 3.349999e+00 2.175000e+01 0.000000e+00 6.000000e+00
3.505204e-05 9.303808e-06 3.349999e+00 2.225000e+01 0.000000e+00 6.000000e+00
3.068631e-05 9.199253e-06 3.349999e+00 2.275000e+01 0.000000e+00 6.000000e+00
2.145109e-05 9.280164e-06 3.349999e+00 2.325000e+01 0.000000e+00 6.000000e+00
1.215690e-05 9.626002e-06 3.349999e+00 2.375000e+01 0.000000e+00 6.000000e+00
9.423789e-06 1.089160e-05 3.349999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.359177e-05 1.335360e-05 3.349999e+00 2.475000e+01 0.000000e+00 6.000000e+00
3.342640e-03 1.600044e-04 3.449999e+00 2.500000e-01 0.000000e+00 6.000000e+00
2.338831e-03 1.261700e-04 3.449999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.261044e-03 9.219883e-05 3.449999e+00 1.250000e+00 0.000000e+00 6.000000e+00
4.151955e-04 5.904035e-05 3.449999e+00 1.750000e+00 0.000000e+00 6.000000e+00
9.553658e-05 3.135576e-05 3.449999e+00 2.250000e+00 0.000000e+00 6.000000e+00
5.300063e-05 1.756162e-05 3.449999e+00 2.750000e+00 0.000000e+00 6.000000e+00
2.738447e-05 1.450695e-05 3.449999e+00 3.250000e+00 0.000000e+00 6.000000e+00
2.258984e-05 1.388089e-05 3.449999e+00 3.750000e+00 0.000000e+00 6.000000e+00
2.060970e-05 1.339019e-05 3.449999e+00 4.250000e+00 0.000000e+00 6.000000e+00
2.601167e-05 1.323644e-05 3.449999e+00 4.750000e+00 0.000000e+00 6.000000e+00
3.130058e-05 1.340332e-05 3.449999e+00 5.250000e+00 0.000000e+00 6.000000e+00
3.614124e-05 1.338869e-05 3.449999e+00 5.750000e+00 0.000000e+00 6.000000e+00
4.658210e-05 1.319581e-05 3.449999e+00 6.250000e+00 0.000000e+00 6.000000e+00
6.080481e-05 1.332930e-05 3.449999e+00 6.750000e+00 0.000000e+00 6.000000e+00
7.300960e-05 1.336800e-05 3.449999e+00 7.250000e+00 0.000000e+00 6.000000e+00
7.120928e-05 1.302241e-05 3.449999e+00 7.750000e+00 0.000000e+00 6.000000e+00
6.198805e-05 1.276067e-05 3.449999e+00 8.250000e+00 0.000000e+00 6.000000e+00
5.283877e-05 1.241670e-05 3.449999e+00 8.750000e+00 0.000000e+00 6.000000e+00
4.837316e-05 1.222349e-05 3.449999e+00 9.250000e+00 0.000000e+00 6.000000e+00
4.581009e-05 1.198025e-05 3.449999e+00 9.750000e+00 0.000000e+00 6.000000e+00
4.985552e-05 1.181129e-05 3.449999e+00 1.025000e+01 0.000000e+00 6.000000e+00
6.043923e-05 1.184652e-05 3.449999e+00 1.075000e+01 0.000000e+00 6.000000e+00
7.469575e-05 1.222896e-05 3.449999e+00 1.125000e+01 0.000000e+00 6.000000e+00
8.111779e-05 1.271585e-05 3.449999e+00 1.175000e+01 0.000000e+00 6.000000e+00
8.191995e-05 1.260710e-05 3.449999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.189894e-05 1.274069e-05 3.449999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.142940e-04 1.346458e-05 3.449999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.292604e-04 1.378851e-05 3.449999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.325538e-04 1.377821e-05 3.449999e+00 1.425000e+01 0.000000e+00 6.000000e+00
1.205505e-04 1.401484e-05 3.449999e+00 1.475000e+01 0.000000e+00 6.000000e+00
1.045861e-04 1.402487e-05 3.449999e+00 1.525000e+01 0.000000e+00 6.000000e+00
8.419273e-05 1.343389e-05 3.449999e+00 1.575000e+01 0.000000e+00 6.000000e+00
7.085518e-05 1.367357e-05 3.449999e+00 1.625000e+01 0.000000e+00 6.000000e+00
7.387080e-05 1.435470e-05 3.449999e+00 1.675000e+01 0.000000e+00 6.000000e+00
8.547043e-05 1.422252e-05 3.449999e+00 1.725000e+01 0.000000e+00 6.000000e+00
8.677133e-05 1.354293e-05 3.449999e+00 1.775000e+01 0.000000e+00 6.000000e+00
7.868208e-05 1.251287e-05 3.449999e+00 1.825000e+01 0.000000e+00 6.000000e+00
6.624243e-05 1.182847e-05 3.449999e+00 1.875000e+01 0.000000e+00 6.000000e+00
5.434227e-05 1.115780e-05 3.449999e+00 1.925000e+01 0.000000e+00 6.000000e+00
4.652895e-05 1.045283e-05 3.449999e+00 1.975000e+01 0.000000e+00 6.000000e+00
4.065724e-05 1.006007e-05 3.449999e+00 2.025000e+01 0.000000e+00 6.000000e+00
3.422892e-05 9.815174e-06 3.449999e+00 2.075000e+01 0.000000e+00 6.000000e+00
2.557291e-05 9.495379e-06 3.449999e+00 2.125000e+01 0.000000e+00 6.000000e+00
1.792830e-05 9.162328e-06 3.449999e+00 2.175000e+01 0.000000e+00 6.000000e+00
2.081939e-05 9.107619e-06 3.449999e+00 2.225000e+01 0.000000e+00 6.000000e+00
2.366392e-05 9.444316e-06 3.449999e+00 2.275000e+01 0.000000e+00 6.000000e+00
1.828042e-05 9.917696e-06 3.449999e+00 2.325000e+01 0.000000e+00 6.000000e+00
6.393687e-06 1.046072e-05 3.449999e+00 2.375000e+01 0.000000e+00 6.000000e+00
-2.078302e-06 1.200290e-05 3.449999e+00 2.425000e+01 0.000000e+00 6.000000e+00
-3.881566e-07 1.544780e-05 3.449999e+00 2.475000e+01 0.000000e+00 6.000000e+00
4.830843e-03 2.118152e-04 3.549999e+00 2.500000e-01 0.000000e+00 6.000000e+00
3.368930e-03 1.624326e-04 3.549999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.815787e-03 1.141375e-04 3.549999e+00 1.250000e+00 0.000000e+00 6.000000e+00
5.936761e-04 6.980515e-05 3.549999e+00 1.750000e+00 0.000000e+00 6.000000e+00
1.402550e-04 3.539845e-05 3.549999e+00 2.250000e+00 0.000000e+00 6.000000e+00
7.477691e-05 1.918391e-05 3.549999e+00 2.750000e+00 0.000000e+00 6.000000e+00
4.272123e-05 1.571545e-05 3.549999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.489943e-05 1.489257e-05 3.549999e+00 3.750000e+00 0.000000e+00 6.000000e+00
3.676903e-05 1.445276e-05 3.549999e+00 4.250000e+00 0.000000e+00 6.000000e+00
4.524213e-05 1.409951e-05 3.549999e+00 4.750000e+00 0.000000e+00 6.000000e+00
5.175884e-05 1.386236e-05 3.549999e+00 5.250000e+00 0.000000e+00 6.000000e+00
5.816532e-05 1.368305e-05 3.549999e+00 5.750000e+00 0.000000e+00 6.000000e+00
7.171940e-05 1.364448e-05 3.549999e+00 6.250000e+00 0.000000e+00 6.000000e+00
8.852818e-05 1.387140e-05 3.549999e+00 6.750000e+00 0.000000e+00 6.000000e+00
9.738724e-05 1.383543e-05 3.549999e+00 7.250000e+00 0.000000e+00 6.000000e+00
9.099314e-05 1.348019e-05 3.549999e+00 7.750000e+00 0.000000e+00 6.000000e+00
7.458132e-05 1.308133e-05 3.549999e+00 8.250000e+00 0.000000e+00 6.000000e+00
6.034951e-05 1.249496e-05 3.549999e+00 8.750000e+00 0.000000e+00 6.000000e+00
5.537459e-05 1.205059e-05 3.549999e+00 9.250000e+00 0.000000e+00 6.000000e+00
6.010136e-05 1.195154e-05 3.549999e+00 9.750000e+00 0.000000e+00 6.000000e+00
6.823536e-05 1.211572e-05 3.549999e+00 1.025000e+01 0.000000e+00 6.000000e+00
7.408245e-05 1.204779e-05 3.549999e+00 1.075000e+01 0.000000e+00 6.000000e+00
7.904018e-05 1.210213e-05 3.549999e+00 1.125000e+01 0.000000e+00 6.000000e+00
8.232313e-05 1.264623e-05 3.549999e+00 1.175000e+01 0.000000e+00 6.000000e+00
8.585811e-05 1.290850e-05 3.549999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.646128e-05 1.316985e-05 3.549999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.165863e-04 1.383219e-05 3.549999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.308893e-04 1.420583e-05 3.549999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.340899e-04 1.418132e-05 3.549999e+00 1.425000e+01 0.000000e+00 6.000000e+00
1.211343e-04 1.433730e-05 3.549999e+00 1.475000e+01 0.000000e+00 6.000000e+00
1.038755e-04 1.424395e-05 3.549999e+00 1.525000e+01 0.000000e+00 6.000000e+00
8.251164e-05 1.355041e-05 3.549999e+00 1.575000e+01 0.000000e+00 6.000000e+00
6.776061e-05 1.345054e-05 3.549999e+00 1.625000e+01 0.000000e+00 6.000000e+00
6.889143e-05 1.364116e-05 3.549999e+00 1.675000e+01 0.000000e+00 6.000000e+00
7.811759e-05 1.325055e-05 3.549999e+00 1.725000e+01 0.000000e+00 6.000000e+00
7.986400e-05 1.253227e-05 3.549999e+00 1.775000e+01 0.000000e+00 6.000000e+00
7.319636e-05 1.172767e-05 3.549999e+00 1.825000e+01 0.000000e+00 6.000000e+00
6.472041e-05 1.127096e-05 3.549999e+00 1.875000e+01 0.000000e+00 6.000000e+00
5.943423e-05 1.075396e-05 3.549999e+00 1.925000e+01 0.000000e+00 6.000000e+00
5.740024e-05 1.025404e-05 3.549999e+00 1.975000e+01 0.000000e+00 6.000000e+00
5.193737e-05 1.004957e-05 3.549999e+00 2.025000e+01 0.000000e+00 6.000000e+00
4.132666e-05 9.821242e-06 3.549999e+00 2.075000e+01 0.000000e+00 6.000000e+00
2.544140e-05 9.500684e-06 3.549999e+00 2.125000e+01 0.000000e+00 6.000000e+00
1.236795e-05 9.199550e-06 3.549999e+00 2.175000e+01 0.000000e+00 6.000000e+00
1.462192e-05 9.175208e-06 3.549999e+00 2.225000e+01 0.000000e+00 6.000000e+00
2.324685e-05 1.001780e-05 3.549999e+00 2.275000e+01 0.000000e+00 6.000000e+00
2.616537e-05 1.129286e-05 3.549999e+00 2.325000e+01 0.000000e+00 6.000000e+00
1.770567e-05 1.251530e-05 3.549999e+00 2.375000e+01 0.000000e+00 6.000000e+00
3.503369e-06 1.464597e-05 3.549999e+00 2.425000e+01 0.000000e+00 6.000000e+00
-4.538162e-06 1.945074e-05 3.549999e+00 2.475000e+01 0.000000e+00 6.000000e+00
7.399638e-03 2.304183e-04 3.649998e+00 2.500000e-01 0.000000e+00 6.000000e+00
5.146239e-03 1.693620e-04 3.649998e+00 7.500000e-01 0.000000e+00 6.000000e+00
2.756223e-03 1.125188e-04 3.649998e+00 1.250000e+00 0.000000e+00 6.000000e+00
8.759537e-04 6.493810e-05 3.649998e+00 1.750000e+00 0.000000e+00 6.000000e+00
2.016886e-04 3.231982e-05 3.649998e+00 2.250000e+00 0.000000e+00 6.000000e+00
1.244271e-04 1.919437e-05 3.649998e+00 2.750000e+00 0.000000e+00 6.000000e+00
9.805384e-05 1.651737e-05 3.649998e+00 3.250000e+00 0.000000e+00 6.000000e+00
8.673048e-05 1.569407e-05 3.649998e+00 3.750000e+00 0.000000e+00 6.000000e+00
8.859153e-05 1.553791e-05 3.649998e+00 4.250000e+00 0.000000e+00 6.000000e+00
9.381177e-05 1.526833e-05 3.649998e+00 4.750000e+00 0.000000e+00 6.000000e+00
9.438484e-05 1.476043e-05 3.649998e+00 5.250000e+00 0.000000e+00 6.000000e+00
9.096954e-05 1.420346e-05 3.649998e+00 5.750000e+00 0.000000e+00 6.000000e+00
9.377442e-05 1.392262e-05 3.649998e+00 6.250000e+00 0.000000e+00 6.000000e+00
1.041463e-04 1.400726e-05 3.649998e+00 6.750000e+00 0.000000e+00 6.000000e+00
1.116299e-04 1.389738e-05 3.649998e+00 7.250000e+00 0.000000e+00 6.000000e+00
1.086455e-04 1.373228e-05 3.649998e+00 7.750000e+00 0.000000e+00 6.000000e+00
9.194244e-05 1.342019e-05 3.649998e+00 8.250000e+00 0.000000e+00 6.000000e+00
7.492900e-05 1.277218e-05 3.649998e+00 8.750000e+00 0.000000e+00 6.000000e+00
6.791341e-05 1.224517e-05 3.649998e+00 9.250000e+00 0.000000e+00 6.000000e+00
7.617737e-05 1.223596e-05 3.649998e+00 9.750000e+00 0.000000e+00 6.000000e+00
8.434607e-05 1.251985e-05 3.649998e+00 1.025000e+01 0.000000e+00 6.000000e+00
8.464929e-05 1.239627e-05 3.649998e+00 1.075000e+01 0.000000e+00 6.000000e+00
8.184794e-05 1.206035e-05 3.649998e+00 1.125000e+01 0.000000e+00 6.000000e+00
8.373339e-05 1.234469e-05 3.649998e+00 1.175000e+01 0.000000e+00 6.000000e+00
9.047730e-05 1.286186e-05 3.649998e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.894475e-05 1.355462e-05 3.649998e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.104036e-04 1.427179e-05 3.649998e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.198316e-04 1.441461e-05 3.649998e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.248693e-04 1.446893e-05 3.649998e+00 1.425000e+01 0.000000e+00 6.000000e+00
1.196567e-04 1.463070e-05 3.649998e+00 1.475000e+01 0.000000e+00 6.000000e+00
1.097691e-04 1.431640e-05 3.649998e+00 1.525000e+01 0.000000e+00 6.000000e+00
8.941246e-05 1.355902e-05 3.649998e+00 1.575000e+01 0.000000e+00 6.000000e+00
7.198148e-05 1.295614e-05 3.649998e+00 1.625000e+01 0.000000e+00 6.000000e+00
6.880717e-05 1.264853e-05 3.649998e+00 1.675000e+01 0.000000e+00 6.000000e+00
7.545318e-05 1.233959e-05 3.649998e+00 1.725000e+01 0.000000e+00 6.000000e+00
7.497874e-05 1.183072e-05 3.649998e+00 1.775000e+01 0.000000e+00 6.000000e+00
6.399318e-05 1.110457e-05 3.649998e+00 1.825000e+01 0.000000e+00 6.000000e+00
5.117706e-05 1.056045e-05 3.649998e+00 1.875000e+01 0.000000e+00 6.000000e+00
4.896703e-05 1.013826e-05 3.649998e+00 1.925000e+01 0.000000e+00 6.000000e+00
5.373344e-05 1.003337e-05 3.649998e+00 1.975000e+01 0.000000e+00 6.000000e+00
5.523877e-05 1.011576e-05 3.649998e+00 2.025000e+01 0.000000e+00 6.000000e+00
4.798072e-05 9.905339e-06 3.649998e+00 2.075000e+01 0.000000e+00 6.000000e+00
3.318478e-05 9.692339e-06 3.649998e+00 2.125000e+01 0.000000e+00 6.000000e+00
1.868020e-05 9.590003e-06 3.649998e+00 2.175000e+01 0.000000e+00 6.000000e+00
1.872015e-05 9.867924e-06 3.649998e+00 2.225000e+01 0.000000e+00 6.000000e+00
2.928268e-05 1.115830e-05 3.649998e+00 2.275000e+01 0.000000e+00 6.000000e+00
4.194615e-05 1.337381e-05 3.649998e+00 2.325000e+01 0.000000e+00 6.000000e+00
4.457263e-05 1.594916e-05 3.649998e+00 2.375000e+01 0.000000e+00 6.000000e+00
3.292199e-05 1.957060e-05 3.649998e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.180979e-05 2.673973e-05 3.649998e+00 2.475000e+01 0.000000e+00 6.000000e+00
7.066590e-02 2.838665e-04 3.749998e+00 2.500000e-01 0.000000e+00 6.000000e+00
4.783983e-02 1.955151e-04 3.749998e+00 7.500000e-01 0.000000e+00 6.000000e+00
2.487965e-02 1.178304e-04 3.749998e+00 1.250000e+00 0.000000e+00 6.000000e+00
7.097920e-03 6.043277e-05 3.749998e+00 1.750000e+00 0.000000e+00 6.000000e+00
1.155571e-03 2.867963e-05 3.749998e+00 2.250000e+00 0.000000e+00 6.000000e+00
2.871201e-04 1.970623e-05 3.749998e+00 2.750000e+00 0.000000e+00 6.000000e+00
2.184007e-04 1.804416e-05 3.749998e+00 3.250000e+00 0.000000e+00 6.000000e+00
1.805164e-04 1.710594e-05 3.749998e+00 3.750000e+00 0.000000e+00 6.000000e+00
1.652103e-04 1.674716e-05 3.749998e+00 4.250000e+00 0.000000e+00 6.000000e+00
