# Intensity Error [H,H,H] DeltaE [L,L,-2L] [-H,H,0]
#  shape: 40x50x1x1
7.079838e-05 1.287594e-05 2.549999e+00 1.475000e+01 0.000000e+00 6.000000e+00
6.897842e-05 1.279176e-05 2.549999e+00 1.525000e+01 0.000000e+00 6.000000e+00
7.553918e-05 1.334502e-05 2.549999e+00 1.575000e+01 0.000000e+00 6.000000e+00
8.604235e-05 1.420860e-05 2.549999e+00 1.625000e+01 0.000000e+00 6.000000e+00
8.395845e-05 1.456768e-05 2.549999e+00 1.675000e+01 0.000000e+00 6.000000e+00
6.347673e-05 1.411514e-05 2.549999e+00 1.725000e+01 0.000000e+00 6.000000e+00
4.506407e-05 1.344257e-05 2.549999e+00 1.775000e+01 0.000000e+00 6.000000e+00
4.391266e-05 1.310066e-05 2.549999e+00 1.825000e+01 0.000000e+00 6.000000e+00
5.266650e-05 1.280174e-05 2.549999e+00 1.875000e+01 0.000000e+00 6.000000e+00
5.824932e-05 1.253808e-05 2.549999e+00 1.925000e+01 0.000000e+00 6.000000e+00
5.816466e-05 1.252648e-05 2.549999e+00 1.975000e+01 0.000000e+00 6.000000e+00
5.919213e-05 1.279711e-05 2.549999e+00 2.025000e+01 0.000000e+00 6.000000e+00
5.800646e-05 1.309185e-05 2.549999e+00 2.075000e+01 0.000000e+00 6.000000e+00
5.759594e-05 1.272888e-05 2.549999e+00 2.125000e+01 0.000000e+00 6.000000e+00
5.967033e-05 1.239239e-05 2.549999e+00 2.175000e+01 0.000000e+00 6.000000e+00
5.784919e-05 1.228706e-05 2.549999e+00 2.225000e+01 0.000000e+00 6.000000e+00
4.613053e-05 1.154051e-05 2.549999e+00 2.275000e+01 0.000000e+00 6.000000e+00
2.774399e-05 1.041560e-05 2.549999e+00 2.325000e+01 0.000000e+00 6.000000e+00
1.432104e-05 9.611093e-06 2.549999e+00 2.375000e+01 0.000000e+00 6.000000e+00
9.935977e-06 9.718777e-06 2.549999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.107281e-05 1.092858e-05 2.549999e+00 2.475000e+01 0.000000e+00 6.000000e+00
4.190982e-03 1.178018e-04 2.649999e+00 2.500000e-01 0.000000e+00 6.000000e+00
2.743306e-03 7.811672e-05 2.649999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.340284e-03 4.476854e-05 2.649999e+00 1.250000e+00 0.000000e+00 6.000000e+00
3.748482e-04 2.416251e-05 2.649999e+00 1.750000e+00 0.000000e+00 6.000000e+00
8.255961e-05 1.530418e-05 2.649999e+00 2.250000e+00 0.000000e+00 6.000000e+00
4.630804e-05 1.224951e-05 2.649999e+00 2.750000e+00 0.000000e+00 6.000000e+00
4.157082e-05 1.112866e-05 2.649999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.943881e-05 1.066573e-05 2.649999e+00 3.750000e+00 0.000000e+00 6.000000e+00
2.884956e-05 9.983365e-06 2.649999e+00 4.250000e+00 0.000000e+00 6.000000e+00
1.433716e-05 9.611770e-06 2.649999e+00 4.750000e+00 0.000000e+00 6.000000e+00
4.431290e-06 9.273155e-06 2.649999e+00 5.250000e+00 0.000000e+00 6.000000e+00
5.599509e-06 8.962549e-06 2.649999e+00 5.750000e+00 0.000000e+00 6.000000e+00
1.824157e-05 9.509387e-06 2.649999e+00 6.250000e+00 0.000000e+00 6.000000e+00
3.805858e-05 1.043924e-05 2.649999e+00 6.750000e+00 0.000000e+00 6.000000e+00
5.590548e-05 1.113948e-05 2.649999e+00 7.250000e+00 0.000000e+00 6.000000e+00
5.882375e-05 1.132703e-05 2.649999e+00 7.750000e+00 0.000000e+00 6.000000e+00
5.344969e-05 1.107790e-05 2.649999e+00 8.250000e+00 0.000000e+00 6.000000e+00
4.471774e-05 1.085409e-05 2.649999e+00 8.750000e+00 0.000000e+00 6.000000e+00
4.747570e-05 1.120454e-05 2.649999e+00 9.250000e+00 0.000000e+00 6.000000e+00
6.076412e-05 1.170245e-05 2.649999e+00 9.750000e+00 0.000000e+00 6.000000e+00
7.442024e-05 1.220056e-05 2.649999e+00 1.025000e+01 0.000000e+00 6.000000e+00
6.877255e-05 1.230467e-05 2.649999e+00 1.075000e+01 0.000000e+00 6.000000e+00
5.821904e-05 1.221318e-05 2.649999e+00 1.125000e+01 0.000000e+00 6.000000e+00
5.710733e-05 1.243161e-05 2.649999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.051979e-05 1.310999e-05 2.649999e+00 1.225000e+01 0.000000e+00 6.000000e+00
7.926302e-05 1.326098e-05 2.649999e+00 1.275000e+01 0.000000e+00 6.000000e+00
7.146265e-05 1.297872e-05 2.649999e+00 1.325000e+01 0.000000e+00 6.000000e+00
6.393660e-05 1.277694e-05 2.649999e+00 1.375000e+01 0.000000e+00 6.000000e+00
6.419700e-05 1.303142e-05 2.649999e+00 1.425000e+01 0.000000e+00 6.000000e+00
6.704954e-05 1.328609e-05 2.649999e+00 1.475000e+01 0.000000e+00 6.000000e+00
6.566638e-05 1.315918e-05 2.649999e+00 1.525000e+01 0.000000e+00 6.000000e+00
7.054411e-05 1.383209e-05 2.649999e+00 1.575000e+01 0.000000e+00 6.000000e+00
7.795593e-05 1.458942e-05 2.649999e+00 1.625000e+01 0.000000e+00 6.000000e+00
7.378705e-05 1.465450e-05 2.649999e+00 1.675000e+01 0.000000e+00 6.000000e+00
5.566863e-05 1.422624e-05 2.649999e+00 1.725000e+01 0.000000e+00 6.000000e+00
4.151065e-05 1.394880e-05 2.649999e+00 1.775000e+01 0.000000e+00 6.000000e+00
4.104420e-05 1.386553e-05 2.649999e+00 1.825000e+01 0.000000e+00 6.000000e+00
4.684402e-05 1.343167e-05 2.649999e+00 1.875000e+01 0.000000e+00 6.000000e+00
4.955046e-05 1.310783e-05 2.649999e+00 1.925000e+01 0.000000e+00 6.000000e+00
4.847775e-05 1.308367e-05 2.649999e+00 1.975000e+01 0.000000e+00 6.000000e+00
5.043068e-05 1.301124e-05 2.649999e+00 2.025000e+01 0.000000e+00 6.000000e+00
5.359701e-05 1.293075e-05 2.649999e+00 2.075000e+01 0.000000e+00 6.000000e+00
5.905054e-05 1.262604e-05 2.649999e+00 2.125000e+01 0.000000e+00 6.000000e+00
6.575415e-05 1.235139e-05 2.649999e+00 2.175000e+01 0.000000e+00 6.000000e+00
6.496203e-05 1.204947e-05 2.649999e+00 2.225000e+01 0.000000e+00 6.000000e+00
5.338677e-05 1.109852e-05 2.649999e+00 2.275000e+01 0.000000e+00 6.000000e+00
3.796968e-05 1.005613e-05 2.649999e+00 2.325000e+01 0.000000e+00 6.000000e+00
2.485482e-05 9.324447e-06 2.649999e+00 2.375000e+01 0.000000e+00 6.000000e+00
1.892128e-05 9.447784e-06 2.649999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.645269e-05 1.038683e-05 2.649999e+00 2.475000e+01 0.000000e+00 6.000000e+00
3.834661e-03 1.181607e-04 2.749999e+00 2.500000e-01 0.000000e+00 6.000000e+00
2.449934e-03 7.651904e-05 2.749999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.192016e-03 4.336837e-05 2.749999e+00 1.250000e+00 0.000000e+00 6.000000e+00
3.505841e-04 2.343646e-05 2.749999e+00 1.750000e+00 0.000000e+00 6.000000e+00
7.300145e-05 1.430756e-05 2.749999e+00 2.250000e+00 0.000000e+00 6.000000e+00
3.322860e-05 1.085506e-05 2.749999e+00 2.750000e+00 0.000000e+00 6.000000e+00
2.897955e-05 1.012148e-05 2.749999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.233697e-05 1.016205e-05 2.749999e+00 3.750000e+00 0.000000e+00 6.000000e+00
2.277699e-05 9.651971e-06 2.749999e+00 4.250000e+00 0.000000e+00 6.000000e+00
7.275753e-06 9.327103e-06 2.749999e+00 4.750000e+00 0.000000e+00 6.000000e+00
-2.310888e-06 9.102482e-06 2.749999e+00 5.250000e+00 0.000000e+00 6.000000e+00
1.458434e-06 8.913358e-06 2.749999e+00 5.750000e+00 0.000000e+00 6.000000e+00
1.582142e-05 9.480404e-06 2.749999e+00 6.250000e+00 0.000000e+00 6.000000e+00
3.705399e-05 1.027065e-05 2.749999e+00 6.750000e+00 0.000000e+00 6.000000e+00
5.572860e-05 1.098002e-05 2.749999e+00 7.250000e+00 0.000000e+00 6.000000e+00
6.140515e-05 1.133582e-05 2.749999e+00 7.750000e+00 0.000000e+00 6.000000e+00
5.580541e-05 1.116520e-05 2.749999e+00 8.250000e+00 0.000000e+00 6.000000e+00
4.537047e-05 1.080642e-05 2.749999e+00 8.750000e+00 0.000000e+00 6.000000e+00
4.896640e-05 1.088866e-05 2.749999e+00 9.250000e+00 0.000000e+00 6.000000e+00
6.693190e-05 1.171734e-05 2.749999e+00 9.750000e+00 0.000000e+00 6.000000e+00
8.281989e-05 1.256485e-05 2.749999e+00 1.025000e+01 0.000000e+00 6.000000e+00
7.324172e-05 1.234982e-05 2.749999e+00 1.075000e+01 0.000000e+00 6.000000e+00
5.658142e-05 1.174441e-05 2.749999e+00 1.125000e+01 0.000000e+00 6.000000e+00
5.253713e-05 1.172625e-05 2.749999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.012570e-05 1.231052e-05 2.749999e+00 1.225000e+01 0.000000e+00 6.000000e+00
8.169521e-05 1.239795e-05 2.749999e+00 1.275000e+01 0.000000e+00 6.000000e+00
7.629631e-05 1.228531e-05 2.749999e+00 1.325000e+01 0.000000e+00 6.000000e+00
6.638376e-05 1.217378e-05 2.749999e+00 1.375000e+01 0.000000e+00 6.000000e+00
6.549881e-05 1.263096e-05 2.749999e+00 1.425000e+01 0.000000e+00 6.000000e+00
6.846067e-05 1.318144e-05 2.749999e+00 1.475000e+01 0.000000e+00 6.000000e+00
6.980976e-05 1.357326e-05 2.749999e+00 1.525000e+01 0.000000e+00 6.000000e+00
6.843831e-05 1.428117e-05 2.749999e+00 1.575000e+01 0.000000e+00 6.000000e+00
6.668571e-05 1.462575e-05 2.749999e+00 1.625000e+01 0.000000e+00 6.000000e+00
5.723809e-05 1.447412e-05 2.749999e+00 1.675000e+01 0.000000e+00 6.000000e+00
4.591508e-05 1.439886e-05 2.749999e+00 1.725000e+01 0.000000e+00 6.000000e+00
4.326235e-05 1.458532e-05 2.749999e+00 1.775000e+01 0.000000e+00 6.000000e+00
5.000279e-05 1.463508e-05 2.749999e+00 1.825000e+01 0.000000e+00 6.000000e+00
5.342878e-05 1.425793e-05 2.749999e+00 1.875000e+01 0.000000e+00 6.000000e+00
4.794115e-05 1.401555e-05 2.749999e+00 1.925000e+01 0.000000e+00 6.000000e+00
3.759197e-05 1.392354e-05 2.749999e+00 1.975000e+01 0.000000e+00 6.000000e+00
3.673267e-05 1.340361e-05 2.749999e+00 2.025000e+01 0.000000e+00 6.000000e+00
4.629228e-05 1.286867e-05 2.749999e+00 2.075000e+01 0.000000e+00 6.000000e+00
6.212157e-05 1.261622e-05 2.749999e+00 2.125000e+01 0.000000e+00 6.000000e+00
7.414997e-05 1.217073e-05 2.749999e+00 2.175000e+01 0.000000e+00 6.000000e+00
7.393438e-05 1.152546e-05 2.749999e+00 2.225000e+01 0.000000e+00 6.000000e+00
6.362929e-05 1.058552e-05 2.749999e+00 2.275000e+01 0.000000e+00 6.000000e+00
4.977979e-05 9.737502e-06 2.749999e+00 2.325000e+01 0.000000e+00 6.000000e+00
3.486613e-05 9.023444e-06 2.749999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.519979e-05 9.194335e-06 2.749999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.879734e-05 1.021814e-05 2.749999e+00 2.475000e+01 0.000000e+00 6.000000e+00
3.842557e-03 1.129313e-04 2.849999e+00 2.500000e-01 0.000000e+00 6.000000e+00
2.521037e-03 7.467957e-05 2.849999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.265495e-03 4.304633e-05 2.849999e+00 1.250000e+00 0.000000e+00 6.000000e+00
3.738155e-04 2.295176e-05 2.849999e+00 1.750000e+00 0.000000e+00 6.000000e+00
6.083024e-05 1.369904e-05 2.849999e+00 2.250000e+00 0.000000e+00 6.000000e+00
2.224610e-05 1.057668e-05 2.849999e+00 2.750000e+00 0.000000e+00 6.000000e+00
2.243936e-05 1.029030e-05 2.849999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.168306e-05 1.037894e-05 2.849999e+00 3.750000e+00 0.000000e+00 6.000000e+00
2.413475e-05 9.667390e-06 2.849999e+00 4.250000e+00 0.000000e+00 6.000000e+00
8.287178e-06 9.609617e-06 2.849999e+00 4.750000e+00 0.000000e+00 6.000000e+00
-2.260651e-06 9.610098e-06 2.849999e+00 5.250000e+00 0.000000e+00 6.000000e+00
2.881262e-06 9.521933e-06 2.849999e+00 5.750000e+00 0.000000e+00 6.000000e+00
1.600165e-05 1.000965e-05 2.849999e+00 6.250000e+00 0.000000e+00 6.000000e+00
3.409522e-05 1.038655e-05 2.849999e+00 6.750000e+00 0.000000e+00 6.000000e+00
4.584819e-05 1.067373e-05 2.849999e+00 7.250000e+00 0.000000e+00 6.000000e+00
5.015621e-05 1.106923e-05 2.849999e+00 7.750000e+00 0.000000e+00 6.000000e+00
4.924054e-05 1.100795e-05 2.849999e+00 8.250000e+00 0.000000e+00 6.000000e+00
4.744541e-05 1.100717e-05 2.849999e+00 8.750000e+00 0.000000e+00 6.000000e+00
5.500260e-05 1.123039e-05 2.849999e+00 9.250000e+00 0.000000e+00 6.000000e+00
7.253519e-05 1.182604e-05 2.849999e+00 9.750000e+00 0.000000e+00 6.000000e+00
8.595533e-05 1.285149e-05 2.849999e+00 1.025000e+01 0.000000e+00 6.000000e+00
7.695411e-05 1.276103e-05 2.849999e+00 1.075000e+01 0.000000e+00 6.000000e+00
6.053386e-05 1.181584e-05 2.849999e+00 1.125000e+01 0.000000e+00 6.000000e+00
5.492214e-05 1.143337e-05 2.849999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.348340e-05 1.188868e-05 2.849999e+00 1.225000e+01 0.000000e+00 6.000000e+00
8.961681e-05 1.219015e-05 2.849999e+00 1.275000e+01 0.000000e+00 6.000000e+00
9.050961e-05 1.235439e-05 2.849999e+00 1.325000e+01 0.000000e+00 6.000000e+00
8.124099e-05 1.226619e-05 2.849999e+00 1.375000e+01 0.000000e+00 6.000000e+00
7.741661e-05 1.252350e-05 2.849999e+00 1.425000e+01 0.000000e+00 6.000000e+00
7.798751e-05 1.299450e-05 2.849999e+00 1.475000e+01 0.000000e+00 6.000000e+00
7.779558e-05 1.344003e-05 2.849999e+00 1.525000e+01 0.000000e+00 6.000000e+00
6.817750e-05 1.383762e-05 2.849999e+00 1.575000e+01 0.000000e+00 6.000000e+00
5.560434e-05 1.390359e-05 2.849999e+00 1.625000e+01 0.000000e+00 6.000000e+00
4.012821e-05 1.376787e-05 2.849999e+00 1.675000e+01 0.000000e+00 6.000000e+00
3.495907e-05 1.408601e-05 2.849999e+00 1.725000e+01 0.000000e+00 6.000000e+00
4.634737e-05 1.461223e-05 2.849999e+00 1.775000e+01 0.000000e+00 6.000000e+00
6.752028e-05 1.507001e-05 2.849999e+00 1.825000e+01 0.000000e+00 6.000000e+00
7.495377e-05 1.526453e-05 2.849999e+00 1.875000e+01 0.000000e+00 6.000000e+00
6.144913e-05 1.515922e-05 2.849999e+00 1.925000e+01 0.000000e+00 6.000000e+00
3.533099e-05 1.485690e-05 2.849999e+00 1.975000e+01 0.000000e+00 6.000000e+00
2.246756e-05 1.410154e-05 2.849999e+00 2.025000e+01 0.000000e+00 6.000000e+00
3.023683e-05 1.307229e-05 2.849999e+00 2.075000e+01 0.000000e+00 6.000000e+00
5.424790e-05 1.236207e-05 2.849999e+00 2.125000e+01 0.000000e+00 6.000000e+00
7.614272e-05 1.190915e-05 2.849999e+00 2.175000e+01 0.000000e+00 6.000000e+00
8.254864e-05 1.129607e-05 2.849999e+00 2.225000e+01 0.000000e+00 6.000000e+00
7.627560e-05 1.038312e-05 2.849999e+00 2.275000e+01 0.000000e+00 6.000000e+00
6.202735e-05 9.629634e-06 2.849999e+00 2.325000e+01 0.000000e+00 6.000000e+00
4.353986e-05 9.050559e-06 2.849999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.831758e-05 9.269326e-06 2.849999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.653263e-05 1.028903e-05 2.849999e+00 2.475000e+01 0.000000e+00 6.000000e+00
3.321527e-03 9.455698e-05 2.949999e+00 2.500000e-01 0.000000e+00 6.000000e+00
2.273536e-03 6.544064e-05 2.949999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.194299e-03 3.962905e-05 2.949999e+00 1.250000e+00 0.000000e+00 6.000000e+00
3.630780e-04 2.200330e-05 2.949999e+00 1.750000e+00 0.000000e+00 6.000000e+00
5.430088e-05 1.393662e-05 2.949999e+00 2.250000e+00 0.000000e+00 6.000000e+00
2.402492e-05 1.136138e-05 2.949999e+00 2.750000e+00 0.000000e+00 6.000000e+00
2.695711e-05 1.084107e-05 2.949999e+00 3.250000e+00 0.000000e+00 6.000000e+00
3.625554e-05 1.069076e-05 2.949999e+00 3.750000e+00 0.000000e+00 6.000000e+00
3.088503e-05 9.876579e-06 2.949999e+00 4.250000e+00 0.000000e+00 6.000000e+00
1.682618e-05 1.001093e-05 2.949999e+00 4.750000e+00 0.000000e+00 6.000000e+00
1.914863e-06 1.001021e-05 2.949999e+00 5.250000e+00 0.000000e+00 6.000000e+00
2.076306e-06 9.997367e-06 2.949999e+00 5.750000e+00 0.000000e+00 6.000000e+00
1.086820e-05 1.057835e-05 2.949999e+00 6.250000e+00 0.000000e+00 6.000000e+00
2.829632e-05 1.092280e-05 2.949999e+00 6.750000e+00 0.000000e+00 6.000000e+00
3.518284e-05 1.067715e-05 2.949999e+00 7.250000e+00 0.000000e+00 6.000000e+00
3.581493e-05 1.064727e-05 2.949999e+00 7.750000e+00 0.000000e+00 6.000000e+00
3.783988e-05 1.048973e-05 2.949999e+00 8.250000e+00 0.000000e+00 6.000000e+00
4.714354e-05 1.116484e-05 2.949999e+00 8.750000e+00 0.000000e+00 6.000000e+00
5.995336e-05 1.186363e-05 2.949999e+00 9.250000e+00 0.000000e+00 6.000000e+00
7.597504e-05 1.197238e-05 2.949999e+00 9.750000e+00 0.000000e+00 6.000000e+00
8.588549e-05 1.268829e-05 2.949999e+00 1.025000e+01 0.000000e+00 6.000000e+00
8.072430e-05 1.285333e-05 2.949999e+00 1.075000e+01 0.000000e+00 6.000000e+00
6.743397e-05 1.210711e-05 2.949999e+00 1.125000e+01 0.000000e+00 6.000000e+00
6.011055e-05 1.160482e-05 2.949999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.563050e-05 1.195823e-05 2.949999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.733706e-05 1.264720e-05 2.949999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.074534e-04 1.294822e-05 2.949999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.026835e-04 1.268607e-05 2.949999e+00 1.375000e+01 0.000000e+00 6.000000e+00
9.366391e-05 1.276677e-05 2.949999e+00 1.425000e+01 0.000000e+00 6.000000e+00
8.605342e-05 1.312789e-05 2.949999e+00 1.475000e+01 0.000000e+00 6.000000e+00
7.824551e-05 1.327555e-05 2.949999e+00 1.525000e+01 0.000000e+00 6.000000e+00
6.437726e-05 1.340204e-05 2.949999e+00 1.575000e+01 0.000000e+00 6.000000e+00
4.845793e-05 1.332449e-05 2.949999e+00 1.625000e+01 0.000000e+00 6.000000e+00
3.257113e-05 1.284992e-05 2.949999e+00 1.675000e+01 0.000000e+00 6.000000e+00
3.065090e-05 1.309073e-05 2.949999e+00 1.725000e+01 0.000000e+00 6.000000e+00
5.022392e-05 1.423183e-05 2.949999e+00 1.775000e+01 0.000000e+00 6.000000e+00
8.099513e-05 1.539955e-05 2.949999e+00 1.825000e+01 0.000000e+00 6.000000e+00
9.230088e-05 1.600122e-05 2.949999e+00 1.875000e+01 0.000000e+00 6.000000e+00
7.277957e-05 1.586845e-05 2.949999e+00 1.925000e+01 0.000000e+00 6.000000e+00
3.449458e-05 1.527743e-05 2.949999e+00 1.975000e+01 0.000000e+00 6.000000e+00
1.202678e-05 1.434471e-05 2.949999e+00 2.025000e+01 0.000000e+00 6.000000e+00
1.780712e-05 1.284044e-05 2.949999e+00 2.075000e+01 0.000000e+00 6.000000e+00
4.712135e-05 1.166950e-05 2.949999e+00 2.125000e+01 0.000000e+00 6.000000e+00
7.794704e-05 1.147918e-05 2.949999e+00 2.175000e+01 0.000000e+00 6.000000e+00
8.939005e-05 1.123078e-05 2.949999e+00 2.225000e+01 0.000000e+00 6.000000e+00
8.326425e-05 1.034304e-05 2.949999e+00 2.275000e+01 0.000000e+00 6.000000e+00
6.518728e-05 9.431467e-06 2.949999e+00 2.325000e+01 0.000000e+00 6.000000e+00
4.480510e-05 8.862423e-06 2.949999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.866663e-05 9.002324e-06 2.949999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.663801e-05 9.880739e-06 2.949999e+00 2.475000e+01 0.000000e+00 6.000000e+00
2.630808e-03 7.936062e-05 3.049999e+00 2.500000e-01 0.000000e+00 6.000000e+00
1.861851e-03 5.673473e-05 3.049999e+00 7.500000e-01 0.000000e+00 6.000000e+00
1.012071e-03 3.584344e-05 3.049999e+00 1.250000e+00 0.000000e+00 6.000000e+00
3.182845e-04 2.110114e-05 3.049999e+00 1.750000e+00 0.000000e+00 6.000000e+00
4.987745e-05 1.442387e-05 3.049999e+00 2.250000e+00 0.000000e+00 6.000000e+00
3.137422e-05 1.210276e-05 3.049999e+00 2.750000e+00 0.000000e+00 6.000000e+00
3.532096e-05 1.090780e-05 3.049999e+00 3.250000e+00 0.000000e+00 6.000000e+00
4.001192e-05 1.026173e-05 3.049999e+00 3.750000e+00 0.000000e+00 6.000000e+00
3.543384e-05 9.859254e-06 3.049999e+00 4.250000e+00 0.000000e+00 6.000000e+00
2.442205e-05 1.041572e-05 3.049999e+00 4.750000e+00 0.000000e+00 6.000000e+00
6.113430e-06 1.027972e-05 3.049999e+00 5.250000e+00 0.000000e+00 6.000000e+00
-1.767110e-06 1.002801e-05 3.049999e+00 5.750000e+00 0.000000e+00 6.000000e+00
2.000213e-06 1.050321e-05 3.049999e+00 6.250000e+00 0.000000e+00 6.000000e+00
2.219079e-05 1.108554e-05 3.049999e+00 6.750000e+00 0.000000e+00 6.000000e+00
3.401600e-05 1.108181e-05 3.049999e+00 7.250000e+00 0.000000e+00 6.000000e+00
3.539125e-05 1.113094e-05 3.049999e+00 7.750000e+00 0.000000e+00 6.000000e+00
3.663838e-05 1.098760e-05 3.049999e+00 8.250000e+00 0.000000e+00 6.000000e+00
4.881289e-05 1.153772e-05 3.049999e+00 8.750000e+00 0.000000e+00 6.000000e+00
6.128600e-05 1.227352e-05 3.049999e+00 9.250000e+00 0.000000e+00 6.000000e+00
7.151644e-05 1.221511e-05 3.049999e+00 9.750000e+00 0.000000e+00 6.000000e+00
7.499353e-05 1.243811e-05 3.049999e+00 1.025000e+01 0.000000e+00 6.000000e+00
7.217863e-05 1.257727e-05 3.049999e+00 1.075000e+01 0.000000e+00 6.000000e+00
6.488665e-05 1.214587e-05 3.049999e+00 1.125000e+01 0.000000e+00 6.000000e+00
6.046913e-05 1.163164e-05 3.049999e+00 1.175000e+01 0.000000e+00 6.000000e+00
7.276686e-05 1.175234e-05 3.049999e+00 1.225000e+01 0.000000e+00 6.000000e+00
9.765451e-05 1.259343e-05 3.049999e+00 1.275000e+01 0.000000e+00 6.000000e+00
1.154837e-04 1.315233e-05 3.049999e+00 1.325000e+01 0.000000e+00 6.000000e+00
1.168436e-04 1.306197e-05 3.049999e+00 1.375000e+01 0.000000e+00 6.000000e+00
1.051621e-04 1.298649e-05 3.049999e+00 1.425000e+01 0.000000e+00 6.000000e+00
9.162321e-05 1.305480e-05 3.049999e+00 1.475000e+01 0.000000e+00 6.000000e+00
7.924620e-05 1.307873e-05 3.049999e+00 1.525000e+01 0.000000e+00 6.000000e+00
6.768977e-05 1.329427e-05 3.049999e+00 1.575000e+01 0.000000e+00 6.000000e+00
5.572485e-05 1.331046e-05 3.049999e+00 1.625000e+01 0.000000e+00 6.000000e+00
4.497165e-05 1.281246e-05 3.049999e+00 1.675000e+01 0.000000e+00 6.000000e+00
4.405645e-05 1.302463e-05 3.049999e+00 1.725000e+01 0.000000e+00 6.000000e+00
6.026802e-05 1.427422e-05 3.049999e+00 1.775000e+01 0.000000e+00 6.000000e+00
8.586761e-05 1.549423e-05 3.049999e+00 1.825000e+01 0.000000e+00 6.000000e+00
9.298710e-05 1.618057e-05 3.049999e+00 1.875000e+01 0.000000e+00 6.000000e+00
7.082622e-05 1.594456e-05 3.049999e+00 1.925000e+01 0.000000e+00 6.000000e+00
3.196766e-05 1.496827e-05 3.049999e+00 1.975000e+01 0.000000e+00 6.000000e+00
1.128032e-05 1.377854e-05 3.049999e+00 2.025000e+01 0.000000e+00 6.000000e+00
1.681003e-05 1.233932e-05 3.049999e+00 2.075000e+01 0.000000e+00 6.000000e+00
4.380595e-05 1.146261e-05 3.049999e+00 2.125000e+01 0.000000e+00 6.000000e+00
7.420375e-05 1.142842e-05 3.049999e+00 2.175000e+01 0.000000e+00 6.000000e+00
8.647259e-05 1.130025e-05 3.049999e+00 2.225000e+01 0.000000e+00 6.000000e+00
7.927126e-05 1.039753e-05 3.049999e+00 2.275000e+01 0.000000e+00 6.000000e+00
6.065924e-05 9.309640e-06 3.049999e+00 2.325000e+01 0.000000e+00 6.000000e+00
4.267012e-05 8.754368e-06 3.049999e+00 2.375000e+01 0.000000e+00 6.000000e+00
2.969443e-05 8.923233e-06 3.049999e+00 2.425000e+01 0.000000e+00 6.000000e+00
1.966904e-05 9.641132e-06 3.049999e+00 2.475000e+01 0.000000e+00 6.000000e+00
2.176917e-03 7.174992e-05 3.149999e+00 2.500000e-01 0.000000e+00 6.000000e+00
1.564906e-03 5.219816e-05 3.149999e+00 7.500000e-01 0.000000e+00 6.000000e+00
8.651977e-04 3.415455e-05 3.149999e+00 1.250000e+00 0.000000e+00 6.000000e+00
2.829129e-04 2.111201e-05 3.149999e+00 1.750000e+00 0.000000e+00 6.000000e+00
5.270547e-05 1.486144e-05 3.149999e+00 2.250000e+00 0.000000e+00 6.000000e+00
3.841868e-05 1.279020e-05 3.149999e+00 2.750000e+00 0.000000e+00 6.000000e+00
4.022889e-05 1.143009e-05 3.149999e+00 3.250000e+00 0.000000e+00 6.000000e+00
4.031399e-05 1.059295e-05 3.149999e+00 3.750000e+00 0.000000e+00 6.000000e+00
3.677082e-05 1.037977e-05 3.149999e+00 4.250000e+00 0.000000e+00 6.000000e+00
3.038950e-05 1.110319e-05 3.149999e+00 4.750000e+00 0.000000e+00 6.000000e+00
1.470391e-05 1.128583e-05 3.149999e+00 5.250000e+00 0.000000e+00 6.000000e+00
1.967132e-07 1.080622e-05 3.149999e+00 5.750000e+00 0.000000e+00 6.000000e+00
-2.808958e-06 1.078802e-05 3.149999e+00 6.250000e+00 0.000000e+00 6.000000e+00
1.581232e-05 1.146530e-05 3.149999e+00 6.750000e+00 0.000000e+00 6.000000e+00
3.683934e-05 1.200083e-05 3.149999e+00 7.250000e+00 0.000000e+00 6.000000e+00
4.493639e-05 1.231964e-05 3.149999e+00 7.750000e+00 0.000000e+00 6.000000e+00
4.689568e-05 1.208974e-05 3.149999e+00 8.250000e+00 0.000000e+00 6.000000e+00
5.531361e-05 1.191743e-05 3.149999e+00 8.750000e+00 0.000000e+00 6.000000e+00
6.260324e-05 1.232917e-05 3.149999e+00 9.250000e+00 0.000000e+00 6.000000e+00
