# Intensity Error [H,0,0] DeltaE [0,0,L] [0,K,0]
#  shape: 80x50x1x1
1.315366e-05 6.439234e-06 4.999614e-02 1.775000e+01 8.000000e+00 0.000000e+00
-9.811434e-06 5.980133e-06 4.999614e-02 1.825000e+01 8.000000e+00 0.000000e+00
-1.043618e-05 6.575561e-06 4.999614e-02 1.875000e+01 8.000000e+00 0.000000e+00
8.370855e-06 6.589181e-06 4.999614e-02 1.925000e+01 8.000000e+00 0.000000e+00
3.694183e-05 6.596249e-06 4.999614e-02 1.975000e+01 8.000000e+00 0.000000e+00
5.322567e-05 7.664430e-06 4.999614e-02 2.025000e+01 8.000000e+00 0.000000e+00
5.820801e-05 7.896263e-06 4.999614e-02 2.075000e+01 8.000000e+00 0.000000e+00
4.583195e-05 7.515492e-06 4.999614e-02 2.125000e+01 8.000000e+00 0.000000e+00
2.920204e-05 7.520316e-06 4.999614e-02 2.175000e+01 8.000000e+00 0.000000e+00
1.679104e-05 7.045966e-06 4.999614e-02 2.225000e+01 8.000000e+00 0.000000e+00
9.422819e-06 6.605860e-06 4.999614e-02 2.275000e+01 8.000000e+00 0.000000e+00
2.136548e-06 6.798400e-06 4.999614e-02 2.325000e+01 8.000000e+00 0.000000e+00
-1.859058e-07 6.616443e-06 4.999614e-02 2.375000e+01 8.000000e+00 0.000000e+00
-1.087635e-06 6.403509e-06 4.999614e-02 2.425000e+01 8.000000e+00 0.000000e+00
-3.700020e-08 7.195449e-06 4.999614e-02 2.475000e+01 8.000000e+00 0.000000e+00
5.257916e-01 8.503507e-04 1.499960e-01 2.500000e-01 8.000000e+00 0.000000e+00
3.712770e-01 5.939861e-04 1.499960e-01 7.500000e-01 8.000000e+00 0.000000e+00
2.027622e-01 3.590269e-04 1.499960e-01 1.250000e+00 8.000000e+00 0.000000e+00
6.415648e-02 1.744684e-04 1.499960e-01 1.750000e+00 8.000000e+00 0.000000e+00
9.627082e-03 6.187006e-05 1.499960e-01 2.250000e+00 8.000000e+00 0.000000e+00
9.006841e-04 2.530093e-05 1.499960e-01 2.750000e+00 8.000000e+00 0.000000e+00
5.396313e-04 2.030202e-05 1.499960e-01 3.250000e+00 8.000000e+00 0.000000e+00
3.785296e-04 1.780922e-05 1.499960e-01 3.750000e+00 8.000000e+00 0.000000e+00
2.562935e-04 1.572904e-05 1.499960e-01 4.250000e+00 8.000000e+00 0.000000e+00
1.528600e-04 1.311397e-05 1.499960e-01 4.750000e+00 8.000000e+00 0.000000e+00
7.465102e-05 1.057695e-05 1.499960e-01 5.250000e+00 8.000000e+00 0.000000e+00
3.125571e-05 8.869708e-06 1.499960e-01 5.750000e+00 8.000000e+00 0.000000e+00
2.363537e-05 8.024723e-06 1.499960e-01 6.250000e+00 8.000000e+00 0.000000e+00
2.737724e-05 7.923198e-06 1.499960e-01 6.750000e+00 8.000000e+00 0.000000e+00
2.860859e-05 8.017321e-06 1.499960e-01 7.250000e+00 8.000000e+00 0.000000e+00
3.177465e-05 7.877573e-06 1.499960e-01 7.750000e+00 8.000000e+00 0.000000e+00
3.794441e-05 8.114135e-06 1.499960e-01 8.250000e+00 8.000000e+00 0.000000e+00
4.605798e-05 7.958057e-06 1.499960e-01 8.750000e+00 8.000000e+00 0.000000e+00
4.741881e-05 6.872435e-06 1.499960e-01 9.250000e+00 8.000000e+00 0.000000e+00
4.008728e-05 6.514380e-06 1.499960e-01 9.750000e+00 8.000000e+00 0.000000e+00
3.122210e-05 6.607508e-06 1.499960e-01 1.025000e+01 8.000000e+00 0.000000e+00
3.097274e-05 6.923636e-06 1.499960e-01 1.075000e+01 8.000000e+00 0.000000e+00
3.552401e-05 7.480337e-06 1.499960e-01 1.125000e+01 8.000000e+00 0.000000e+00
4.003756e-05 7.613223e-06 1.499960e-01 1.175000e+01 8.000000e+00 0.000000e+00
4.070331e-05 7.010059e-06 1.499960e-01 1.225000e+01 8.000000e+00 0.000000e+00
3.453205e-05 6.546193e-06 1.499960e-01 1.275000e+01 8.000000e+00 0.000000e+00
2.510912e-05 6.243790e-06 1.499960e-01 1.325000e+01 8.000000e+00 0.000000e+00
1.718084e-05 5.946850e-06 1.499960e-01 1.375000e+01 8.000000e+00 0.000000e+00
1.929647e-05 5.799024e-06 1.499960e-01 1.425000e+01 8.000000e+00 0.000000e+00
2.930207e-05 6.087972e-06 1.499960e-01 1.475000e+01 8.000000e+00 0.000000e+00
3.469451e-05 6.555080e-06 1.499960e-01 1.525000e+01 8.000000e+00 0.000000e+00
3.600250e-05 6.482339e-06 1.499960e-01 1.575000e+01 8.000000e+00 0.000000e+00
3.784435e-05 6.141293e-06 1.499960e-01 1.625000e+01 8.000000e+00 0.000000e+00
4.411487e-05 6.263879e-06 1.499960e-01 1.675000e+01 8.000000e+00 0.000000e+00
3.615341e-05 6.268960e-06 1.499960e-01 1.725000e+01 8.000000e+00 0.000000e+00
1.594873e-05 5.967135e-06 1.499960e-01 1.775000e+01 8.000000e+00 0.000000e+00
-4.516965e-06 5.799601e-06 1.499960e-01 1.825000e+01 8.000000e+00 0.000000e+00
-3.142533e-06 6.459313e-06 1.499960e-01 1.875000e+01 8.000000e+00 0.000000e+00
1.476702e-05 7.069722e-06 1.499960e-01 1.925000e+01 8.000000e+00 0.000000e+00
3.928410e-05 7.478066e-06 1.499960e-01 1.975000e+01 8.000000e+00 0.000000e+00
4.996195e-05 8.089758e-06 1.499960e-01 2.025000e+01 8.000000e+00 0.000000e+00
5.046969e-05 7.762732e-06 1.499960e-01 2.075000e+01 8.000000e+00 0.000000e+00
3.694272e-05 7.053093e-06 1.499960e-01 2.125000e+01 8.000000e+00 0.000000e+00
2.387221e-05 7.240739e-06 1.499960e-01 2.175000e+01 8.000000e+00 0.000000e+00
1.347127e-05 7.099781e-06 1.499960e-01 2.225000e+01 8.000000e+00 0.000000e+00
4.477161e-06 6.793005e-06 1.499960e-01 2.275000e+01 8.000000e+00 0.000000e+00
-5.721283e-06 6.717934e-06 1.499960e-01 2.325000e+01 8.000000e+00 0.000000e+00
-7.531106e-06 6.324996e-06 1.499960e-01 2.375000e+01 8.000000e+00 0.000000e+00
-5.012062e-06 6.137892e-06 1.499960e-01 2.425000e+01 8.000000e+00 0.000000e+00
8.008996e-07 6.879083e-06 1.499960e-01 2.475000e+01 8.000000e+00 0.000000e+00
2.660040e-01 5.764151e-04 2.499959e-01 2.500000e-01 8.000000e+00 0.000000e+00
1.865256e-01 3.934740e-04 2.499959e-01 7.500000e-01 8.000000e+00 0.000000e+00
1.018588e-01 2.362994e-04 2.499959e-01 1.250000e+00 8.000000e+00 0.000000e+00
3.235003e-02 1.181451e-04 2.499959e-01 1.750000e+00 8.000000e+00 0.000000e+00
5.588026e-03 4.565536e-05 2.499959e-01 2.250000e+00 8.000000e+00 0.000000e+00
6.545963e-04 2.241481e-05 2.499959e-01 2.750000e+00 8.000000e+00 0.000000e+00
4.587211e-04 1.987985e-05 2.499959e-01 3.250000e+00 8.000000e+00 0.000000e+00
3.632187e-04 1.828793e-05 2.499959e-01 3.750000e+00 8.000000e+00 0.000000e+00
2.700629e-04 1.665036e-05 2.499959e-01 4.250000e+00 8.000000e+00 0.000000e+00
1.815255e-04 1.437992e-05 2.499959e-01 4.750000e+00 8.000000e+00 0.000000e+00
1.086496e-04 1.182521e-05 2.499959e-01 5.250000e+00 8.000000e+00 0.000000e+00
6.387423e-05 1.006935e-05 2.499959e-01 5.750000e+00 8.000000e+00 0.000000e+00
4.687175e-05 9.201650e-06 2.499959e-01 6.250000e+00 8.000000e+00 0.000000e+00
4.103005e-05 8.546949e-06 2.499959e-01 6.750000e+00 8.000000e+00 0.000000e+00
3.175953e-05 8.002566e-06 2.499959e-01 7.250000e+00 8.000000e+00 0.000000e+00
2.633292e-05 7.477501e-06 2.499959e-01 7.750000e+00 8.000000e+00 0.000000e+00
2.862585e-05 7.348144e-06 2.499959e-01 8.250000e+00 8.000000e+00 0.000000e+00
3.790961e-05 7.422204e-06 2.499959e-01 8.750000e+00 8.000000e+00 0.000000e+00
4.652251e-05 7.166711e-06 2.499959e-01 9.250000e+00 8.000000e+00 0.000000e+00
4.760366e-05 7.184399e-06 2.499959e-01 9.750000e+00 8.000000e+00 0.000000e+00
4.396688e-05 7.410933e-06 2.499959e-01 1.025000e+01 8.000000e+00 0.000000e+00
3.850575e-05 7.436980e-06 2.499959e-01 1.075000e+01 8.000000e+00 0.000000e+00
3.552799e-05 7.583065e-06 2.499959e-01 1.125000e+01 8.000000e+00 0.000000e+00
3.200008e-05 7.539099e-06 2.499959e-01 1.175000e+01 8.000000e+00 0.000000e+00
3.106862e-05 6.975163e-06 2.499959e-01 1.225000e+01 8.000000e+00 0.000000e+00
2.696124e-05 6.268585e-06 2.499959e-01 1.275000e+01 8.000000e+00 0.000000e+00
2.308641e-05 5.925126e-06 2.499959e-01 1.325000e+01 8.000000e+00 0.000000e+00
1.910687e-05 5.833500e-06 2.499959e-01 1.375000e+01 8.000000e+00 0.000000e+00
2.329622e-05 5.885153e-06 2.499959e-01 1.425000e+01 8.000000e+00 0.000000e+00
3.105389e-05 6.110469e-06 2.499959e-01 1.475000e+01 8.000000e+00 0.000000e+00
3.413373e-05 6.322425e-06 2.499959e-01 1.525000e+01 8.000000e+00 0.000000e+00
3.590499e-05 6.150058e-06 2.499959e-01 1.575000e+01 8.000000e+00 0.000000e+00
4.016276e-05 6.063728e-06 2.499959e-01 1.625000e+01 8.000000e+00 0.000000e+00
4.729770e-05 6.371257e-06 2.499959e-01 1.675000e+01 8.000000e+00 0.000000e+00
4.139080e-05 6.458349e-06 2.499959e-01 1.725000e+01 8.000000e+00 0.000000e+00
2.460794e-05 6.541417e-06 2.499959e-01 1.775000e+01 8.000000e+00 0.000000e+00
6.891937e-06 6.796460e-06 2.499959e-01 1.825000e+01 8.000000e+00 0.000000e+00
8.339451e-06 7.132859e-06 2.499959e-01 1.875000e+01 8.000000e+00 0.000000e+00
2.168695e-05 7.703845e-06 2.499959e-01 1.925000e+01 8.000000e+00 0.000000e+00
3.998975e-05 8.181210e-06 2.499959e-01 1.975000e+01 8.000000e+00 0.000000e+00
4.569432e-05 8.195058e-06 2.499959e-01 2.025000e+01 8.000000e+00 0.000000e+00
4.345515e-05 7.638084e-06 2.499959e-01 2.075000e+01 8.000000e+00 0.000000e+00
2.932012e-05 7.217723e-06 2.499959e-01 2.125000e+01 8.000000e+00 0.000000e+00
1.912766e-05 7.585721e-06 2.499959e-01 2.175000e+01 8.000000e+00 0.000000e+00
9.398549e-06 7.251757e-06 2.499959e-01 2.225000e+01 8.000000e+00 0.000000e+00
-6.551355e-07 6.469110e-06 2.499959e-01 2.275000e+01 8.000000e+00 0.000000e+00
-1.194048e-05 6.100456e-06 2.499959e-01 2.325000e+01 8.000000e+00 0.000000e+00
-1.179113e-05 6.014100e-06 2.499959e-01 2.375000e+01 8.000000e+00 0.000000e+00
-5.495930e-06 6.337627e-06 2.499959e-01 2.425000e+01 8.000000e+00 0.000000e+00
5.226625e-06 7.410731e-06 2.499959e-01 2.475000e+01 8.000000e+00 0.000000e+00
8.732578e-02 3.269595e-04 3.499959e-01 2.500000e-01 8.000000e+00 0.000000e+00
5.916356e-02 2.109278e-04 3.499959e-01 7.500000e-01 8.000000e+00 0.000000e+00
3.141581e-02 1.197262e-04 3.499959e-01 1.250000e+00 8.000000e+00 0.000000e+00
9.561185e-03 5.977212e-05 3.499959e-01 1.750000e+00 8.000000e+00 0.000000e+00
2.059237e-03 2.695373e-05 3.499959e-01 2.250000e+00 8.000000e+00 0.000000e+00
3.816227e-04 1.774218e-05 3.499959e-01 2.750000e+00 8.000000e+00 0.000000e+00
3.305918e-04 1.695411e-05 3.499959e-01 3.250000e+00 8.000000e+00 0.000000e+00
3.024360e-04 1.661330e-05 3.499959e-01 3.750000e+00 8.000000e+00 0.000000e+00
2.601045e-04 1.634282e-05 3.499959e-01 4.250000e+00 8.000000e+00 0.000000e+00
2.093571e-04 1.540626e-05 3.499959e-01 4.750000e+00 8.000000e+00 0.000000e+00
1.523157e-04 1.334195e-05 3.499959e-01 5.250000e+00 8.000000e+00 0.000000e+00
1.071259e-04 1.131536e-05 3.499959e-01 5.750000e+00 8.000000e+00 0.000000e+00
7.615698e-05 9.886904e-06 3.499959e-01 6.250000e+00 8.000000e+00 0.000000e+00
5.760243e-05 8.951184e-06 3.499959e-01 6.750000e+00 8.000000e+00 0.000000e+00
3.696742e-05 8.026503e-06 3.499959e-01 7.250000e+00 8.000000e+00 0.000000e+00
2.272453e-05 6.992440e-06 3.499959e-01 7.750000e+00 8.000000e+00 0.000000e+00
1.947481e-05 6.266787e-06 3.499959e-01 8.250000e+00 8.000000e+00 0.000000e+00
2.833808e-05 6.295898e-06 3.499959e-01 8.750000e+00 8.000000e+00 0.000000e+00
4.138375e-05 6.632117e-06 3.499959e-01 9.250000e+00 8.000000e+00 0.000000e+00
4.808984e-05 6.939659e-06 3.499959e-01 9.750000e+00 8.000000e+00 0.000000e+00
4.762622e-05 7.170881e-06 3.499959e-01 1.025000e+01 8.000000e+00 0.000000e+00
3.998495e-05 7.028746e-06 3.499959e-01 1.075000e+01 8.000000e+00 0.000000e+00
3.395681e-05 7.013099e-06 3.499959e-01 1.125000e+01 8.000000e+00 0.000000e+00
2.857060e-05 6.962908e-06 3.499959e-01 1.175000e+01 8.000000e+00 0.000000e+00
2.898752e-05 6.721515e-06 3.499959e-01 1.225000e+01 8.000000e+00 0.000000e+00
2.819577e-05 6.274283e-06 3.499959e-01 1.275000e+01 8.000000e+00 0.000000e+00
2.848452e-05 6.066501e-06 3.499959e-01 1.325000e+01 8.000000e+00 0.000000e+00
2.770911e-05 6.030828e-06 3.499959e-01 1.375000e+01 8.000000e+00 0.000000e+00
3.178892e-05 6.115093e-06 3.499959e-01 1.425000e+01 8.000000e+00 0.000000e+00
3.523932e-05 6.136945e-06 3.499959e-01 1.475000e+01 8.000000e+00 0.000000e+00
3.356184e-05 6.098606e-06 3.499959e-01 1.525000e+01 8.000000e+00 0.000000e+00
3.466097e-05 5.992819e-06 3.499959e-01 1.575000e+01 8.000000e+00 0.000000e+00
4.148802e-05 6.202595e-06 3.499959e-01 1.625000e+01 8.000000e+00 0.000000e+00
5.142076e-05 6.687483e-06 3.499959e-01 1.675000e+01 8.000000e+00 0.000000e+00
4.895844e-05 6.959516e-06 3.499959e-01 1.725000e+01 8.000000e+00 0.000000e+00
3.615808e-05 7.440660e-06 3.499959e-01 1.775000e+01 8.000000e+00 0.000000e+00
2.000029e-05 7.922496e-06 3.499959e-01 1.825000e+01 8.000000e+00 0.000000e+00
1.807194e-05 7.956692e-06 3.499959e-01 1.875000e+01 8.000000e+00 0.000000e+00
2.286808e-05 8.058082e-06 3.499959e-01 1.925000e+01 8.000000e+00 0.000000e+00
3.409458e-05 8.267655e-06 3.499959e-01 1.975000e+01 8.000000e+00 0.000000e+00
4.035456e-05 8.321189e-06 3.499959e-01 2.025000e+01 8.000000e+00 0.000000e+00
4.255450e-05 8.278729e-06 3.499959e-01 2.075000e+01 8.000000e+00 0.000000e+00
3.172574e-05 8.279995e-06 3.499959e-01 2.125000e+01 8.000000e+00 0.000000e+00
2.097826e-05 8.336970e-06 3.499959e-01 2.175000e+01 8.000000e+00 0.000000e+00
9.489990e-06 7.487431e-06 3.499959e-01 2.225000e+01 8.000000e+00 0.000000e+00
-3.995225e-07 6.442344e-06 3.499959e-01 2.275000e+01 8.000000e+00 0.000000e+00
-9.961124e-06 6.197826e-06 3.499959e-01 2.325000e+01 8.000000e+00 0.000000e+00
-7.532883e-06 6.301909e-06 3.499959e-01 2.375000e+01 8.000000e+00 0.000000e+00
1.390095e-06 6.815398e-06 3.499959e-01 2.425000e+01 8.000000e+00 0.000000e+00
1.533839e-05 8.143629e-06 3.499959e-01 2.475000e+01 8.000000e+00 0.000000e+00
2.366210e-02 1.562554e-04 4.499958e-01 2.500000e-01 8.000000e+00 0.000000e+00
1.491744e-02 9.862479e-05 4.499958e-01 7.500000e-01 8.000000e+00 0.000000e+00
7.216357e-03 5.589922e-05 4.499958e-01 1.250000e+00 8.000000e+00 0.000000e+00
1.759640e-03 3.024558e-05 4.499958e-01 1.750000e+00 8.000000e+00 0.000000e+00
4.616521e-04 1.720988e-05 4.499958e-01 2.250000e+00 8.000000e+00 0.000000e+00
1.989148e-04 1.376152e-05 4.499958e-01 2.750000e+00 8.000000e+00 0.000000e+00
2.066463e-04 1.359909e-05 4.499958e-01 3.250000e+00 8.000000e+00 0.000000e+00
2.086769e-04 1.400194e-05 4.499958e-01 3.750000e+00 8.000000e+00 0.000000e+00
2.054097e-04 1.447001e-05 4.499958e-01 4.250000e+00 8.000000e+00 0.000000e+00
1.959659e-04 1.460961e-05 4.499958e-01 4.750000e+00 8.000000e+00 0.000000e+00
1.674229e-04 1.360083e-05 4.499958e-01 5.250000e+00 8.000000e+00 0.000000e+00
1.353366e-04 1.201076e-05 4.499958e-01 5.750000e+00 8.000000e+00 0.000000e+00
1.045985e-04 1.064058e-05 4.499958e-01 6.250000e+00 8.000000e+00 0.000000e+00
8.257463e-05 9.762221e-06 4.499958e-01 6.750000e+00 8.000000e+00 0.000000e+00
5.647685e-05 8.442902e-06 4.499958e-01 7.250000e+00 8.000000e+00 0.000000e+00
3.390579e-05 7.089597e-06 4.499958e-01 7.750000e+00 8.000000e+00 0.000000e+00
2.306383e-05 6.307147e-06 4.499958e-01 8.250000e+00 8.000000e+00 0.000000e+00
2.848793e-05 6.151097e-06 4.499958e-01 8.750000e+00 8.000000e+00 0.000000e+00
4.044165e-05 6.427835e-06 4.499958e-01 9.250000e+00 8.000000e+00 0.000000e+00
4.821184e-05 6.617831e-06 4.499958e-01 9.750000e+00 8.000000e+00 0.000000e+00
4.905590e-05 6.707974e-06 4.499958e-01 1.025000e+01 8.000000e+00 0.000000e+00
4.305639e-05 6.737509e-06 4.499958e-01 1.075000e+01 8.000000e+00 0.000000e+00
3.689354e-05 6.701003e-06 4.499958e-01 1.125000e+01 8.000000e+00 0.000000e+00
3.189083e-05 6.565813e-06 4.499958e-01 1.175000e+01 8.000000e+00 0.000000e+00
3.370729e-05 6.594243e-06 4.499958e-01 1.225000e+01 8.000000e+00 0.000000e+00
3.660414e-05 6.585661e-06 4.499958e-01 1.275000e+01 8.000000e+00 0.000000e+00
3.995510e-05 6.523991e-06 4.499958e-01 1.325000e+01 8.000000e+00 0.000000e+00
4.039687e-05 6.537128e-06 4.499958e-01 1.375000e+01 8.000000e+00 0.000000e+00
4.157077e-05 6.525039e-06 4.499958e-01 1.425000e+01 8.000000e+00 0.000000e+00
3.962907e-05 6.321299e-06 4.499958e-01 1.475000e+01 8.000000e+00 0.000000e+00
3.303925e-05 6.199799e-06 4.499958e-01 1.525000e+01 8.000000e+00 0.000000e+00
3.303524e-05 6.212036e-06 4.499958e-01 1.575000e+01 8.000000e+00 0.000000e+00
4.027714e-05 6.658794e-06 4.499958e-01 1.625000e+01 8.000000e+00 0.000000e+00
5.000392e-05 7.267139e-06 4.499958e-01 1.675000e+01 8.000000e+00 0.000000e+00
4.790825e-05 7.348640e-06 4.499958e-01 1.725000e+01 8.000000e+00 0.000000e+00
3.776415e-05 7.620669e-06 4.499958e-01 1.775000e+01 8.000000e+00 0.000000e+00
2.398998e-05 8.083542e-06 4.499958e-01 1.825000e+01 8.000000e+00 0.000000e+00
1.939923e-05 8.003283e-06 4.499958e-01 1.875000e+01 8.000000e+00 0.000000e+00
1.694236e-05 7.878179e-06 4.499958e-01 1.925000e+01 8.000000e+00 0.000000e+00
2.285027e-05 8.144291e-06 4.499958e-01 1.975000e+01 8.000000e+00 0.000000e+00
3.357066e-05 8.670615e-06 4.499958e-01 2.025000e+01 8.000000e+00 0.000000e+00
4.223545e-05 8.965823e-06 4.499958e-01 2.075000e+01 8.000000e+00 0.000000e+00
3.693601e-05 9.017672e-06 4.499958e-01 2.125000e+01 8.000000e+00 0.000000e+00
2.555132e-05 8.690673e-06 4.499958e-01 2.175000e+01 8.000000e+00 0.000000e+00
1.523940e-05 7.917680e-06 4.499958e-01 2.225000e+01 8.000000e+00 0.000000e+00
8.358841e-06 7.457269e-06 4.499958e-01 2.275000e+01 8.000000e+00 0.000000e+00
2.652314e-06 7.301845e-06 4.499958e-01 2.325000e+01 8.000000e+00 0.000000e+00
5.302076e-06 6.802466e-06 4.499958e-01 2.375000e+01 8.000000e+00 0.000000e+00
1.357178e-05 7.008729e-06 4.499958e-01 2.425000e+01 8.000000e+00 0.000000e+00
2.652710e-05 8.481776e-06 4.499958e-01 2.475000e+01 8.000000e+00 0.000000e+00
5.220364e-03 7.735410e-05 5.499957e-01 2.500000e-01 8.000000e+00 0.000000e+00
3.457599e-03 5.293943e-05 5.499957e-01 7.500000e-01 8.000000e+00 0.000000e+00
1.817553e-03 3.405078e-05 5.499957e-01 1.250000e+00 8.000000e+00 0.000000e+00
5.715325e-04 2.124476e-05 5.499957e-01 1.750000e+00 8.000000e+00 0.000000e+00
1.936531e-04 1.389746e-05 5.499957e-01 2.250000e+00 8.000000e+00 0.000000e+00
1.076242e-04 1.157223e-05 5.499957e-01 2.750000e+00 8.000000e+00 0.000000e+00
1.120725e-04 1.093946e-05 5.499957e-01 3.250000e+00 8.000000e+00 0.000000e+00
1.150449e-04 1.126900e-05 5.499957e-01 3.750000e+00 8.000000e+00 0.000000e+00
1.264243e-04 1.183173e-05 5.499957e-01 4.250000e+00 8.000000e+00 0.000000e+00
1.407687e-04 1.226533e-05 5.499957e-01 4.750000e+00 8.000000e+00 0.000000e+00
1.381223e-04 1.193238e-05 5.499957e-01 5.250000e+00 8.000000e+00 0.000000e+00
1.277239e-04 1.127952e-05 5.499957e-01 5.750000e+00 8.000000e+00 0.000000e+00
1.146548e-04 1.105073e-05 5.499957e-01 6.250000e+00 8.000000e+00 0.000000e+00
1.034539e-04 1.082638e-05 5.499957e-01 6.750000e+00 8.000000e+00 0.000000e+00
8.259742e-05 9.677365e-06 5.499957e-01 7.250000e+00 8.000000e+00 0.000000e+00
5.861900e-05 8.280703e-06 5.499957e-01 7.750000e+00 8.000000e+00 0.000000e+00
4.427012e-05 7.238186e-06 5.499957e-01 8.250000e+00 8.000000e+00 0.000000e+00
4.496712e-05 6.800258e-06 5.499957e-01 8.750000e+00 8.000000e+00 0.000000e+00
4.973912e-05 6.879740e-06 5.499957e-01 9.250000e+00 8.000000e+00 0.000000e+00
5.195420e-05 6.824730e-06 5.499957e-01 9.750000e+00 8.000000e+00 0.000000e+00
5.200226e-05 6.876836e-06 5.499957e-01 1.025000e+01 8.000000e+00 0.000000e+00
5.036944e-05 7.408821e-06 5.499957e-01 1.075000e+01 8.000000e+00 0.000000e+00
4.731268e-05 7.393709e-06 5.499957e-01 1.125000e+01 8.000000e+00 0.000000e+00
4.199396e-05 7.036050e-06 5.499957e-01 1.175000e+01 8.000000e+00 0.000000e+00
4.061758e-05 6.891419e-06 5.499957e-01 1.225000e+01 8.000000e+00 0.000000e+00
4.170311e-05 6.759383e-06 5.499957e-01 1.275000e+01 8.000000e+00 0.000000e+00
4.397161e-05 6.534327e-06 5.499957e-01 1.325000e+01 8.000000e+00 0.000000e+00
4.407357e-05 6.569002e-06 5.499957e-01 1.375000e+01 8.000000e+00 0.000000e+00
4.364606e-05 6.633697e-06 5.499957e-01 1.425000e+01 8.000000e+00 0.000000e+00
3.952717e-05 6.440218e-06 5.499957e-01 1.475000e+01 8.000000e+00 0.000000e+00
3.195748e-05 6.235343e-06 5.499957e-01 1.525000e+01 8.000000e+00 0.000000e+00
3.223141e-05 6.215338e-06 5.499957e-01 1.575000e+01 8.000000e+00 0.000000e+00
3.756898e-05 6.820396e-06 5.499957e-01 1.625000e+01 8.000000e+00 0.000000e+00
4.296613e-05 7.422009e-06 5.499957e-01 1.675000e+01 8.000000e+00 0.000000e+00
3.566363e-05 7.358372e-06 5.499957e-01 1.725000e+01 8.000000e+00 0.000000e+00
2.388649e-05 7.435991e-06 5.499957e-01 1.775000e+01 8.000000e+00 0.000000e+00
1.355094e-05 7.675343e-06 5.499957e-01 1.825000e+01 8.000000e+00 0.000000e+00
1.243113e-05 7.426827e-06 5.499957e-01 1.875000e+01 8.000000e+00 0.000000e+00
1.092790e-05 7.252259e-06 5.499957e-01 1.925000e+01 8.000000e+00 0.000000e+00
1.521831e-05 7.533944e-06 5.499957e-01 1.975000e+01 8.000000e+00 0.000000e+00
2.748939e-05 8.256475e-06 5.499957e-01 2.025000e+01 8.000000e+00 0.000000e+00
3.832481e-05 8.899809e-06 5.499957e-01 2.075000e+01 8.000000e+00 0.000000e+00
3.689657e-05 9.206300e-06 5.499957e-01 2.125000e+01 8.000000e+00 0.000000e+00
2.593098e-05 8.793146e-06 5.499957e-01 2.175000e+01 8.000000e+00 0.000000e+00
1.940410e-05 8.304705e-06 5.499957e-01 2.225000e+01 8.000000e+00 0.000000e+00
1.745087e-05 8.241616e-06 5.499957e-01 2.275000e+01 8.000000e+00 0.000000e+00
1.618637e-05 8.009142e-06 5.499957e-01 2.325000e+01 8.000000e+00 0.000000e+00
1.786850e-05 7.077220e-06 5.499957e-01 2.375000e+01 8.000000e+00 0.000000e+00
2.368211e-05 7.300719e-06 5.499957e-01 2.425000e+01 8.000000e+00 0.000000e+00
3.339150e-05 8.975636e-06 5.499957e-01 2.475000e+01 8.000000e+00 0.000000e+00
2.170662e-03 5.825443e-05 6.499956e-01 2.500000e-01 8.000000e+00 0.000000e+00
1.545084e-03 4.135850e-05 6.499956e-01 7.500000e-01 8.000000e+00 0.000000e+00
8.706021e-04 2.708033e-05 6.499956e-01 1.250000e+00 8.000000e+00 0.000000e+00
3.151957e-04 1.744758e-05 6.499956e-01 1.750000e+00 8.000000e+00 0.000000e+00
1.025163e-04 1.229564e-05 6.499956e-01 2.250000e+00 8.000000e+00 0.000000e+00
6.664557e-05 1.025261e-05 6.499956e-01 2.750000e+00 8.000000e+00 0.000000e+00
5.503114e-05 9.079758e-06 6.499956e-01 3.250000e+00 8.000000e+00 0.000000e+00
4.206146e-05 8.747582e-06 6.499956e-01 3.750000e+00 8.000000e+00 0.000000e+00
4.702925e-05 9.094171e-06 6.499956e-01 4.250000e+00 8.000000e+00 0.000000e+00
6.822690e-05 9.861797e-06 6.499956e-01 4.750000e+00 8.000000e+00 0.000000e+00
8.414152e-05 1.013600e-05 6.499956e-01 5.250000e+00 8.000000e+00 0.000000e+00
9.271318e-05 9.920634e-06 6.499956e-01 5.750000e+00 8.000000e+00 0.000000e+00
9.801817e-05 1.016629e-05 6.499956e-01 6.250000e+00 8.000000e+00 0.000000e+00
1.005746e-04 1.050596e-05 6.499956e-01 6.750000e+00 8.000000e+00 0.000000e+00
9.216288e-05 1.018047e-05 6.499956e-01 7.250000e+00 8.000000e+00 0.000000e+00
7.752085e-05 9.328864e-06 6.499956e-01 7.750000e+00 8.000000e+00 0.000000e+00
6.898867e-05 8.300019e-06 6.499956e-01 8.250000e+00 8.000000e+00 0.000000e+00
6.890800e-05 7.639627e-06 6.499956e-01 8.750000e+00 8.000000e+00 0.000000e+00
6.588516e-05 7.402703e-06 6.499956e-01 9.250000e+00 8.000000e+00 0.000000e+00
5.893112e-05 7.028586e-06 6.499956e-01 9.750000e+00 8.000000e+00 0.000000e+00
5.397436e-05 6.851047e-06 6.499956e-01 1.025000e+01 8.000000e+00 0.000000e+00
5.302464e-05 7.461069e-06 6.499956e-01 1.075000e+01 8.000000e+00 0.000000e+00
5.269411e-05 7.503234e-06 6.499956e-01 1.125000e+01 8.000000e+00 0.000000e+00
4.770580e-05 7.217784e-06 6.499956e-01 1.175000e+01 8.000000e+00 0.000000e+00
4.144049e-05 6.989640e-06 6.499956e-01 1.225000e+01 8.000000e+00 0.000000e+00
