# Intensity Error [H,0,0] DeltaE [0,0,L] [0,K,0]
#  shape: 80x50x1x1
5.896757e-05 9.636192e-06 -1.950002e+00 1.275000e+01 8.000000e+00 0.000000e+00
3.976795e-05 8.869375e-06 -1.950002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.392664e-05 8.812091e-06 -1.950002e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.109651e-05 9.710264e-06 -1.950002e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.707119e-05 1.027821e-05 -1.950002e+00 1.475000e+01 8.000000e+00 0.000000e+00
5.095935e-05 1.062497e-05 -1.950002e+00 1.525000e+01 8.000000e+00 0.000000e+00
4.530084e-05 1.068163e-05 -1.950002e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.742843e-05 1.036325e-05 -1.950002e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.054876e-05 9.768413e-06 -1.950002e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.279677e-05 9.919917e-06 -1.950002e+00 1.725000e+01 8.000000e+00 0.000000e+00
1.089006e-05 1.064993e-05 -1.950002e+00 1.775000e+01 8.000000e+00 0.000000e+00
1.746651e-05 1.138283e-05 -1.950002e+00 1.825000e+01 8.000000e+00 0.000000e+00
1.603399e-05 1.066652e-05 -1.950002e+00 1.875000e+01 8.000000e+00 0.000000e+00
1.740733e-05 9.824819e-06 -1.950002e+00 1.925000e+01 8.000000e+00 0.000000e+00
1.971453e-05 9.007859e-06 -1.950002e+00 1.975000e+01 8.000000e+00 0.000000e+00
2.821855e-05 8.490096e-06 -1.950002e+00 2.025000e+01 8.000000e+00 0.000000e+00
2.735660e-05 8.356006e-06 -1.950002e+00 2.075000e+01 8.000000e+00 0.000000e+00
2.059668e-05 8.187926e-06 -1.950002e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.254712e-05 7.806911e-06 -1.950002e+00 2.175000e+01 8.000000e+00 0.000000e+00
6.919507e-06 7.566200e-06 -1.950002e+00 2.225000e+01 8.000000e+00 0.000000e+00
2.722969e-06 7.197023e-06 -1.950002e+00 2.275000e+01 8.000000e+00 0.000000e+00
3.021915e-07 6.900000e-06 -1.950002e+00 2.325000e+01 8.000000e+00 0.000000e+00
-4.921286e-07 6.654913e-06 -1.950002e+00 2.375000e+01 8.000000e+00 0.000000e+00
1.139705e-06 7.061075e-06 -1.950002e+00 2.425000e+01 8.000000e+00 0.000000e+00
2.918895e-06 8.203780e-06 -1.950002e+00 2.475000e+01 8.000000e+00 0.000000e+00
1.087450e-01 3.807516e-04 -1.850002e+00 2.500000e-01 8.000000e+00 0.000000e+00
7.573524e-02 2.638200e-04 -1.850002e+00 7.500000e-01 8.000000e+00 0.000000e+00
4.040402e-02 1.559958e-04 -1.850002e+00 1.250000e+00 8.000000e+00 0.000000e+00
1.179709e-02 7.294321e-05 -1.850002e+00 1.750000e+00 8.000000e+00 0.000000e+00
1.417986e-03 2.610384e-05 -1.850002e+00 2.250000e+00 8.000000e+00 0.000000e+00
1.531279e-04 1.349073e-05 -1.850002e+00 2.750000e+00 8.000000e+00 0.000000e+00
8.045911e-05 1.105119e-05 -1.850002e+00 3.250000e+00 8.000000e+00 0.000000e+00
4.870447e-05 9.719682e-06 -1.850002e+00 3.750000e+00 8.000000e+00 0.000000e+00
3.349375e-05 9.305325e-06 -1.850002e+00 4.250000e+00 8.000000e+00 0.000000e+00
1.978500e-05 8.523646e-06 -1.850002e+00 4.750000e+00 8.000000e+00 0.000000e+00
8.688393e-06 7.526113e-06 -1.850002e+00 5.250000e+00 8.000000e+00 0.000000e+00
7.641784e-09 7.199672e-06 -1.850002e+00 5.750000e+00 8.000000e+00 0.000000e+00
8.238070e-06 8.078318e-06 -1.850002e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.227186e-05 8.349968e-06 -1.850002e+00 6.750000e+00 8.000000e+00 0.000000e+00
4.043920e-05 8.071941e-06 -1.850002e+00 7.250000e+00 8.000000e+00 0.000000e+00
4.798546e-05 8.226723e-06 -1.850002e+00 7.750000e+00 8.000000e+00 0.000000e+00
4.389907e-05 8.257697e-06 -1.850002e+00 8.250000e+00 8.000000e+00 0.000000e+00
3.210997e-05 7.744750e-06 -1.850002e+00 8.750000e+00 8.000000e+00 0.000000e+00
2.747230e-05 7.775208e-06 -1.850002e+00 9.250000e+00 8.000000e+00 0.000000e+00
3.634625e-05 8.571802e-06 -1.850002e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.972790e-05 9.381587e-06 -1.850002e+00 1.025000e+01 8.000000e+00 0.000000e+00
5.926331e-05 9.616413e-06 -1.850002e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.611523e-05 9.314704e-06 -1.850002e+00 1.125000e+01 8.000000e+00 0.000000e+00
7.387210e-05 9.210310e-06 -1.850002e+00 1.175000e+01 8.000000e+00 0.000000e+00
7.387680e-05 9.513461e-06 -1.850002e+00 1.225000e+01 8.000000e+00 0.000000e+00
6.279732e-05 9.735901e-06 -1.850002e+00 1.275000e+01 8.000000e+00 0.000000e+00
4.630701e-05 9.359748e-06 -1.850002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.533713e-05 9.013600e-06 -1.850002e+00 1.375000e+01 8.000000e+00 0.000000e+00
3.433771e-05 9.159476e-06 -1.850002e+00 1.425000e+01 8.000000e+00 0.000000e+00
3.942212e-05 9.715255e-06 -1.850002e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.727528e-05 1.019563e-05 -1.850002e+00 1.525000e+01 8.000000e+00 0.000000e+00
4.685948e-05 1.016213e-05 -1.850002e+00 1.575000e+01 8.000000e+00 0.000000e+00
4.091495e-05 1.021943e-05 -1.850002e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.692362e-05 1.052614e-05 -1.850002e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.660090e-05 1.087344e-05 -1.850002e+00 1.725000e+01 8.000000e+00 0.000000e+00
9.741914e-06 1.142454e-05 -1.850002e+00 1.775000e+01 8.000000e+00 0.000000e+00
1.649945e-05 1.199045e-05 -1.850002e+00 1.825000e+01 8.000000e+00 0.000000e+00
2.318170e-05 1.141729e-05 -1.850002e+00 1.875000e+01 8.000000e+00 0.000000e+00
3.000960e-05 1.023398e-05 -1.850002e+00 1.925000e+01 8.000000e+00 0.000000e+00
2.864262e-05 8.973403e-06 -1.850002e+00 1.975000e+01 8.000000e+00 0.000000e+00
3.094761e-05 8.303868e-06 -1.850002e+00 2.025000e+01 8.000000e+00 0.000000e+00
2.849792e-05 8.238147e-06 -1.850002e+00 2.075000e+01 8.000000e+00 0.000000e+00
2.199562e-05 8.311625e-06 -1.850002e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.385010e-05 8.071382e-06 -1.850002e+00 2.175000e+01 8.000000e+00 0.000000e+00
9.433784e-06 7.790041e-06 -1.850002e+00 2.225000e+01 8.000000e+00 0.000000e+00
8.239351e-06 7.410740e-06 -1.850002e+00 2.275000e+01 8.000000e+00 0.000000e+00
8.442365e-06 7.076299e-06 -1.850002e+00 2.325000e+01 8.000000e+00 0.000000e+00
8.867816e-06 6.881413e-06 -1.850002e+00 2.375000e+01 8.000000e+00 0.000000e+00
1.045838e-05 7.473045e-06 -1.850002e+00 2.425000e+01 8.000000e+00 0.000000e+00
1.314211e-05 8.853745e-06 -1.850002e+00 2.475000e+01 8.000000e+00 0.000000e+00
4.858921e-02 2.261774e-04 -1.750002e+00 2.500000e-01 8.000000e+00 0.000000e+00
3.397540e-02 1.566087e-04 -1.750002e+00 7.500000e-01 8.000000e+00 0.000000e+00
1.836185e-02 9.396971e-05 -1.750002e+00 1.250000e+00 8.000000e+00 0.000000e+00
5.621122e-03 4.661724e-05 -1.750002e+00 1.750000e+00 8.000000e+00 0.000000e+00
8.509990e-04 2.005105e-05 -1.750002e+00 2.250000e+00 8.000000e+00 0.000000e+00
1.367813e-04 1.293174e-05 -1.750002e+00 2.750000e+00 8.000000e+00 0.000000e+00
8.763732e-05 1.137267e-05 -1.750002e+00 3.250000e+00 8.000000e+00 0.000000e+00
6.294721e-05 1.005461e-05 -1.750002e+00 3.750000e+00 8.000000e+00 0.000000e+00
4.714064e-05 9.535269e-06 -1.750002e+00 4.250000e+00 8.000000e+00 0.000000e+00
3.159313e-05 9.068916e-06 -1.750002e+00 4.750000e+00 8.000000e+00 0.000000e+00
1.974128e-05 8.077173e-06 -1.750002e+00 5.250000e+00 8.000000e+00 0.000000e+00
9.805051e-06 7.385581e-06 -1.750002e+00 5.750000e+00 8.000000e+00 0.000000e+00
1.391425e-05 8.011698e-06 -1.750002e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.391805e-05 8.256090e-06 -1.750002e+00 6.750000e+00 8.000000e+00 0.000000e+00
3.818237e-05 8.030429e-06 -1.750002e+00 7.250000e+00 8.000000e+00 0.000000e+00
4.306878e-05 8.004394e-06 -1.750002e+00 7.750000e+00 8.000000e+00 0.000000e+00
3.741707e-05 7.835831e-06 -1.750002e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.435267e-05 7.507082e-06 -1.750002e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.845724e-05 7.382525e-06 -1.750002e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.753742e-05 7.631811e-06 -1.750002e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.410029e-05 8.471141e-06 -1.750002e+00 1.025000e+01 8.000000e+00 0.000000e+00
5.742267e-05 9.047863e-06 -1.750002e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.657665e-05 8.881307e-06 -1.750002e+00 1.125000e+01 8.000000e+00 0.000000e+00
7.320662e-05 8.854830e-06 -1.750002e+00 1.175000e+01 8.000000e+00 0.000000e+00
7.371570e-05 9.377492e-06 -1.750002e+00 1.225000e+01 8.000000e+00 0.000000e+00
6.526552e-05 9.672343e-06 -1.750002e+00 1.275000e+01 8.000000e+00 0.000000e+00
5.021023e-05 9.508345e-06 -1.750002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.885054e-05 8.986764e-06 -1.750002e+00 1.375000e+01 8.000000e+00 0.000000e+00
3.562098e-05 8.632809e-06 -1.750002e+00 1.425000e+01 8.000000e+00 0.000000e+00
3.708912e-05 8.902494e-06 -1.750002e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.004370e-05 9.330580e-06 -1.750002e+00 1.525000e+01 8.000000e+00 0.000000e+00
3.976361e-05 9.564776e-06 -1.750002e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.759494e-05 1.004698e-05 -1.750002e+00 1.625000e+01 8.000000e+00 0.000000e+00
3.015521e-05 1.060408e-05 -1.750002e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.875273e-05 1.090542e-05 -1.750002e+00 1.725000e+01 8.000000e+00 0.000000e+00
7.722799e-06 1.094086e-05 -1.750002e+00 1.775000e+01 8.000000e+00 0.000000e+00
1.460816e-05 1.111235e-05 -1.750002e+00 1.825000e+01 8.000000e+00 0.000000e+00
3.311183e-05 1.143414e-05 -1.750002e+00 1.875000e+01 8.000000e+00 0.000000e+00
4.694223e-05 1.119242e-05 -1.750002e+00 1.925000e+01 8.000000e+00 0.000000e+00
4.349284e-05 1.000797e-05 -1.750002e+00 1.975000e+01 8.000000e+00 0.000000e+00
3.536402e-05 8.696173e-06 -1.750002e+00 2.025000e+01 8.000000e+00 0.000000e+00
2.777790e-05 8.183062e-06 -1.750002e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.944521e-05 8.001563e-06 -1.750002e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.341811e-05 7.961594e-06 -1.750002e+00 2.175000e+01 8.000000e+00 0.000000e+00
1.121481e-05 7.896783e-06 -1.750002e+00 2.225000e+01 8.000000e+00 0.000000e+00
1.372578e-05 7.716417e-06 -1.750002e+00 2.275000e+01 8.000000e+00 0.000000e+00
1.569751e-05 7.423902e-06 -1.750002e+00 2.325000e+01 8.000000e+00 0.000000e+00
1.750901e-05 7.318416e-06 -1.750002e+00 2.375000e+01 8.000000e+00 0.000000e+00
1.957288e-05 8.053633e-06 -1.750002e+00 2.425000e+01 8.000000e+00 0.000000e+00
2.353688e-05 9.563756e-06 -1.750002e+00 2.475000e+01 8.000000e+00 0.000000e+00
1.428991e-02 1.120489e-04 -1.650002e+00 2.500000e-01 8.000000e+00 0.000000e+00
9.986703e-03 7.676720e-05 -1.650002e+00 7.500000e-01 8.000000e+00 0.000000e+00
5.434904e-03 4.621319e-05 -1.650002e+00 1.250000e+00 8.000000e+00 0.000000e+00
1.733362e-03 2.482097e-05 -1.650002e+00 1.750000e+00 8.000000e+00 0.000000e+00
3.396052e-04 1.408812e-05 -1.650002e+00 2.250000e+00 8.000000e+00 0.000000e+00
9.955678e-05 1.143811e-05 -1.650002e+00 2.750000e+00 8.000000e+00 0.000000e+00
7.903003e-05 1.098183e-05 -1.650002e+00 3.250000e+00 8.000000e+00 0.000000e+00
6.244733e-05 1.021060e-05 -1.650002e+00 3.750000e+00 8.000000e+00 0.000000e+00
4.777241e-05 9.624036e-06 -1.650002e+00 4.250000e+00 8.000000e+00 0.000000e+00
3.409324e-05 9.034198e-06 -1.650002e+00 4.750000e+00 8.000000e+00 0.000000e+00
2.631721e-05 8.321130e-06 -1.650002e+00 5.250000e+00 8.000000e+00 0.000000e+00
1.760313e-05 7.599885e-06 -1.650002e+00 5.750000e+00 8.000000e+00 0.000000e+00
1.724048e-05 7.418684e-06 -1.650002e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.242372e-05 7.532416e-06 -1.650002e+00 6.750000e+00 8.000000e+00 0.000000e+00
3.338289e-05 7.834222e-06 -1.650002e+00 7.250000e+00 8.000000e+00 0.000000e+00
3.791251e-05 8.057546e-06 -1.650002e+00 7.750000e+00 8.000000e+00 0.000000e+00
3.118908e-05 7.812726e-06 -1.650002e+00 8.250000e+00 8.000000e+00 0.000000e+00
1.745833e-05 7.210716e-06 -1.650002e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.166638e-05 6.802893e-06 -1.650002e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.206738e-05 7.052047e-06 -1.650002e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.062955e-05 7.903940e-06 -1.650002e+00 1.025000e+01 8.000000e+00 0.000000e+00
5.536118e-05 8.276137e-06 -1.650002e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.428123e-05 7.980869e-06 -1.650002e+00 1.125000e+01 8.000000e+00 0.000000e+00
6.946391e-05 8.127533e-06 -1.650002e+00 1.175000e+01 8.000000e+00 0.000000e+00
6.825252e-05 8.834954e-06 -1.650002e+00 1.225000e+01 8.000000e+00 0.000000e+00
5.908543e-05 9.057191e-06 -1.650002e+00 1.275000e+01 8.000000e+00 0.000000e+00
4.570777e-05 8.804022e-06 -1.650002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.944590e-05 8.578370e-06 -1.650002e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.051919e-05 8.609867e-06 -1.650002e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.113759e-05 8.846255e-06 -1.650002e+00 1.475000e+01 8.000000e+00 0.000000e+00
3.754691e-05 9.069778e-06 -1.650002e+00 1.525000e+01 8.000000e+00 0.000000e+00
3.439572e-05 9.434885e-06 -1.650002e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.403861e-05 9.983846e-06 -1.650002e+00 1.625000e+01 8.000000e+00 0.000000e+00
3.020983e-05 1.065436e-05 -1.650002e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.545093e-05 1.096997e-05 -1.650002e+00 1.725000e+01 8.000000e+00 0.000000e+00
-1.908412e-06 1.037414e-05 -1.650002e+00 1.775000e+01 8.000000e+00 0.000000e+00
3.840778e-06 9.794892e-06 -1.650002e+00 1.825000e+01 8.000000e+00 0.000000e+00
3.504334e-05 1.062661e-05 -1.650002e+00 1.875000e+01 8.000000e+00 0.000000e+00
5.952945e-05 1.161493e-05 -1.650002e+00 1.925000e+01 8.000000e+00 0.000000e+00
5.951440e-05 1.111519e-05 -1.650002e+00 1.975000e+01 8.000000e+00 0.000000e+00
4.464579e-05 9.467745e-06 -1.650002e+00 2.025000e+01 8.000000e+00 0.000000e+00
3.077280e-05 8.535109e-06 -1.650002e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.729835e-05 7.856600e-06 -1.650002e+00 2.125000e+01 8.000000e+00 0.000000e+00
9.707884e-06 7.672037e-06 -1.650002e+00 2.175000e+01 8.000000e+00 0.000000e+00
6.034347e-06 7.775592e-06 -1.650002e+00 2.225000e+01 8.000000e+00 0.000000e+00
1.034197e-05 7.791024e-06 -1.650002e+00 2.275000e+01 8.000000e+00 0.000000e+00
1.326980e-05 7.835912e-06 -1.650002e+00 2.325000e+01 8.000000e+00 0.000000e+00
1.658627e-05 7.985245e-06 -1.650002e+00 2.375000e+01 8.000000e+00 0.000000e+00
1.926915e-05 8.744497e-06 -1.650002e+00 2.425000e+01 8.000000e+00 0.000000e+00
2.457288e-05 1.016278e-05 -1.650002e+00 2.475000e+01 8.000000e+00 0.000000e+00
3.205466e-03 5.981898e-05 -1.550002e+00 2.500000e-01 8.000000e+00 0.000000e+00
2.178432e-03 4.170100e-05 -1.550002e+00 7.500000e-01 8.000000e+00 0.000000e+00
1.146932e-03 2.619037e-05 -1.550002e+00 1.250000e+00 8.000000e+00 0.000000e+00
3.523321e-04 1.599580e-05 -1.550002e+00 1.750000e+00 8.000000e+00 0.000000e+00
9.591857e-05 1.135592e-05 -1.550002e+00 2.250000e+00 8.000000e+00 0.000000e+00
6.287914e-05 1.010431e-05 -1.550002e+00 2.750000e+00 8.000000e+00 0.000000e+00
5.814329e-05 9.907921e-06 -1.550002e+00 3.250000e+00 8.000000e+00 0.000000e+00
4.459439e-05 9.510130e-06 -1.550002e+00 3.750000e+00 8.000000e+00 0.000000e+00
3.041925e-05 9.043659e-06 -1.550002e+00 4.250000e+00 8.000000e+00 0.000000e+00
2.045795e-05 8.123759e-06 -1.550002e+00 4.750000e+00 8.000000e+00 0.000000e+00
1.906510e-05 7.599777e-06 -1.550002e+00 5.250000e+00 8.000000e+00 0.000000e+00
1.588394e-05 7.577056e-06 -1.550002e+00 5.750000e+00 8.000000e+00 0.000000e+00
1.597066e-05 7.137291e-06 -1.550002e+00 6.250000e+00 8.000000e+00 0.000000e+00
1.867910e-05 6.946701e-06 -1.550002e+00 6.750000e+00 8.000000e+00 0.000000e+00
2.615383e-05 7.372521e-06 -1.550002e+00 7.250000e+00 8.000000e+00 0.000000e+00
3.114181e-05 7.623045e-06 -1.550002e+00 7.750000e+00 8.000000e+00 0.000000e+00
2.658835e-05 7.452673e-06 -1.550002e+00 8.250000e+00 8.000000e+00 0.000000e+00
1.653991e-05 6.837226e-06 -1.550002e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.259984e-05 6.405989e-06 -1.550002e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.402790e-05 6.803609e-06 -1.550002e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.245910e-05 7.649417e-06 -1.550002e+00 1.025000e+01 8.000000e+00 0.000000e+00
5.683573e-05 7.981260e-06 -1.550002e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.340302e-05 7.637347e-06 -1.550002e+00 1.125000e+01 8.000000e+00 0.000000e+00
6.710792e-05 7.847379e-06 -1.550002e+00 1.175000e+01 8.000000e+00 0.000000e+00
6.322587e-05 8.470599e-06 -1.550002e+00 1.225000e+01 8.000000e+00 0.000000e+00
5.229161e-05 8.508061e-06 -1.550002e+00 1.275000e+01 8.000000e+00 0.000000e+00
3.981255e-05 8.040365e-06 -1.550002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.880710e-05 8.075217e-06 -1.550002e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.553539e-05 8.435372e-06 -1.550002e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.812259e-05 8.646388e-06 -1.550002e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.244032e-05 8.688063e-06 -1.550002e+00 1.525000e+01 8.000000e+00 0.000000e+00
3.803332e-05 8.888127e-06 -1.550002e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.610841e-05 9.430743e-06 -1.550002e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.923146e-05 1.021855e-05 -1.550002e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.047920e-05 1.044816e-05 -1.550002e+00 1.725000e+01 8.000000e+00 0.000000e+00
-8.275721e-06 9.907440e-06 -1.550002e+00 1.775000e+01 8.000000e+00 0.000000e+00
-1.795593e-07 9.641733e-06 -1.550002e+00 1.825000e+01 8.000000e+00 0.000000e+00
3.775413e-05 1.031011e-05 -1.550002e+00 1.875000e+01 8.000000e+00 0.000000e+00
6.598757e-05 1.132577e-05 -1.550002e+00 1.925000e+01 8.000000e+00 0.000000e+00
6.809225e-05 1.107768e-05 -1.550002e+00 1.975000e+01 8.000000e+00 0.000000e+00
5.342535e-05 9.485890e-06 -1.550002e+00 2.025000e+01 8.000000e+00 0.000000e+00
3.843180e-05 8.633200e-06 -1.550002e+00 2.075000e+01 8.000000e+00 0.000000e+00
2.114434e-05 7.970740e-06 -1.550002e+00 2.125000e+01 8.000000e+00 0.000000e+00
9.052979e-06 7.642214e-06 -1.550002e+00 2.175000e+01 8.000000e+00 0.000000e+00
8.554877e-07 7.561241e-06 -1.550002e+00 2.225000e+01 8.000000e+00 0.000000e+00
2.273535e-06 7.450634e-06 -1.550002e+00 2.275000e+01 8.000000e+00 0.000000e+00
7.413032e-07 7.613704e-06 -1.550002e+00 2.325000e+01 8.000000e+00 0.000000e+00
-7.215962e-07 7.757483e-06 -1.550002e+00 2.375000e+01 8.000000e+00 0.000000e+00
-1.613757e-06 8.140338e-06 -1.550002e+00 2.425000e+01 8.000000e+00 0.000000e+00
2.906026e-06 9.255921e-06 -1.550002e+00 2.475000e+01 8.000000e+00 0.000000e+00
1.559243e-03 5.127786e-05 -1.450002e+00 2.500000e-01 8.000000e+00 0.000000e+00
1.080469e-03 3.614238e-05 -1.450002e+00 7.500000e-01 8.000000e+00 0.000000e+00
5.765285e-04 2.312145e-05 -1.450002e+00 1.250000e+00 8.000000e+00 0.000000e+00
1.781337e-04 1.461464e-05 -1.450002e+00 1.750000e+00 8.000000e+00 0.000000e+00
4.504959e-05 1.064953e-05 -1.450002e+00 2.250000e+00 8.000000e+00 0.000000e+00
3.720572e-05 9.395895e-06 -1.450002e+00 2.750000e+00 8.000000e+00 0.000000e+00
3.946154e-05 9.144072e-06 -1.450002e+00 3.250000e+00 8.000000e+00 0.000000e+00
2.767880e-05 8.763977e-06 -1.450002e+00 3.750000e+00 8.000000e+00 0.000000e+00
1.340439e-05 8.350480e-06 -1.450002e+00 4.250000e+00 8.000000e+00 0.000000e+00
7.234877e-06 7.736772e-06 -1.450002e+00 4.750000e+00 8.000000e+00 0.000000e+00
1.188309e-05 7.587185e-06 -1.450002e+00 5.250000e+00 8.000000e+00 0.000000e+00
1.479667e-05 7.735341e-06 -1.450002e+00 5.750000e+00 8.000000e+00 0.000000e+00
1.761240e-05 7.215310e-06 -1.450002e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.015154e-05 6.954171e-06 -1.450002e+00 6.750000e+00 8.000000e+00 0.000000e+00
2.494087e-05 7.271056e-06 -1.450002e+00 7.250000e+00 8.000000e+00 0.000000e+00
2.961083e-05 7.352160e-06 -1.450002e+00 7.750000e+00 8.000000e+00 0.000000e+00
2.759920e-05 7.343983e-06 -1.450002e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.237344e-05 7.108774e-06 -1.450002e+00 8.750000e+00 8.000000e+00 0.000000e+00
2.032620e-05 6.591585e-06 -1.450002e+00 9.250000e+00 8.000000e+00 0.000000e+00
3.021100e-05 6.719127e-06 -1.450002e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.525205e-05 7.501060e-06 -1.450002e+00 1.025000e+01 8.000000e+00 0.000000e+00
5.736128e-05 8.043672e-06 -1.450002e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.253970e-05 7.906774e-06 -1.450002e+00 1.125000e+01 8.000000e+00 0.000000e+00
6.622221e-05 8.026400e-06 -1.450002e+00 1.175000e+01 8.000000e+00 0.000000e+00
6.213777e-05 8.185612e-06 -1.450002e+00 1.225000e+01 8.000000e+00 0.000000e+00
5.041887e-05 7.845568e-06 -1.450002e+00 1.275000e+01 8.000000e+00 0.000000e+00
3.810362e-05 7.448950e-06 -1.450002e+00 1.325000e+01 8.000000e+00 0.000000e+00
3.774533e-05 7.632937e-06 -1.450002e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.605054e-05 7.957668e-06 -1.450002e+00 1.425000e+01 8.000000e+00 0.000000e+00
5.033935e-05 7.965594e-06 -1.450002e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.660454e-05 7.891382e-06 -1.450002e+00 1.525000e+01 8.000000e+00 0.000000e+00
4.266398e-05 8.226306e-06 -1.450002e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.752030e-05 8.788162e-06 -1.450002e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.596870e-05 9.233173e-06 -1.450002e+00 1.675000e+01 8.000000e+00 0.000000e+00
5.331799e-06 9.169054e-06 -1.450002e+00 1.725000e+01 8.000000e+00 0.000000e+00
-9.851905e-06 9.292279e-06 -1.450002e+00 1.775000e+01 8.000000e+00 0.000000e+00
3.174279e-06 1.002009e-05 -1.450002e+00 1.825000e+01 8.000000e+00 0.000000e+00
4.314224e-05 1.068554e-05 -1.450002e+00 1.875000e+01 8.000000e+00 0.000000e+00
7.053345e-05 1.120181e-05 -1.450002e+00 1.925000e+01 8.000000e+00 0.000000e+00
7.436813e-05 1.058826e-05 -1.450002e+00 1.975000e+01 8.000000e+00 0.000000e+00
6.422758e-05 9.364123e-06 -1.450002e+00 2.025000e+01 8.000000e+00 0.000000e+00
5.198371e-05 9.051838e-06 -1.450002e+00 2.075000e+01 8.000000e+00 0.000000e+00
3.241201e-05 8.457851e-06 -1.450002e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.429050e-05 7.744879e-06 -1.450002e+00 2.175000e+01 8.000000e+00 0.000000e+00
-7.203457e-07 7.279714e-06 -1.450002e+00 2.225000e+01 8.000000e+00 0.000000e+00
-6.491143e-06 7.028845e-06 -1.450002e+00 2.275000e+01 8.000000e+00 0.000000e+00
-1.523334e-05 6.945690e-06 -1.450002e+00 2.325000e+01 8.000000e+00 0.000000e+00
-2.244134e-05 6.894204e-06 -1.450002e+00 2.375000e+01 8.000000e+00 0.000000e+00
-2.606222e-05 6.996940e-06 -1.450002e+00 2.425000e+01 8.000000e+00 0.000000e+00
-2.181263e-05 7.921594e-06 -1.450002e+00 2.475000e+01 8.000000e+00 0.000000e+00
1.546383e-03 5.213248e-05 -1.350003e+00 2.500000e-01 8.000000e+00 0.000000e+00
1.061976e-03 3.631489e-05 -1.350003e+00 7.500000e-01 8.000000e+00 0.000000e+00
5.593738e-04 2.290496e-05 -1.350003e+00 1.250000e+00 8.000000e+00 0.000000e+00
1.673513e-04 1.439206e-05 -1.350003e+00 1.750000e+00 8.000000e+00 0.000000e+00
3.930915e-05 1.040323e-05 -1.350003e+00 2.250000e+00 8.000000e+00 0.000000e+00
3.235401e-05 9.257837e-06 -1.350003e+00 2.750000e+00 8.000000e+00 0.000000e+00
3.189994e-05 9.068920e-06 -1.350003e+00 3.250000e+00 8.000000e+00 0.000000e+00
1.799270e-05 8.517505e-06 -1.350003e+00 3.750000e+00 8.000000e+00 0.000000e+00
3.049271e-06 7.882291e-06 -1.350003e+00 4.250000e+00 8.000000e+00 0.000000e+00
