[Header]
TITLE,LLZTO-sc 2-400 process 02282022.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,16.3,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,881.5,MOLWGHT:Formula Weight (g/mole)
INFO,23.5,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/g-K),Samp HC Err (J/g-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/g-K/K),Addenda Offset HC (µJ/K)
3854862308.99523,,1857,36.2297,36.2297,-0.060923044,9.8999999E-6,36.23662,0.75119882,0.032870996,0.00020821641,252.4754,0.3274,788.27263,0.7788,0.62992676,19.151796,0.021277602,99.489868,420.42981,1.1098829,1,,,,4.1256814E-5,37.85316,1313.0926,0.00090712091,0
3854862466.60215,,1857,36.2303,36.2303,-0.060923044,9.8999999E-6,36.233478,0.756785,0.032883956,0.00020800932,252.41907,0.3273,788.42756,0.7584,2.2845824,19.205629,0.021534496,99.485042,420.33671,1.1045504,1,,,,4.1150223E-5,38.303592,1312.8649,0.00090755727,0
3854862859.72277,,1857,32.5546,32.5546,-0.036553826,9.8999999E-6,32.612118,0.75647833,0.025516674,0.00016493715,207.25158,0.2612,623.17336,0.8054,0.24513677,16.187434,0.0044326588,99.876651,412.36997,1.1397124,1,,,,3.8518539E-5,38.411258,1063.5503,0.00078242921,0
3854862996.01586,,1857,32.5549,32.5549,-0.085292265,9.8999999E-6,32.551662,0.67557778,0.025438705,0.00016164606,206.60755,0.2602,621.25844,0.6351,0.77982458,16.395971,0.017745848,99.512641,412.03132,1.085899,1,,,,3.7973678E-5,32.374867,1059.6107,0.00078148713,0
3854863132.77552,,1857,32.5555,32.5555,-0.1462153,9.8999999E-6,32.546764,0.68134029,0.025445709,0.00016147693,206.56033,0.2602,621.32538,0.6207,2.0522173,16.450944,0.019654125,99.461975,411.93101,1.0811373,1,,,,3.7859523E-5,32.791941,1059.2918,0.00078181992,0
3854863471.63586,,1857,29.2518,29.2518,0.1462153,9.8999999E-6,29.294459,0.67319419,0.019351009,0.00012616543,168.68022,0.2096,484.10166,0.6638,0.23033265,13.702551,0.0032219362,99.896446,406.55182,1.13828,1,,,,3.534486E-5,32.901888,858.16532,0.0006605689,0
3854863589.90263,,1857,29.2519,29.2519,0.09747687,9.8999999E-6,29.241175,0.60704304,0.019290898,0.00012305988,168.15304,0.209,482.59467,0.5084,0.89621092,13.881939,0.01589742,99.495954,406.23604,1.0751037,1,,,,3.4839066E-5,27.405102,855.0463,0.00065971691,0
3854863711.82376,,1857,29.2523,29.2523,0.073107652,9.8999999E-6,29.23727,0.61246519,0.019299283,0.00012298989,168.09269,0.2089,482.67101,0.5007,3.5735257,13.924208,0.01620456,99.487657,406.12258,1.0716252,1,,,,3.4740078E-5,27.763878,854.81794,0.00066009184,0
3854864007.61713,,1857,26.2851,26.2851,0.17058453,9.8999999E-6,26.310414,0.59021675,0.014356891,9.7814505E-5,136.57891,0.1613,370.59623,0.6744,0.24414782,11.464436,,,403.50413,1.22676,1,,,,3.2325728E-5,27.848416,692.23788,0.00054567331,0
3854864099.82448,,1857,26.2849,26.2849,0.12184609,9.8999999E-6,26.268508,0.54327207,0.014308842,9.1649655E-5,136.15654,0.1606,369.39066,0.3981,0.56055638,11.59952,0.011463649,99.575719,403.31295,1.0756525,1,,,,3.1899488E-5,22.928872,690.03452,0.00054471467,0
3854864192.26956,,1857,26.2844,26.2844,-0.036553826,9.8999999E-6,26.262757,0.54759316,0.014312155,9.1543736E-5,136.10533,0.1605,369.39345,0.3904,1.1235556,11.641786,0.013037468,99.519199,403.19346,1.0711572,1,,,,3.1791173E-5,23.19904,689.73239,0.0005449601,0
3854864445.77557,,1857,23.6181,23.6181,0.085292265,9.8999999E-6,23.638636,0.53009375,0.010458344,7.1869941E-5,110.1626,0.1217,280.63361,0.5136,0.24998724,9.5404113,,,402.97184,1.2408405,1,,,,2.9415252E-5,23.283573,558.78509,0.00044242587,0
3854864525.29842,,1857,23.6182,23.6182,0.20713834,9.8999999E-6,23.598261,0.4872973,0.010420687,6.7077986E-5,109.78326,0.1212,279.64045,0.308,0.75938563,9.6537349,0.010421561,99.547826,402.7679,1.0868465,1,,,,2.9015672E-5,19.080823,556.87793,0.00044158705,0
3854864615.05489,,1857,23.6173,23.6173,0.1340307,9.8999999E-6,23.591944,0.49159324,0.010418171,6.6841278E-5,109.73197,0.1212,279.54815,0.2949,4.1839683,9.7103721,0.012661099,99.453967,402.69252,1.0771354,1,,,,2.8847016E-5,19.30747,556.57983,0.00044159865,0
3854864838.859,,1857,21.2214,21.2214,0.1462153,9.8999999E-6,21.236001,0.47294621,0.0074661638,5.267836E-5,88.28404,0.09464,209.98251,0.4134,0.27620258,7.8814303,,,405.0711,1.2987639,1,,,,2.6642691E-5,19.420744,450.96774,0.0003515805,0
3854864909.67024,,1857,21.2217,21.2217,0.024369217,9.8999999E-6,21.198477,0.43406361,0.0074467263,4.8154259E-5,87.974741,0.09425,209.35638,0.2295,0.89721951,7.9770252,0.0087912539,99.54832,404.7069,1.1042993,1,,,,2.6284992E-5,15.762861,449.37542,0.00035128591,0
3854864980.40595,,1857,21.2211,21.2211,0.024369217,9.8999999E-6,21.193053,0.43750878,0.0074568418,4.8078603E-5,87.933518,0.09419,209.48004,0.2219,3.7796147,8.0179111,0.0099585156,99.490901,404.42029,1.0953778,1,,,,2.6171576E-5,15.95405,449.14551,0.00035185312,0
3854865178.14116,,1857,19.0685,19.0685,-0.024369217,9.8999999E-6,19.0819,0.42459978,0.0052558244,3.7995453E-5,70.273152,0.07461,155.94309,0.319,0.3068398,6.5019494,,,409.16949,1.3576741,1,,,,2.3984052E-5,16.035822,364.11891,0.00027543507,0
3854865240.66431,,1857,19.0678,19.0678,-0.012184609,9.8999999E-6,19.046784,0.38845925,0.0052390568,3.4112567E-5,70.001244,0.07433,155.39787,0.1708,1.2248577,6.5824571,0.0085416999,99.476879,408.85176,1.134074,1,,,,2.3645422E-5,13.003899,362.77998,0.00027506254,0
3854865303.8435,,1857,19.0691,19.0691,0.012184609,9.8999999E-6,19.041514,0.39192436,0.0052414669,3.3976632E-5,69.937459,0.07426,155.37337,0.1627,3.0016719,6.5946616,0.0068910006,99.578526,408.67598,1.1216659,1,,,,2.359066E-5,13.164914,362.57927,0.00027526524,0
3854865477.73927,,1857,17.1347,17.1347,-0.036553826,9.8999999E-6,17.140752,0.37860322,0.0036338223,2.6409842E-5,55.550927,0.05519,114.78223,0.2241,0.40676616,5.3517481,,,415.65963,1.3891445,1,,,,2.1447615E-5,13.189323,293.80537,0.000211999,0
3854865533.30489,,1857,17.134,17.134,-0.024369217,9.8999999E-6,17.110652,0.3474154,0.0036247613,2.3639058E-5,55.353761,0.0549,114.43737,0.1186,1.3637129,5.4180511,0.0076792497,99.433955,415.27517,1.1560947,1,,,,2.1153598E-5,10.703496,292.77443,0.00021184238,0
3854865589.26913,,1857,17.1341,17.1341,0,9.8999999E-6,17.106737,0.35046672,0.0036253493,2.3565905E-5,55.328287,0.05486,114.42148,0.1145,7.3695309,5.4256015,0.0074930121,99.448402,415.1577,1.147035,1,,,,2.1120422E-5,10.836102,292.64044,0.00021192524,0
3854865754.05162,,1857,15.3957,15.3957,0.060923044,9.8999999E-6,15.399811,0.34057502,0.0025011807,1.8293751E-5,43.603725,0.04282,84.372971,0.1566,0.61639149,4.4296201,,,422.95714,1.4255116,1,,,,1.9047451E-5,10.851203,237.15418,0.00016241633,0
3854865804.42087,,1857,15.3964,15.3964,-0.060923044,9.8999999E-6,15.373846,0.3115581,0.0024899653,1.633208E-5,43.440601,0.04269,84.027036,0.08395,3.5483046,4.4732431,0.007329941,99.346079,422.87702,1.192477,1,,,,1.881326E-5,8.8592402,236.35514,0.00016196112,0
3854865854.89494,,1857,15.3959,15.3959,0.012184609,9.8999999E-6,15.370972,0.314586,0.0024891095,1.6280839E-5,43.399191,0.04266,83.971676,0.08154,7.6024197,4.4717662,0.0048153866,99.569762,422.84642,1.1850521,1,,,,1.8797153E-5,8.9464862,236.26678,0.00016193573,0
3854866013.42285,,1857,13.834,13.834,0.30461523,9.8999999E-6,13.832423,0.30216541,0.0017027969,1.2762064E-5,34.112094,0.03173,61.867684,0.1152,0.95866572,3.6695095,,,431.857,1.501641,1,,,,1.6859933E-5,8.9435323,191.33592,0.00012310186,0
3854866059.8474,,1857,13.8346,13.8346,0.32898444,9.8999999E-6,13.812022,0.27892742,0.0016937807,1.1117514E-5,34.007516,0.03158,61.616141,0.05615,3.3910268,3.6933813,0.0056169974,99.387288,431.98387,1.2199996,1,,,,1.6703534E-5,7.339019,190.77195,0.0001226309,0
3854866106.15549,,1857,13.834,13.834,0.41427669,9.8999999E-6,13.808973,0.28005746,0.0016921401,1.1114188E-5,33.991048,0.03156,61.572931,0.05648,17.540947,3.6974121,0.005308976,99.421372,432.02804,1.2218929,1,,,,1.6672456E-5,7.3867626,190.68773,0.00012253917,0
3854866258.84071,,1857,12.4302,12.4302,0.38990748,9.8999999E-6,12.429577,0.27098137,0.0011586947,8.9803364E-6,26.546621,0.02481,45.433344,0.08594,1.5388532,3.0537433,,,441.19358,1.5969923,1,,,,1.4877919E-5,7.3948243,154.49439,9.3220764E-5,0
3854866300.50232,,1857,12.431,12.431,0.25587681,9.8999999E-6,12.412732,0.24981278,0.0011527056,7.6592046E-6,26.455891,0.02476,45.244992,0.04106,9.6020999,3.0687632,0.0046887587,99.373354,441.35741,1.2784537,1,,,,1.475978E-5,6.1074865,154.07592,9.2864776E-5,0
3854866342.36528,,1857,12.4308,12.4308,0.35335365,9.8999999E-6,12.410344,0.25078665,0.0011521785,7.6500617E-6,26.443936,0.02475,45.224446,0.04076,18.177673,3.0711403,0.0040463067,99.45933,441.33977,1.2765335,1,,,,1.4739443E-5,6.1375264,154.01663,9.2840177E-5,0
3854866492.76147,,1857,11.1694,11.1694,0.35335365,9.8999999E-6,11.168128,0.2418977,0.00078636755,4.9755187E-6,20.571193,0.01984,33.388984,0,2.3042319,2.5521236,,,451.09473,1.1564007,1,,,,1.3082824E-5,6.1422806,124.72708,7.041176E-5,0
3854866531.22614,,1857,11.1694,11.1694,0.29243061,9.8999999E-6,11.154241,0.22407458,0.00078179061,5.2764381E-6,20.509836,0.01979,33.253023,0.02989,9.678738,2.5669365,0.004210915,99.309344,451.41131,1.3466517,1,,,,1.2967614E-5,5.1042472,124.41709,7.0089091E-5,0
3854866570.1002,,1857,11.1696,11.1696,0.32898444,9.8999999E-6,11.152639,0.22475522,0.0007837373,5.2955015E-6,20.502681,0.01978,33.277599,0.03028,7.1102918,2.5651443,0.0035597188,99.415685,450.97248,1.3480461,1,,,,1.2984245E-5,5.1338731,124.38136,7.0273708E-5,0
3854866717.78318,,1857,10.0365,10.0365,0.35335365,9.8999999E-6,10.03712,0.21665365,0.00054581166,4.5263593E-6,15.744763,0.01854,24.641493,0.04605,5.0989806,2.1480168,,,457.88596,1.7850308,1,,,,1.1471741E-5,5.1302887,100.74379,5.437931E-5,0
3854866754.10483,,1857,10.0367,10.0367,0.29243061,9.8999999E-6,10.025552,0.20069374,0.0005423465,3.8263318E-6,15.702458,0.01853,24.542706,0.0246,7.2289787,2.1606713,0.0054884008,98.906689,458.33022,1.4691264,1,,,,1.1375166E-5,4.2960335,100.51169,5.4096423E-5,0
3854866791.85746,,1857,10.0357,10.0357,0.37772289,9.8999999E-6,10.024922,0.20198359,0.00054315147,3.8277324E-6,15.699681,0.01853,24.55305,0.02448,7.5857592,2.161273,0.0038019247,99.241314,458.0749,1.4658843,1,,,,1.137177E-5,4.3213426,100.49905,5.418012E-5,0
3854866966.27913,,1857,9.01762,9.01762,0.28024599,9.8999999E-6,8.966901,0.19464384,0.00036812202,3.1511388E-6,11.963389,0.01302,17.963778,0.03337,7.1969352,1.8020915,,,466.45283,1.8784627,1,,,,9.9682939E-6,4.3225459,80.405314,4.1053428E-5,0
3854867000.75231,,1857,9.01682,9.01682,0.25587681,9.8999999E-6,8.9503992,0.17719449,0.00036648613,3.3702242E-6,11.921452,0.01292,17.895176,0.03883,0.2042338,1.8233644,,,466.28615,2.0132666,1,,,,9.8143716E-6,3.604183,80.109647,4.0946345E-5,0
3854867034.38643,,1857,9.01854,9.01854,0.23150757,9.8999999E-6,8.9525664,0.18011737,0.00036431742,2.5896252E-6,11.925107,0.01293,17.863481,0.01695,7.6377517,1.8129542,0.0064560978,98.415116,467.32269,1.5143835,1,,,,9.8708426E-6,3.6467288,80.148446,4.0694188E-5,0
3854867167.79267,,1857,8.10262,8.10262,0.28024599,9.8999999E-6,8.0511423,0.17732476,0.00025382742,1.8334835E-6,9.1669831,0.009816,13.30437,0.01235,7.7968918,1.5290611,0.0033960932,98.972037,474.06802,1.5712333,1,,,,8.7097653E-6,3.6259084,64.820893,3.1526882E-5,0
3854867200.18592,,1857,8.10382,8.10382,0.24369217,9.8999999E-6,8.0413254,0.160783,0.00025300989,1.8285881E-6,9.1333368,0.009797,13.257398,0.01234,7.869123,1.529419,0.0032412159,99.018939,473.99941,1.5721914,1,,,,8.6765863E-6,3.0581222,64.662914,3.1463705E-5,0
3854867233.38813,,1857,8.10469,8.10469,0.21932296,9.8999999E-6,8.0418301,0.16054201,0.00025364287,1.8347049E-6,9.1355293,0.009798,13.269908,0.01245,6.9162201,1.5370792,0.0048181578,98.55557,473.63452,1.5727819,1,,,,8.6455176E-6,3.058838,64.671031,3.1540441E-5,0
3854867364.93581,,1857,7.28288,7.28288,0.2680614,9.8999999E-6,7.2234371,0.15459241,0.00018109764,1.6485889E-6,6.8967346,0.007126,9.8486261,0.01853,11.066843,1.2958558,,,475.99487,2.0355665,1,,,,7.6000939E-6,3.0741584,52.178043,2.507084E-5,0
3854867395.08929,,1857,7.28429,7.28429,0.37772289,9.8999999E-6,7.2184292,0.14334167,0.00017803769,1.3264269E-6,6.8935077,0.007122,9.795522,0.009988,1.0786367,1.3094419,0.0076120528,97.274318,478.3745,1.6510534,1,,,,7.49919E-6,2.5917117,52.105719,2.4664325E-5,0
3854867427.55706,,1857,7.28244,7.28244,0.2680614,9.8999999E-6,7.2187477,0.14239663,0.00017923129,1.5648497E-6,6.8818963,0.007105,9.8033663,0.0167,14.302891,1.2905714,,,477.33127,1.9604632,1,,,,7.5961443E-6,2.6188839,52.110318,2.4828585E-5,0
3854867551.77064,,1857,6.54483,6.54483,0.34116906,9.8999999E-6,6.4915898,0.14212518,0.0001289346,9.8052238E-7,5.1978652,0.005819,7.2994991,0.007439,1.901213,1.0957654,0.0026251763,98.842731,479.06057,1.6956893,1,,,,6.6680335E-6,2.5811427,42.140738,1.986179E-5,0
3854867581.98718,,1857,6.54093,6.54093,0.2680614,9.8999999E-6,6.4830489,0.12851023,0.00012827755,9.6163926E-7,5.1769746,0.00581,7.2678986,0.006884,8.3033923,1.0956582,0.004225303,98.147213,479.24574,1.6669092,1,,,,6.6437674E-6,2.1915309,42.029923,1.9786608E-5,0
3854867611.89197,,1857,6.54229,6.54229,0.30461523,9.8999999E-6,6.4833992,0.1283544,0.00012854163,9.6363925E-7,5.1774711,0.00581,7.2726997,0.006909,7.6618748,1.0931749,0.0036413346,98.397586,478.94319,1.6659003,1,,,,6.661846E-6,2.1913165,42.034465,1.9826271E-5,0
3854867732.83461,,1857,5.87801,5.87801,0.29243061,9.8999999E-6,5.8280846,0.12714608,9.3947687E-5,7.3079079E-7,3.8776432,0.004652,5.4089905,0.005656,3.1591588,0.93357699,0.002959586,98.45824,477.96164,1.7373696,1,,,,5.8011294E-6,2.1863498,33.96657,1.6119822E-5,0
3854867761.54622,,1857,5.87955,5.87955,0.35335365,9.8999999E-6,5.8221166,0.11628382,9.4048877E-5,7.2084092E-7,3.8645609,0.004636,5.3975576,0.005302,25.001689,0.92755821,0.0020034157,98.94723,477.3009,1.7052994,1,,,,5.824109E-6,1.867154,33.897042,1.6153726E-5,0
3854867789.84225,,1857,5.87833,5.87833,0.30461523,9.8999999E-6,5.8208449,0.11368791,9.3221141E-5,8.6046519E-7,3.8637203,0.004634,5.3832249,0.009399,12.323374,0.91720701,,,478.60487,2.0737041,1,,,,5.8691493E-6,1.8551164,33.882235,1.6015053E-5,0
3854867910.839,,1857,5.28214,5.28214,0.048738435,9.8999999E-6,5.2308125,0.11083045,6.8731859E-5,6.8602068E-7,2.8653288,0.003409,3.9856581,0.008135,5.098646,0.77513827,,,476.07891,2.215896,1,,,,5.1418672E-6,1.834414,27.3614,1.3139806E-5,0
3854867937.157,,1857,5.28261,5.28261,0.048738435,9.8999999E-6,5.2259594,0.10308343,6.7578123E-5,5.3572526E-7,2.8666816,0.00341,3.968205,0.004354,2.84433,0.78942413,0.0062420338,96.18402,478.32873,1.7763855,1,,,,5.0421983E-6,1.5502765,27.310651,1.2931238E-5,0
3854867964.90886,,1857,5.28084,5.28084,0.024369217,9.8999999E-6,5.2268211,0.10269677,6.7413055E-5,6.5958458E-7,2.8578941,0.0034,3.9567269,0.007654,5.0957896,0.76500489,,,478.79776,2.1889583,1,,,,5.1721589E-6,1.5788483,27.319658,1.2897525E-5,0
3854868083.20083,,1857,4.7467,4.7467,0.09747687,9.8999999E-6,4.6985101,0.10361924,5.0768853E-5,4.0752492E-7,2.1139455,0.002594,2.9414778,0.003409,1.5451117,0.66432227,0.0049637758,96.415697,473.06765,1.7812587,1,,,,4.4409139E-6,1.5300098,22.075997,1.0805309E-5,0
3854868110.62602,,1857,4.74588,4.74588,0.073107652,9.8999999E-6,4.6933417,0.094343721,5.0762405E-5,4.038555E-7,2.1057238,0.002585,2.933151,0.003299,1.6697189,0.66366641,0.00516855,96.274709,472.56728,1.7620097,1,,,,4.4333325E-6,1.3286445,22.027457,1.0815834E-5,0
3854868137.11544,,1857,4.74593,4.74593,0.09747687,9.8999999E-6,4.6938345,0.094409311,5.044E-5,3.9885411E-7,2.1063429,0.002586,2.9285149,0.003184,6.9753245,0.66288005,0.005049178,96.343826,473.62176,1.7540143,1,,,,4.4311815E-6,1.3273328,22.032082,1.0746012E-5,0
3854868256.44811,,1857,4.26672,4.26672,0.060923044,9.8999999E-6,4.2215404,0.095066483,3.8165294E-5,3.0459933E-7,1.5503791,0.001886,2.1724734,0.002555,1.6967819,0.55777876,0.0045916297,96.102709,467.45959,1.7490291,1,,,,3.9079252E-6,1.3257601,17.821403,9.0406086E-6,0
3854868283.12302,,1857,4.26396,4.26396,0.036553826,9.8999999E-6,4.2167284,0.085467099,3.7863049E-5,2.9271015E-7,1.543664,0.001879,2.1608317,0.002213,6.219367,0.54571222,0.0023686549,97.909893,468.16589,1.689639,1,,,,3.9665798E-6,1.1155575,17.780798,8.9792478E-6,0
3854868309.04761,,1857,4.26636,4.26636,0.012184609,9.8999999E-6,4.2152739,0.084456362,3.7750945E-5,2.9437082E-7,1.5423082,0.001877,2.1576486,0.002291,3.5600882,0.5524736,0.0038102754,96.709913,468.46721,1.7076417,1,,,,3.9163144E-6,1.0914244,17.768534,8.9557513E-6,0
3854868427.14188,,1857,3.83275,3.83275,0,9.8999999E-6,3.7926839,0.085262568,2.8805755E-5,2.374287E-7,1.132311,0.001508,1.6018448,0.002099,0.5799937,0.45982001,0.0013764546,98.572353,461.264,1.7867353,1,,,,3.4879824E-6,1.1049472,14.384451,7.5950845E-6,0
3854868452.94071,,1857,3.83267,3.83267,0.036553826,9.8999999E-6,3.7878789,0.076868531,2.8540718E-5,2.2570209E-7,1.1283696,0.001502,1.5935833,0.00177,3.1970128,0.45827998,0.0020920367,97.831254,462.10122,1.7114371,1,,,,3.4839135E-6,0.91964002,14.348027,7.5347493E-6,0
3854868477.73421,,1857,3.83182,3.83182,0.085292265,9.8999999E-6,3.7878454,0.076623634,2.8684804E-5,2.2594859E-7,1.1284098,0.001502,1.5959721,0.001755,5.0665942,0.46054045,0.0025350186,97.399754,461.32212,1.7010081,1,,,,3.4734175E-6,0.91655997,14.347773,7.5728549E-6,0
3854868595.17216,,1857,3.44436,3.44436,-0.024369217,9.8999999E-6,3.4083266,0.076650551,2.2037723E-5,1.5778174E-7,0.82858351,0.000769,1.1877984,0.00108,7.7918668,0.38830726,0.0019037278,97.719312,453.22609,1.4838001,1,,,,3.0654755E-6,0.9210809,11.61669,6.4658485E-6,0
3854868618.79119,,1857,3.44434,3.44434,0.060923044,9.8999999E-6,3.4043414,0.069840356,2.1812364E-5,1.5641934E-7,0.82624707,0.0007649,1.1817886,0.001076,3.617153,0.38853208,0.0028551024,96.603382,454.24985,1.4905321,1,,,,3.0514274E-6,0.77661451,11.589541,6.4072199E-6,0
3854868643.04752,,1857,3.44395,3.44395,0.036553826,9.8999999E-6,3.4049043,0.069893671,2.1757321E-5,1.5570541E-7,0.82662617,0.0007656,1.1812705,0.001059,3.9487928,0.38770122,0.0027277085,96.740447,454.70777,1.4877577,1,,,,3.0561766E-6,0.77706415,11.593373,6.3899948E-6,0
3854868759.74057,,1857,3.09448,3.09448,0.036553826,9.8999999E-6,3.0633705,0.069625604,1.6900141E-5,1.3249503E-7,0.60564259,0.0008474,0.88111489,0.001044,7.6280977,0.32759425,0.0021183478,97.061921,445.03956,1.6322523,1,,,,2.697663E-6,0.77540244,9.3842386,5.5168453E-6,0
3854868782.96274,,1857,3.09442,3.09442,0.012184609,9.8999999E-6,3.0593075,0.063580135,1.6797402E-5,1.3189982E-7,0.60376285,0.0008493,0.8775605,0.001039,7.2264807,0.33146419,0.0034768411,95.29786,445.3536,1.6363594,1,,,,2.660379E-6,0.65518851,9.3593625,5.4905896E-6,0
3854868807.11982,,1857,3.09316,3.09316,0.073107652,9.8999999E-6,3.0601386,0.064010353,1.6706424E-5,1.348584E-7,0.60411399,0.000849,0.8764287,0.001149,1.0722855,0.32763481,0.0027314414,96.225614,446.28176,1.6906456,1,,,,2.6852321E-6,0.66292839,9.3644484,5.4593684E-6,0
3854868921.99951,,1857,2.78039,2.78039,0.024369217,9.8999999E-6,2.7548842,0.062962519,1.3126372E-5,1.1006402E-7,0.44743286,0.00078,0.66139272,0.0009419,2.4526147,0.27811855,0.0022438023,96.41765,435.39576,1.7168957,1,,,,2.3874186E-6,0.65526962,7.5893871,4.7647635E-6,0
3854868945.81595,,1857,2.7798,2.7798,0.073107652,9.8999999E-6,2.7521982,0.057658097,1.3020769E-5,1.080661E-7,0.44648081,0.0007787,0.65871934,0.000895,11.201122,0.28017198,0.0030004897,95.278904,436.144,1.7016903,1,,,,2.3633506E-6,0.5562371,7.5745949,4.7310432E-6,0
3854868969.68244,,1857,2.78082,2.78082,0.060923044,9.8999999E-6,2.7523949,0.057840704,1.2999225E-5,1.080461E-7,0.44653354,0.0007788,0.6584209,0.0008974,10.921015,0.2780152,0.0026812174,95.730248,436.41601,1.705363,1,,,,2.3793374E-6,0.56034396,7.5756775,4.7228777E-6,0
3854869084.10942,,1857,2.49755,2.49755,0.12184609,9.8999999E-6,2.4794213,0.057149323,1.0324503E-5,8.6488298E-8,0.33354517,0.0006377,0.50183457,0.0007175,27.196776,0.23816935,0.0023209273,95.770747,424.51191,1.672341,1,,,,2.1176168E-6,0.55603039,6.1475301,4.1640777E-6,0
3854869107.17785,,1857,2.4983,2.4983,0.1462153,9.8999999E-6,2.477207,0.052549621,1.0243528E-5,8.6193219E-8,0.33289486,0.0006371,0.49986436,0.0007202,17.151691,0.23836992,0.0026164988,95.247115,425.24745,1.6829325,1,,,,2.1088169E-6,0.47633871,6.1365544,4.1351117E-6,0
3854869130.33566,,1857,2.49801,2.49801,0.048738435,9.8999999E-6,2.4772434,0.052513954,1.0222999E-5,8.5688688E-8,0.33290379,0.0006371,0.49953867,0.000707,15.369581,0.23760808,0.0026584208,95.155892,425.53816,1.6774064,1,,,,2.1144087E-6,0.47673984,6.1367347,4.126764E-6,0
3854869246.44227,,1857,2.24503,2.24503,0.17058453,9.8999999E-6,2.2340995,0.051999406,8.183984E-6,7.2404106E-8,0.25257017,0.0005721,0.38596911,0.0006291,45.352397,0.2064103,0.0024092996,95.033215,413.31075,1.7196329,1,,,,1.8817249E-6,0.47521615,4.9912005,3.6632138E-6,0
3854869269.00603,,1857,2.24472,2.24472,0.048738435,9.8999999E-6,2.2321311,0.048147423,8.1339871E-6,7.2032574E-8,0.25211722,0.0005717,0.38470121,0.0006246,17.457345,0.20706178,0.0027367103,94.396948,413.79095,1.7232787,1,,,,1.8711807E-6,0.41282059,4.9824091,3.6440454E-6,0
3854869292.6533,,1857,2.24487,2.24487,0.085292265,9.8999999E-6,2.2321253,0.048200858,8.1499798E-6,7.2113624E-8,0.25210947,0.0005717,0.38495414,0.000625,18.820867,0.20668642,0.002651325,94.558173,413.51904,1.72074,1,,,,1.8754352E-6,0.41412357,4.9823834,3.6512196E-6,0
3854869407.55293,,1857,2.01715,2.01715,0.15839991,9.8999999E-6,2.0126115,0.047691073,6.5790368E-6,6.1804902E-8,0.19407635,0.0005191,0.30131465,0.0005591,17.555008,0.18158663,0.0025078979,94.233019,400.43786,1.7637727,1,,,,1.6723884E-6,0.41337283,4.0506051,3.2689055E-6,0
3854869430.595,,1857,2.01715,2.01715,0.060923044,9.8999999E-6,2.0108458,0.044403054,6.5389356E-6,6.1621359E-8,0.19372378,0.0005188,0.30030843,0.0005587,13.082382,0.18153933,0.002638351,93.938255,400.90225,1.7704604,1,,,,1.6678798E-6,0.36317326,4.0435007,3.2518334E-6,0
3854869453.197,,1857,2.0169,2.0169,0.1462153,9.8999999E-6,2.0107898,0.044378392,6.5297773E-6,6.1577968E-8,0.19371317,0.0005188,0.30014854,0.0005585,15.512576,0.1813983,0.0027158662,93.761577,401.07842,1.7723874,1,,,,1.6686941E-6,0.36307866,4.0432758,3.2473694E-6,0
3854869567.16448,,1857,1.81253,1.81253,0.012184609,9.8999999E-6,1.8099056,0.043746216,5.2927307E-6,5.4924783E-8,0.15039,0.000495,0.23666151,0.0005257,26.453497,0.16050954,0.0023746954,93.897444,387.19104,1.8654691,1,,,,1.4873658E-6,0.36279659,3.2757584,2.9243131E-6,0
3854869589.59822,,1857,1.81239,1.81239,0.20713834,9.8999999E-6,1.8083432,0.040854572,5.2591209E-6,5.4644713E-8,0.150146,0.000495,0.23586967,0.0005213,16.684298,0.16114765,0.0027469382,93.007918,387.67916,1.8698861,1,,,,1.4784755E-6,0.32101909,3.270105,2.9082537E-6,0
3854869612.61756,,1857,1.81235,1.81235,0.12184609,9.8999999E-6,1.8083343,0.040938443,5.2604178E-6,5.4793384E-8,0.15014962,0.000495,0.23589443,0.0005253,19.366528,0.16138414,0.0028021764,92.884837,387.64539,1.8737813,1,,,,1.4767531E-6,0.32229531,3.2700729,2.9089852E-6,0
3854819729.54232,CALFILE: C:\QDDYNA~1\HEATCA~1\TempCal\Standard\Puck3070.cal|Addenda #32 measured on 2/22/2022 from 1.8124 to 388.98 K
